gene_symbol	ensembl	version
TNFRSF4	ENSG00000186827	v28
SDF4	ENSG00000078808	v28
B3GALT6	ENSG00000176022	v28
C1QTNF12	ENSG00000184163	v28
RP5-902P8.12	ENSG00000260179	v28
UBE2J2	ENSG00000160087	v28
RP5-902P8.10	ENSG00000230415	v28
SCNN1D	ENSG00000162572	v28
ACAP3	ENSG00000131584	v28
MIR6726	ENSG00000278073	v28
PUSL1	ENSG00000169972	v28
INTS11	ENSG00000127054	v28
MIR6727	ENSG00000283712	v28
RP5-890O3.9	ENSG00000240731	v28
CPTP	ENSG00000224051	v28
TAS1R3	ENSG00000169962	v28
DVL1	ENSG00000107404	v28
MIR6808	ENSG00000284372	v28
MXRA8	ENSG00000162576	v28
AURKAIP1	ENSG00000175756	v28
RP5-890O3.3	ENSG00000223663	v28
CCNL2	ENSG00000221978	v28
RP4-758J18.2	ENSG00000224870	v28
MRPL20	ENSG00000242485	v28
RN7SL657P	ENSG00000264293	v28
RP4-758J18.13	ENSG00000272455	v28
ANKRD65	ENSG00000235098	v28
RP4-758J18.7	ENSG00000225905	v28
TMEM88B	ENSG00000205116	v28
RP4-758J18.10	ENSG00000225285	v28
VWA1	ENSG00000179403	v28
ATAD3C	ENSG00000215915	v28
ATAD3B	ENSG00000160072	v28
RP5-832C2.8	ENSG00000284740	v28
ATAD3A	ENSG00000197785	v28
TMEM240	ENSG00000205090	v28
SSU72	ENSG00000160075	v28
RP5-832C2.5	ENSG00000215014	v28
RP11-345P4.11	ENSG00000274481	v28
C1orf233	ENSG00000228594	v28
RP11-345P4.9	ENSG00000272106	v28
MIB2	ENSG00000197530	v28
MMP23B	ENSG00000189409	v28
CDK11B	ENSG00000248333	v28
RP11-345P4.10	ENSG00000272004	v28
SLC35E2B	ENSG00000189339	v28
RP11-345P4.6	ENSG00000269737	v28
MMP23A	ENSG00000215914	v28
CDK11A	ENSG00000008128	v28
RP1-283E3.8	ENSG00000268575	v28
RP1-283E3.4	ENSG00000227775	v28
SLC35E2	ENSG00000215790	v28
NADK	ENSG00000008130	v28
GNB1	ENSG00000078369	v28
RP1-140A9.1	ENSG00000231050	v28
CALML6	ENSG00000169885	v28
TMEM52	ENSG00000178821	v28
CFAP74	ENSG00000142609	v28
RP11-547D24.1	ENSG00000233542	v28
GABRD	ENSG00000187730	v28
RP11-547D24.3	ENSG00000226969	v28
PRKCZ	ENSG00000067606	v28
RP5-892K4.1	ENSG00000271806	v28
RP11-181G12.2	ENSG00000182873	v28
FAAP20	ENSG00000162585	v28
RP11-181G12.4	ENSG00000234396	v28
SKI	ENSG00000157933	v28
MORN1	ENSG00000116151	v28
RP4-713A8.1	ENSG00000272161	v28
RP4-740C4.5	ENSG00000269896	v28
RP4-740C4.7	ENSG00000272420	v28
RER1	ENSG00000157916	v28
PEX10	ENSG00000157911	v28
PLCH2	ENSG00000149527	v28
RP3-395M20.2	ENSG00000224387	v28
RP3-395M20.3	ENSG00000229393	v28
PANK4	ENSG00000157881	v28
HES5	ENSG00000197921	v28
RP3-395M20.12	ENSG00000272449	v28
RP3-395M20.8	ENSG00000238164	v28
TNFRSF14	ENSG00000157873	v28
RP3-395M20.7	ENSG00000225931	v28
RP3-395M20.9	ENSG00000228037	v28
FAM213B	ENSG00000157870	v28
MMEL1	ENSG00000142606	v28
RP13-436F16.1	ENSG00000237058	v28
TTC34	ENSG00000215912	v28
ABC14-1188822O7.1	ENSG00000283259	v28
RP11-740P5.2	ENSG00000233234	v28
RP11-740P5.3	ENSG00000231630	v28
RP5-907A6.1	ENSG00000284745	v28
ACTRT2	ENSG00000169717	v28
RP1-163G9.1	ENSG00000177133	v28
PRDM16	ENSG00000142611	v28
MIR4251	ENSG00000283572	v28
RP1-163G9.2	ENSG00000226286	v28
RP11-193J6.1	ENSG00000279839	v28
RP11-22L13.1	ENSG00000272235	v28
ARHGEF16	ENSG00000130762	v28
RP11-168F9.2	ENSG00000272088	v28
MEGF6	ENSG00000162591	v28
MIR551A	ENSG00000207776	v28
RP11-46F15.2	ENSG00000238260	v28
TPRG1L	ENSG00000158109	v28
WRAP73	ENSG00000116213	v28
TP73	ENSG00000078900	v28
RP5-1092A11.5	ENSG00000227589	v28
RP5-1092A11.2	ENSG00000235131	v28
TP73-AS1	ENSG00000227372	v28
RF02197	ENSG00000276189	v28
CCDC27	ENSG00000162592	v28
SMIM1	ENSG00000235169	v28
LRRC47	ENSG00000130764	v28
RN7SL574P	ENSG00000266075	v28
RP1-286D6.5	ENSG00000272153	v28
CEP104	ENSG00000116198	v28
DFFB	ENSG00000169598	v28
C1orf174	ENSG00000198912	v28
RP13-15E13.1	ENSG00000236423	v28
RP13-614K11.1	ENSG00000233304	v28
RP13-614K11.2	ENSG00000226374	v28
RP11-718D19.1	ENSG00000284668	v28
RP11-718D19.2	ENSG00000284703	v28
RP11-374C13.1	ENSG00000229280	v28
RP5-1166F10.1	ENSG00000235054	v28
RP5-1166F10.2	ENSG00000284694	v28
RP1-37J18.1	ENSG00000227169	v28
RP1-37J18.2	ENSG00000232596	v28
AJAP1	ENSG00000196581	v28
RP4-603B14.2	ENSG00000284739	v28
RP4-603B14.1	ENSG00000284674	v28
RP11-542C10.1	ENSG00000231510	v28
RP4-703E10.1	ENSG00000284616	v28
RP1-58B11.2	ENSG00000284692	v28
RP1-58B11.3	ENSG00000284666	v28
RP1-58B11.1	ENSG00000260972	v28
RP3-491M17.1	ENSG00000283356	v28
RP11-154H17.1	ENSG00000236948	v28
MIR4417	ENSG00000264341	v28
MIR4689	ENSG00000264101	v28
NPHP4	ENSG00000131697	v28
KCNAB2	ENSG00000069424	v28
CHD5	ENSG00000116254	v28
RPL22	ENSG00000116251	v28
RP1-120G22.11	ENSG00000226944	v28
RNF207	ENSG00000158286	v28
ICMT	ENSG00000116237	v28
LINC00337	ENSG00000225077	v28
HES3	ENSG00000173673	v28
GPR153	ENSG00000158292	v28
ACOT7	ENSG00000097021	v28
RP1-202O8.3	ENSG00000271746	v28
HES2	ENSG00000069812	v28
ESPN	ENSG00000187017	v28
MIR4252	ENSG00000265392	v28
RP1-202O8.2	ENSG00000231868	v28
TNFRSF25	ENSG00000215788	v28
PLEKHG5	ENSG00000171680	v28
NOL9	ENSG00000162408	v28
RNU6-731P	ENSG00000253022	v28
RP11-58A11.2	ENSG00000229519	v28
TAS1R1	ENSG00000173662	v28
ZBTB48	ENSG00000204859	v28
KLHL21	ENSG00000162413	v28
PHF13	ENSG00000116273	v28
THAP3	ENSG00000041988	v28
DNAJC11	ENSG00000007923	v28
RP11-242F24.1	ENSG00000228750	v28
RP11-242F24.2	ENSG00000284744	v28
RP11-312B8.1	ENSG00000237436	v28
CAMTA1	ENSG00000171735	v28
RP11-312B8.2	ENSG00000227950	v28
RP11-334N17.1	ENSG00000237365	v28
RNU1-8P	ENSG00000207056	v28
RP3-453P22.1	ENSG00000237402	v28
RP3-453P22.2	ENSG00000237728	v28
RP4-549F15.1	ENSG00000225126	v28
RP11-338N10.1	ENSG00000270171	v28
RP11-338N10.2	ENSG00000270035	v28
RP11-338N10.3	ENSG00000269978	v28
VAMP3	ENSG00000049245	v28
RP3-467L1.6	ENSG00000269925	v28
PER3	ENSG00000049246	v28
RP3-467L1.4	ENSG00000236266	v28
UTS2	ENSG00000049247	v28
TNFRSF9	ENSG00000049249	v28
RP5-892F13.2	ENSG00000270330	v28
PARK7	ENSG00000116288	v28
RF00019	ENSG00000200344	v28
CTA-215D11.6	ENSG00000284747	v28
CTA-215D11.5	ENSG00000284716	v28
ERRFI1	ENSG00000116285	v28
RP11-431K24.1	ENSG00000238290	v28
CTA-215D11.4	ENSG00000232848	v28
RP11-431K24.2	ENSG00000229305	v28
RP11-431K24.3	ENSG00000227634	v28
RNU1-7P	ENSG00000200975	v28
RP11-431K24.4	ENSG00000233645	v28
RNU6-991P	ENSG00000251977	v28
SLC45A1	ENSG00000162426	v28
RF00019	ENSG00000252254	v28
RERE	ENSG00000142599	v28
RP5-1115A15.1	ENSG00000232912	v28
RF00599	ENSG00000221083	v28
RP5-1115A15.2	ENSG00000270282	v28
RP4-633I8.1	ENSG00000234619	v28
RP4-633I8.2	ENSG00000224315	v28
RF00019	ENSG00000222511	v28
RP4-633I8.3	ENSG00000226545	v28
RP4-633I8.4	ENSG00000228423	v28
RP11-185B14.1	ENSG00000229716	v28
ENO1	ENSG00000074800	v28
MIR6728	ENSG00000274258	v28
RP3-477M7.3	ENSG00000230679	v28
RNU6-304P	ENSG00000201725	v28
RP3-477M7.4	ENSG00000238249	v28
RP3-477M7.5	ENSG00000232208	v28
RP3-477M7.6	ENSG00000232663	v28
CA6	ENSG00000131686	v28
RN7SL451P	ENSG00000265141	v28
SLC2A7	ENSG00000197241	v28
SLC2A5	ENSG00000142583	v28
RF00424	ENSG00000252404	v28
GPR157	ENSG00000180758	v28
MIR34AHG	ENSG00000228526	v28
MIR34A	ENSG00000284357	v28
RP3-510D11.2	ENSG00000234546	v28
H6PD	ENSG00000049239	v28
SPSB1	ENSG00000171621	v28
CTD-2510L9.2	ENSG00000284652	v28
CTD-2510L9.1	ENSG00000284693	v28
RNA5SP40	ENSG00000252956	v28
RP13-392I16.1	ENSG00000235263	v28
SLC25A33	ENSG00000171612	v28
RP13-15M17.1	ENSG00000231181	v28
TMEM201	ENSG00000188807	v28
PIK3CD	ENSG00000171608	v28
C1orf200	ENSG00000179840	v28
RP11-558F24.2	ENSG00000233268	v28
RP11-558F24.4	ENSG00000231789	v28
CLSTN1	ENSG00000171603	v28
RP11-558F24.6	ENSG00000271264	v28
RP11-84A14.7	ENSG00000280113	v28
CTNNBIP1	ENSG00000178585	v28
RP11-84A14.5	ENSG00000223989	v28
LZIC	ENSG00000162441	v28
RP11-84A14.4	ENSG00000228150	v28
NMNAT1	ENSG00000173614	v28
RN7SKP269	ENSG00000202415	v28
RP11-84A14.6	ENSG00000283611	v28
MIR5697	ENSG00000265521	v28
RP11-807G9.2	ENSG00000241326	v28
RBP7	ENSG00000162444	v28
UBE4B	ENSG00000130939	v28
RP11-496H15.2	ENSG00000224340	v28
RP11-496H15.3	ENSG00000233623	v28
RNU6-828P	ENSG00000201746	v28
KIF1B	ENSG00000054523	v28
MIR1273D	ENSG00000264881	v28
RNU6-37P	ENSG00000199562	v28
RN7SL731P	ENSG00000264501	v28
RP4-736L20.4	ENSG00000284735	v28
RP4-736L20.5	ENSG00000284642	v28
PGD	ENSG00000142657	v28
RP4-736L20.3	ENSG00000271989	v28
APITD1-CORT	ENSG00000251503	v28
CENPS	ENSG00000175279	v28
CORT	ENSG00000241563	v28
DFFA	ENSG00000160049	v28
RP5-1113E3.3	ENSG00000203469	v28
PEX14	ENSG00000142655	v28
RN7SL614P	ENSG00000243267	v28
CASZ1	ENSG00000130940	v28
RP4-734G22.3	ENSG00000272078	v28
RP11-340B24.3	ENSG00000225158	v28
C1orf127	ENSG00000175262	v28
CFLP6	ENSG00000215785	v28
TARDBP	ENSG00000120948	v28
RP4-635E18.9	ENSG00000277726	v28
MASP2	ENSG00000009724	v28
RP4-635E18.8	ENSG00000271895	v28
SRM	ENSG00000116649	v28
EXOSC10	ENSG00000171824	v28
RP4-635E18.7	ENSG00000226849	v28
RP4-635E18.6	ENSG00000230337	v28
MTOR	ENSG00000198793	v28
RP11-99P18.1	ENSG00000225602	v28
RNU6-537P	ENSG00000253086	v28
ANGPTL7	ENSG00000171819	v28
RNU6-291P	ENSG00000207451	v28
RP4-647M16.1	ENSG00000238173	v28
UBIAD1	ENSG00000120942	v28
RP4-796F18.2	ENSG00000238199	v28
RP4-796F18.3	ENSG00000284646	v28
RP11-149P14.1	ENSG00000224338	v28
DISP3	ENSG00000204624	v28
RP1-69M21.2	ENSG00000235643	v28
RP3-330O12.5	ENSG00000284708	v28
FBXO2	ENSG00000116661	v28
FBXO44	ENSG00000132879	v28
FBXO6	ENSG00000116663	v28
MAD2L2	ENSG00000116670	v28
DRAXIN	ENSG00000162490	v28
AGTRAP	ENSG00000177674	v28
C1orf167	ENSG00000215910	v28
RP11-56N19.5	ENSG00000177553	v28
MTHFR	ENSG00000177000	v28
CLCN6	ENSG00000011021	v28
NPPA-AS1	ENSG00000242349	v28
RF02156	ENSG00000276470	v28
RF02157	ENSG00000278852	v28
NPPA	ENSG00000175206	v28
RF02158	ENSG00000275915	v28
NPPB	ENSG00000120937	v28
RP5-934G17.6	ENSG00000224904	v28
RNU5E-1	ENSG00000199347	v28
RNU5E-4P	ENSG00000201801	v28
KIAA2013	ENSG00000116685	v28
PLOD1	ENSG00000083444	v28
MFN2	ENSG00000116688	v28
RP5-1077B9.5	ENSG00000270914	v28
MIIP	ENSG00000116691	v28
RF00019	ENSG00000202461	v28
MIR6729	ENSG00000276869	v28
RN7SL649P	ENSG00000243539	v28
TNFRSF8	ENSG00000120949	v28
RNU6-777P	ENSG00000201135	v28
RP11-426M1.2	ENSG00000227875	v28
MIR7846	ENSG00000283789	v28
TNFRSF1B	ENSG00000028137	v28
MIR4632	ENSG00000263676	v28
RP5-1118D24.2	ENSG00000225196	v28
RF00156	ENSG00000252969	v28
VPS13D	ENSG00000048707	v28
SNORA59A	ENSG00000239149	v28
RP5-888M10.2	ENSG00000229484	v28
DHRS3	ENSG00000162496	v28
RNU6ATAC18P	ENSG00000221340	v28
MIR6730	ENSG00000276830	v28
RP11-474O21.5	ENSG00000272482	v28
AADACL4	ENSG00000204518	v28
RP11-474O21.2	ENSG00000226166	v28
AADACL3	ENSG00000188984	v28
C1orf158	ENSG00000157330	v28
PRAMEF12	ENSG00000116726	v28
PRAMEF1	ENSG00000116721	v28
RP5-845O24.8	ENSG00000228338	v28
PRAMEF11	ENSG00000239810	v28
RP5-845O24.3	ENSG00000231103	v28
HNRNPCL1	ENSG00000179172	v28
PRAMEF2	ENSG00000120952	v28
PRAMEF4	ENSG00000243073	v28
PRAMEF10	ENSG00000187545	v28
PRAMEF7	ENSG00000204510	v28
RNU6-1072P	ENSG00000207434	v28
RP11-450I1.2	ENSG00000234064	v28
PRAMEF6	ENSG00000232423	v28
CH17-409J4.2	ENSG00000274178	v28
PRAMEF27	ENSG00000274764	v28
HNRNPCL3	ENSG00000277058	v28
PRAMEF25	ENSG00000229571	v28
WI2-2994D6.1	ENSG00000277862	v28
RP13-221M14.4	ENSG00000236179	v28
HNRNPCL2	ENSG00000275774	v28
RP13-221M14.3	ENSG00000229978	v28
RP13-221M14.2	ENSG00000233336	v28
PRAMEF26	ENSG00000280267	v28
HNRNPCL4	ENSG00000179412	v28
PRAMEF9	ENSG00000204505	v28
PRAMEF13	ENSG00000279169	v28
PRAMEF18	ENSG00000279804	v28
RP11-450I1.4	ENSG00000250894	v28
PRAMEF5	ENSG00000270601	v28
RP11-219C24.8	ENSG00000231219	v28
RNU6-771P	ENSG00000207511	v28
PRAMEF8	ENSG00000182330	v28
RP11-219C24.6	ENSG00000237700	v28
PRAMEF15	ENSG00000204501	v28
RP11-219C24.10	ENSG00000228229	v28
PRAMEF14	ENSG00000204481	v28
PRAMEF19	ENSG00000204480	v28
PRAMEF17	ENSG00000204479	v28
PRAMEF20	ENSG00000204478	v28
LRRC38	ENSG00000162494	v28
RP4-597A16.2	ENSG00000259961	v28
RP4-597A16.3	ENSG00000215909	v28
PDPN	ENSG00000162493	v28
RNA5SP41	ENSG00000222952	v28
CTA-520D8.2	ENSG00000237445	v28
RF00564	ENSG00000253085	v28
PRDM2	ENSG00000116731	v28
KAZN	ENSG00000189337	v28
RNU6-1265P	ENSG00000252151	v28
RP11-344F13.1	ENSG00000231606	v28
RP4-704D23.1	ENSG00000234593	v28
RP3-410I8.1	ENSG00000235829	v28
TMEM51-AS1	ENSG00000175147	v28
TMEM51	ENSG00000171729	v28
C1orf195	ENSG00000204464	v28
RP1-21O18.3	ENSG00000215720	v28
RP5-903E17.2	ENSG00000278480	v28
FHAD1	ENSG00000142621	v28
RP3-467K16.2	ENSG00000233485	v28
RP3-467K16.7	ENSG00000236045	v28
RP3-467K16.4	ENSG00000228140	v28
EFHD2	ENSG00000142634	v28
CTRC	ENSG00000162438	v28
CELA2A	ENSG00000142615	v28
CELA2B	ENSG00000215704	v28
CASP9	ENSG00000132906	v28
DNAJC16	ENSG00000116138	v28
SCARNA21B	ENSG00000251866	v28
RP4-680D5.8	ENSG00000272510	v28
AGMAT	ENSG00000116771	v28
RP4-680D5.2	ENSG00000237301	v28
RP4-680D5.3	ENSG00000235084	v28
RNU7-179P	ENSG00000252417	v28
RP4-680D5.4	ENSG00000236500	v28
DDI2	ENSG00000197312	v28
RSC1A1	ENSG00000215695	v28
RP4-680D5.9	ENSG00000271742	v28
PLEKHM2	ENSG00000116786	v28
RP11-288I21.1	ENSG00000237938	v28
SLC25A34	ENSG00000162461	v28
RP11-169K16.4	ENSG00000224459	v28
TMEM82	ENSG00000162460	v28
FBLIM1	ENSG00000162458	v28
RP11-169K16.6	ENSG00000224321	v28
UQCRHL	ENSG00000233954	v28
RP11-169K16.8	ENSG00000178715	v28
RP11-169K16.9	ENSG00000179743	v28
SPEN	ENSG00000065526	v28
RP1-134O19.3	ENSG00000270620	v28
ZBTB17	ENSG00000116809	v28
RP11-5P18.1	ENSG00000234607	v28
RP11-5P18.3	ENSG00000231353	v28
RP11-5P18.11	ENSG00000275503	v28
RP11-5P18.2	ENSG00000224966	v28
C1orf64	ENSG00000183888	v28
RP11-5P18.5	ENSG00000233078	v28
HSPB7	ENSG00000173641	v28
CLCNKA	ENSG00000186510	v28
RP11-5P18.10	ENSG00000232456	v28
CLCNKB	ENSG00000184908	v28
FAM131C	ENSG00000185519	v28
EPHA2	ENSG00000142627	v28
RP11-276H7.2	ENSG00000227959	v28
RP11-276H7.3	ENSG00000224621	v28
RP4-733M16.2	ENSG00000234166	v28
ARHGEF19	ENSG00000142632	v28
ANO7P1	ENSG00000237276	v28
RSG1	ENSG00000132881	v28
MTL1	ENSG00000233929	v28
FBXO42	ENSG00000037637	v28
SZRD1	ENSG00000055070	v28
RP11-430L17.1	ENSG00000226457	v28
SPATA21	ENSG00000187144	v28
NECAP2	ENSG00000157191	v28
RP4-798A10.2	ENSG00000226029	v28
CROCCP3	ENSG00000080947	v28
RNU1-1	ENSG00000206652	v28
RP4-798A10.7	ENSG00000261135	v28
RP4-798A10.4	ENSG00000224174	v28
RP5-875O13.1	ENSG00000233421	v28
RNU1-6P	ENSG00000277344	v28
RP5-875O13.6	ENSG00000225710	v28
NBPF1	ENSG00000219481	v28
RP5-1182A14.5	ENSG00000271732	v28
CROCCP2	ENSG00000215908	v28
RP5-1182A14.8	ENSG00000283773	v28
MST1P2	ENSG00000186301	v28
RP1-163M9.8	ENSG00000282143	v28
RNU1-3	ENSG00000207513	v28
RP5-875O13.7	ENSG00000280114	v28
EIF1AP1	ENSG00000236698	v28
ESPNP	ENSG00000268869	v28
RP1-163M9.7	ENSG00000279151	v28
RP5-1182A14.7	ENSG00000282740	v28
CROCC	ENSG00000058453	v28
RP1-163M9.5	ENSG00000227684	v28
RNU1-4	ENSG00000207389	v28
MST1L	ENSG00000186715	v28
RP11-108M9.1	ENSG00000223643	v28
RP11-108M9.2	ENSG00000230239	v28
MIR3675	ENSG00000263811	v28
RP11-108M9.3	ENSG00000228549	v28
RNU1-5P	ENSG00000277234	v28
RP11-108M9.4	ENSG00000238142	v28
RP11-108M9.5	ENSG00000235241	v28
RNU1-2	ENSG00000207005	v28
RP11-108M9.6	ENSG00000272426	v28
MFAP2	ENSG00000117122	v28
RP1-37C10.3	ENSG00000226526	v28
ATP13A2	ENSG00000159363	v28
SDHB	ENSG00000117118	v28
PADI2	ENSG00000117115	v28
RP11-380J14.1	ENSG00000204362	v28
RP11-380J14.4	ENSG00000282843	v28
PADI1	ENSG00000142623	v28
PADI3	ENSG00000142619	v28
MIR3972	ENSG00000266634	v28
PADI4	ENSG00000159339	v28
PADI6	ENSG00000276747	v28
RP1-20B21.4	ENSG00000227751	v28
RCC2	ENSG00000179051	v28
ARHGEF10L	ENSG00000074964	v28
RP11-473A10.2	ENSG00000236648	v28
ACTL8	ENSG00000117148	v28
RP11-658E23.1	ENSG00000284653	v28
RP11-174G17.2	ENSG00000261781	v28
IGSF21	ENSG00000117154	v28
RP11-174G17.3	ENSG00000280222	v28
RP11-174G17	ENSG00000230035	v28
RP11-422P22.1	ENSG00000225387	v28
KLHDC7A	ENSG00000179023	v28
RP1-8B22.1	ENSG00000235282	v28
RP1-8B22.2	ENSG00000225478	v28
PAX7	ENSG00000009709	v28
TAS1R2	ENSG00000179002	v28
RP13-279N23.2	ENSG00000255275	v28
ALDH4A1	ENSG00000159423	v28
MIR4695	ENSG00000265606	v28
MIR1290	ENSG00000221662	v28
IFFO2	ENSG00000169991	v28
RP5-1126H10.2	ENSG00000272084	v28
UBR4	ENSG00000127481	v28
RP1-43E13.2	ENSG00000230424	v28
EMC1	ENSG00000127463	v28
MRTO4	ENSG00000053372	v28
AKR7L	ENSG00000211454	v28
AKR7A3	ENSG00000162482	v28
RP4-657E11.10	ENSG00000270728	v28
AKR7A2	ENSG00000053371	v28
RNU6-1099P	ENSG00000200403	v28
PQLC2	ENSG00000040487	v28
CAPZB	ENSG00000077549	v28
RN7SL277P	ENSG00000240490	v28
RNU4-28P	ENSG00000201609	v28
RP5-1056L3.1	ENSG00000235185	v28
MINOS1	ENSG00000173436	v28
NBL1	ENSG00000158747	v28
MINOS1-NBL1	ENSG00000270136	v28
RP5-1056L3.3	ENSG00000226396	v28
HTR6	ENSG00000158748	v28
TMCO4	ENSG00000162542	v28
RNF186	ENSG00000178828	v28
RP11-91K11.2	ENSG00000235434	v28
OTUD3	ENSG00000169914	v28
PLA2G2E	ENSG00000188784	v28
RN7SL304P	ENSG00000242688	v28
PLA2G2A	ENSG00000188257	v28
PLA2G5	ENSG00000127472	v28
PLA2G2D	ENSG00000117215	v28
PLA2G2F	ENSG00000158786	v28
RP3-340N1.2	ENSG00000227066	v28
PLA2G2C	ENSG00000187980	v28
RP3-340N1.5	ENSG00000225986	v28
UBXN10	ENSG00000162543	v28
RP3-340N1.6	ENSG00000228105	v28
RP3-340N1.7	ENSG00000284710	v28
VWA5B1	ENSG00000158816	v28
RP4-745E8.2	ENSG00000226664	v28
RP4-749H3.1	ENSG00000236963	v28
RP4-749H3.2	ENSG00000226487	v28
RP4-749H3.4	ENSG00000284641	v28
RP4-749H3.3	ENSG00000284743	v28
CAMK2N1	ENSG00000162545	v28
MUL1	ENSG00000090432	v28
RP11-401M16.3	ENSG00000215520	v28
FAM43B	ENSG00000183114	v28
CDA	ENSG00000158825	v28
PINK1	ENSG00000158828	v28
MIR6084	ENSG00000284005	v28
RP11-401M16.7	ENSG00000117242	v28
DDOST	ENSG00000244038	v28
KIF17	ENSG00000117245	v28
RP5-930J4.5	ENSG00000235432	v28
SH2D5	ENSG00000189410	v28
RP5-930J4.2	ENSG00000233069	v28
HP1BP3	ENSG00000127483	v28
EIF4G3	ENSG00000075151	v28
RNU7-200P	ENSG00000251914	v28
MIR1256	ENSG00000221808	v28
RP11-487E1.1	ENSG00000233072	v28
RP11-487E1.2	ENSG00000236073	v28
RP11-628K18.1	ENSG00000235112	v28
ECE1	ENSG00000117298	v28
RP3-329E20.2	ENSG00000236936	v28
RP5-1071N3.1	ENSG00000231105	v28
RP11-560O15.1	ENSG00000236216	v28
RP11-293F5.8	ENSG00000228823	v28
RP11-293F5.1	ENSG00000236009	v28
RP11-293F5.2	ENSG00000227001	v28
HS6ST1P	ENSG00000187952	v28
RP11-293F5.4	ENSG00000186543	v28
NBPF3	ENSG00000142794	v28
RP11-293F5.6	ENSG00000176378	v28
ALPL	ENSG00000162551	v28
RP11-63N8.3	ENSG00000233431	v28
RAP1GAP	ENSG00000076864	v28
USP48	ENSG00000090686	v28
RP11-132G19.3	ENSG00000231978	v28
LDLRAD2	ENSG00000187942	v28
HSPG2	ENSG00000142798	v28
RP11-26H16.1	ENSG00000232037	v28
RP11-26H16.4	ENSG00000283234	v28
CELA3B	ENSG00000219073	v28
RN7SL386P	ENSG00000273610	v28
RNU6-1022P	ENSG00000201919	v28
CELA3A	ENSG00000142789	v28
RN7SL186P	ENSG00000278124	v28
RNU6-776P	ENSG00000201273	v28
RP1-224A6.3	ENSG00000228397	v28
RP1-224A6.4	ENSG00000218510	v28
CDC42	ENSG00000070831	v28
RP1-224A6.6	ENSG00000230068	v28
