gene_symbol	ensembl	version
RNF150	ENSG00000170153	v39
ZNF330	ENSG00000109445	v39
ENSG00000248747	ENSG00000248747	v39
LINC02432	ENSG00000248810	v39
ENSG00000250189	ENSG00000250189	v39
ENSG00000272632	ENSG00000272632	v39
LINC02276	ENSG00000250141	v39
IL15	ENSG00000164136	v39
INPP4B	ENSG00000109452	v39
RPL5P13	ENSG00000242134	v39
LSM3P4	ENSG00000250835	v39
ENSG00000251248	ENSG00000251248	v39
ENSG00000249806	ENSG00000249806	v39
USP38-DT	ENSG00000250326	v39
ENSG00000251300	ENSG00000251300	v39
USP38	ENSG00000170185	v39
ENSG00000250969	ENSG00000250969	v39
Y_RNA	ENSG00000200049	v39
GAB1	ENSG00000109458	v39
MIR3139	ENSG00000265623	v39
ENSG00000228981	ENSG00000228981	v39
ENSG00000286771	ENSG00000286771	v39
RPSAP36	ENSG00000243175	v39
ENSG00000250540	ENSG00000250540	v39
SMARCA5-AS1	ENSG00000245112	v39
SMARCA5	ENSG00000153147	v39
ENSG00000248924	ENSG00000248924	v39
ENSG00000251600	ENSG00000251600	v39
GUSBP5	ENSG00000236296	v39
FREM3	ENSG00000183090	v39
ENSG00000250345	ENSG00000250345	v39
GYPE	ENSG00000197465	v39
ENSG00000249741	ENSG00000249741	v39
GYPB	ENSG00000250361	v39
ENSG00000286055	ENSG00000286055	v39
GYPA	ENSG00000170180	v39
ENSG00000285783	ENSG00000285783	v39
ENSG00000285713	ENSG00000285713	v39
ENSG00000261129	ENSG00000261129	v39
KRT18P51	ENSG00000250504	v39
HHIP-AS1	ENSG00000248890	v39
HHIP	ENSG00000164161	v39
ENSG00000289314	ENSG00000289314	v39
ENSG00000273621	ENSG00000273621	v39
ANAPC10	ENSG00000164162	v39
HSPD1P5	ENSG00000249193	v39
ENSG00000250406	ENSG00000250406	v39
ENSG00000251452	ENSG00000251452	v39
RN7SKP235	ENSG00000222594	v39
ABCE1	ENSG00000164163	v39
OTUD4	ENSG00000164164	v39
Y_RNA	ENSG00000238713	v39
RPS23P4	ENSG00000240992	v39
LINC02266	ENSG00000272727	v39
RTN3P1	ENSG00000251333	v39
ENSG00000278943	ENSG00000278943	v39
ENSG00000286420	ENSG00000286420	v39
NMNAT1P4	ENSG00000248745	v39
SMAD1	ENSG00000170365	v39
SMAD1-AS2	ENSG00000250582	v39
SMAD1-AS1	ENSG00000250902	v39
MMAA	ENSG00000151611	v39
NCOA4P3	ENSG00000249245	v39
ENSG00000248356	ENSG00000248356	v39
C4orf51	ENSG00000237136	v39
ZNF827	ENSG00000151612	v39
ENSG00000279481	ENSG00000279481	v39
ENSG00000251687	ENSG00000251687	v39
Y_RNA	ENSG00000201314	v39
ENSG00000260303	ENSG00000260303	v39
LINC01095	ENSG00000248809	v39
LSM6	ENSG00000164167	v39
ENSG00000279845	ENSG00000279845	v39
REELD1	ENSG00000250673	v39
ENSG00000251010	ENSG00000251010	v39
SLC10A7	ENSG00000120519	v39
MIR7849	ENSG00000278438	v39
ENSG00000288998	ENSG00000288998	v39
RNU1-44P	ENSG00000207182	v39
POU4F2	ENSG00000151615	v39
TTC29	ENSG00000137473	v39
ENSG00000248764	ENSG00000248764	v39
ENSG00000248346	ENSG00000248346	v39
ENSG00000260090	ENSG00000260090	v39
ENSG00000279376	ENSG00000279376	v39
ENSG00000286371	ENSG00000286371	v39
MIR548G	ENSG00000221369	v39
ENSG00000241281	ENSG00000241281	v39
PRMT5P1	ENSG00000249004	v39
EDNRA	ENSG00000151617	v39
ENSG00000280219	ENSG00000280219	v39
GTF2F2P1	ENSG00000251254	v39
LINC02507	ENSG00000251688	v39
TMEM184C-DT	ENSG00000251298	v39
TMEM184C	ENSG00000164168	v39
PRMT9	ENSG00000164169	v39
ARHGAP10	ENSG00000071205	v39
RNA5SP165	ENSG00000252951	v39
MIR4799	ENSG00000264274	v39
RN7SL254P	ENSG00000240014	v39
ENSG00000270387	ENSG00000270387	v39
NR3C2	ENSG00000151623	v39
ENSG00000250354	ENSG00000250354	v39
ENSG00000287292	ENSG00000287292	v39
ASS1P8	ENSG00000251418	v39
RNA5SP166	ENSG00000201846	v39
ENSG00000250357	ENSG00000250357	v39
ATP5MGP4	ENSG00000225176	v39
ENSG00000279016	ENSG00000279016	v39
ENSG00000249317	ENSG00000249317	v39
RNU7-197P	ENSG00000239168	v39
ENSG00000249752	ENSG00000249752	v39
LINC02430	ENSG00000250252	v39
LINC02355	ENSG00000248210	v39
IQCM	ENSG00000234828	v39
ENSG00000287565	ENSG00000287565	v39
ENSG00000250905	ENSG00000250905	v39
AKIRIN2P1	ENSG00000251482	v39
RNA5SP167	ENSG00000202331	v39
RNU6-1230P	ENSG00000207121	v39
ENSG00000250704	ENSG00000250704	v39
ENSG00000286711	ENSG00000286711	v39
DCLK2	ENSG00000170390	v39
RNU7-194P	ENSG00000238721	v39
LRBA	ENSG00000198589	v39
ENSG00000248521	ENSG00000248521	v39
ENSG00000249690	ENSG00000249690	v39
MAB21L2	ENSG00000181541	v39
ZBTB8OSP1	ENSG00000183432	v39
RNA5SP168	ENSG00000252451	v39
AK4P6	ENSG00000235606	v39
RPS3A	ENSG00000145425	v39
SNORD73B	ENSG00000201264	v39
SH3D19	ENSG00000109686	v39
SNORD73A	ENSG00000208797	v39
ENSG00000270681	ENSG00000270681	v39
ENSG00000249012	ENSG00000249012	v39
PRSS48	ENSG00000189099	v39
ENSG00000250350	ENSG00000250350	v39
RNU6-1282P	ENSG00000252544	v39
ENSG00000270265	ENSG00000270265	v39
FHIP1A-DT	ENSG00000251611	v39
FHIP1A	ENSG00000164142	v39
RN7SKP35	ENSG00000253019	v39
GATB	ENSG00000059691	v39
ENSG00000251455	ENSG00000251455	v39
ENSG00000249184	ENSG00000249184	v39
ENSG00000286761	ENSG00000286761	v39
ENSG00000249708	ENSG00000249708	v39
ENSG00000249818	ENSG00000249818	v39
ENSG00000248991	ENSG00000248991	v39
ENSG00000286066	ENSG00000286066	v39
ENSG00000251249	ENSG00000251249	v39
RNA5SP169	ENSG00000253077	v39
ENSG00000286720	ENSG00000286720	v39
LINC02273	ENSG00000245954	v39
ENSG00000287504	ENSG00000287504	v39
ENSG00000250706	ENSG00000250706	v39
ENSG00000251377	ENSG00000251377	v39
RN7SL446P	ENSG00000244544	v39
ENSG00000270302	ENSG00000270302	v39
ENSG00000270883	ENSG00000270883	v39
FBXW7	ENSG00000109670	v39
FBXW7-AS1	ENSG00000270751	v39
ENSG00000287555	ENSG00000287555	v39
MIR3140	ENSG00000264678	v39
MIR4453HG	ENSG00000268471	v39
MIR4453	ENSG00000283792	v39
RPS3AP18	ENSG00000243417	v39
ENSG00000240669	ENSG00000240669	v39
TMEM154	ENSG00000170006	v39
ENSG00000248571	ENSG00000248571	v39
TIGD4	ENSG00000169989	v39
ARFIP1	ENSG00000164144	v39
NSA2P6	ENSG00000250980	v39
FAM192BP	ENSG00000231841	v39
ENSG00000287642	ENSG00000287642	v39
FHDC1	ENSG00000137460	v39
ENSG00000249022	ENSG00000249022	v39
TRIM2	ENSG00000109654	v39
ENSG00000288637	ENSG00000288637	v39
RNU6-1196P	ENSG00000252030	v39
Y_RNA	ENSG00000201786	v39
ANXA2P1	ENSG00000213406	v39
MND1	ENSG00000121211	v39
RN7SL419P	ENSG00000243883	v39
TMEM131L	ENSG00000121210	v39
ENSG00000287216	ENSG00000287216	v39
ENSG00000250771	ENSG00000250771	v39
WDR45P1	ENSG00000248208	v39
TLR2	ENSG00000137462	v39
RNF175	ENSG00000145428	v39
ENSG00000249309	ENSG00000249309	v39
SFRP2	ENSG00000145423	v39
ENSG00000280241	ENSG00000280241	v39
DCHS2	ENSG00000197410	v39
ENSG00000278981	ENSG00000278981	v39
ENSG00000280005	ENSG00000280005	v39
ENSG00000249200	ENSG00000249200	v39
ENSG00000250609	ENSG00000250609	v39
PLRG1	ENSG00000171566	v39
RNU6-1285P	ENSG00000200350	v39
ENSG00000248611	ENSG00000248611	v39
FGB	ENSG00000171564	v39
FGA	ENSG00000171560	v39
FGG	ENSG00000171557	v39
ENSG00000287770	ENSG00000287770	v39
LRAT	ENSG00000121207	v39
NDUFB2P1	ENSG00000249074	v39
ENSG00000249041	ENSG00000249041	v39
ENSG00000249692	ENSG00000249692	v39
RBM46	ENSG00000151962	v39
RNU2-66P	ENSG00000222582	v39
RNU2-44P	ENSG00000252604	v39
ENSG00000250910	ENSG00000250910	v39
NPY2R-AS1	ENSG00000250538	v39
NPY2R	ENSG00000185149	v39
ENSG00000249924	ENSG00000249924	v39
MAP9	ENSG00000164114	v39
YWHAEP4	ENSG00000250205	v39
ENSG00000250398	ENSG00000250398	v39
ENSG00000271606	ENSG00000271606	v39
ENSG00000287730	ENSG00000287730	v39
MTCYBP17	ENSG00000249247	v39
MTND6P17	ENSG00000249770	v39
MTND5P9	ENSG00000248748	v39
MTND4P8	ENSG00000248548	v39
MTND3P3	ENSG00000249127	v39
MTCO3P9	ENSG00000249698	v39
MTATP6P9	ENSG00000248420	v39
MTCO2P9	ENSG00000249386	v39
MTCO1P9	ENSG00000251223	v39
MTND2P33	ENSG00000248907	v39
MTND1P22	ENSG00000251407	v39
ENSG00000251244	ENSG00000251244	v39
GUCY1A1	ENSG00000164116	v39
ENSG00000260244	ENSG00000260244	v39
GUCY1B1	ENSG00000061918	v39
ASIC5	ENSG00000256394	v39
TDO2	ENSG00000151790	v39
CTSO	ENSG00000256043	v39
ENSG00000289320	ENSG00000289320	v39
FTH1P21	ENSG00000249013	v39
ENSG00000251511	ENSG00000251511	v39
LINC02272	ENSG00000251283	v39
ENSG00000249479	ENSG00000249479	v39
ENSG00000248912	ENSG00000248912	v39
PDGFC	ENSG00000145431	v39
ENSG00000248629	ENSG00000248629	v39
ENSG00000280284	ENSG00000280284	v39
ENSG00000278880	ENSG00000278880	v39
ENSG00000250622	ENSG00000250622	v39
RPPH1-3P	ENSG00000252350	v39
Y_RNA	ENSG00000252524	v39
GLRB	ENSG00000109738	v39
RNU6-582P	ENSG00000199859	v39
GRIA2	ENSG00000120251	v39
ENSG00000249819	ENSG00000249819	v39
ENSG00000286133	ENSG00000286133	v39
LINC02433	ENSG00000234111	v39
ENSG00000249275	ENSG00000249275	v39
Y_RNA	ENSG00000200521	v39
ENSG00000249627	ENSG00000249627	v39
ENSG00000279703	ENSG00000279703	v39
ENSG00000286862	ENSG00000286862	v39
ENSG00000287226	ENSG00000287226	v39
ENSG00000279994	ENSG00000279994	v39
ENSG00000250475	ENSG00000250475	v39
ENSG00000279139	ENSG00000279139	v39
ENSG00000280140	ENSG00000280140	v39
GASK1B	ENSG00000164125	v39
GASK1B-AS1	ENSG00000248429	v39
ENSG00000287822	ENSG00000287822	v39
NUDT19P5	ENSG00000251073	v39
ENSG00000250604	ENSG00000250604	v39
TMEM144	ENSG00000164124	v39
ENSG00000286558	ENSG00000286558	v39
AIDAP2	ENSG00000251429	v39
RXFP1	ENSG00000171509	v39
RNU4-79P	ENSG00000199634	v39
ENSG00000248387	ENSG00000248387	v39
ENSG00000249901	ENSG00000249901	v39
C4orf46	ENSG00000205208	v39
ETFDH	ENSG00000171503	v39
U3	ENSG00000271817	v39
PPID	ENSG00000171497	v39
FNIP2	ENSG00000052795	v39
RNU6-128P	ENSG00000206703	v39
C4orf45	ENSG00000164123	v39
SNORD39	ENSG00000274535	v39
PSME2P3	ENSG00000248988	v39
FABP5P12	ENSG00000249367	v39
Y_RNA	ENSG00000206978	v39
RAPGEF2	ENSG00000109756	v39
MIR3688-1	ENSG00000264105	v39
MIR3688-2	ENSG00000283379	v39
ENSG00000248552	ENSG00000248552	v39
ENSG00000250180	ENSG00000250180	v39
LINC02233	ENSG00000250488	v39
ENSG00000250997	ENSG00000250997	v39
LINC02477	ENSG00000249425	v39
RPS14P7	ENSG00000242635	v39
ENSG00000249568	ENSG00000249568	v39
FSTL5	ENSG00000168843	v39
ENSG00000249419	ENSG00000249419	v39
MTHFD2P4	ENSG00000251253	v39
TOMM22P4	ENSG00000248396	v39
ENSG00000248431	ENSG00000248431	v39
ENSG00000287072	ENSG00000287072	v39
ENSG00000251123	ENSG00000251123	v39
MIR4454	ENSG00000283468	v39
ENSG00000250027	ENSG00000250027	v39
NAF1	ENSG00000145414	v39
ENSG00000250547	ENSG00000250547	v39
NPY1R	ENSG00000164128	v39
NPY5R	ENSG00000164129	v39
RPL35AP12	ENSG00000227283	v39
TKTL2	ENSG00000151005	v39
TMA16	ENSG00000198498	v39
MARCHF1	ENSG00000145416	v39
ENSG00000273449	ENSG00000273449	v39
RN7SKP105	ENSG00000253001	v39
YWHAQP4	ENSG00000177803	v39
ENSG00000250746	ENSG00000250746	v39
ANP32C	ENSG00000248546	v39
ENSG00000251162	ENSG00000251162	v39
RNU6-284P	ENSG00000223037	v39
CHORDC1P3	ENSG00000248162	v39
SMIM31	ENSG00000248771	v39
RNU6-668P	ENSG00000201050	v39
APELA	ENSG00000248329	v39
TRIM60P14	ENSG00000250227	v39
ENSG00000244146	ENSG00000244146	v39
ENSG00000285563	ENSG00000285563	v39
FAM218BP	ENSG00000221891	v39
ENSG00000270960	ENSG00000270960	v39
ENSG00000248645	ENSG00000248645	v39
NACA3P	ENSG00000121089	v39
ENSG00000236941	ENSG00000236941	v39
TRIM61	ENSG00000183439	v39
FAM218A	ENSG00000250486	v39
ENSG00000248229	ENSG00000248229	v39
ENSG00000250887	ENSG00000250887	v39
ENSG00000250712	ENSG00000250712	v39
ENSG00000240674	ENSG00000240674	v39
TRIM60	ENSG00000176979	v39
ENSG00000276623	ENSG00000276623	v39
ENSG00000250430	ENSG00000250430	v39
ENSG00000249617	ENSG00000249617	v39
TRIM75P	ENSG00000250374	v39
TMEM192	ENSG00000170088	v39
KLHL2	ENSG00000109466	v39
RNU4-87P	ENSG00000200974	v39
GK3P	ENSG00000229894	v39
MSMO1	ENSG00000052802	v39
CPE	ENSG00000109472	v39
MIR578	ENSG00000207559	v39
HADHAP1	ENSG00000251596	v39
SCGB1D5P	ENSG00000248287	v39
NOL8P1	ENSG00000248327	v39
ENSG00000287424	ENSG00000287424	v39
ENSG00000250725	ENSG00000250725	v39
LINC01179	ENSG00000249500	v39
TLL1	ENSG00000038295	v39
RNA5SP170	ENSG00000252959	v39
Y_RNA	ENSG00000206711	v39
ENSG00000249675	ENSG00000249675	v39
SPOCK3	ENSG00000196104	v39
RNA5SP171	ENSG00000212373	v39
ENSG00000250150	ENSG00000250150	v39
RN7SL776P	ENSG00000240772	v39
PHBP14	ENSG00000248913	v39
RN7SKP188	ENSG00000222721	v39
ENSG00000270336	ENSG00000270336	v39
ENSG00000248601	ENSG00000248601	v39
ANXA10	ENSG00000109511	v39
ENSG00000287188	ENSG00000287188	v39
DDX60	ENSG00000137628	v39
DDX60L	ENSG00000181381	v39
ENSG00000207171	ENSG00000207171	v39
PALLD	ENSG00000129116	v39
BTF3L4P4	ENSG00000229226	v39
PALLD-AS1	ENSG00000249623	v39
RNU6-1336P	ENSG00000206613	v39
RPL9P16	ENSG00000214676	v39
ENSG00000249609	ENSG00000249609	v39
ENSG00000279384	ENSG00000279384	v39
CBR4	ENSG00000145439	v39
RNU6-853P	ENSG00000201176	v39
RNY4P17	ENSG00000201818	v39
CBR4-DT	ENSG00000251445	v39
SH3RF1	ENSG00000154447	v39
RPL6P12	ENSG00000214671	v39
ENSG00000251171	ENSG00000251171	v39
ENSG00000289249	ENSG00000289249	v39
NEK1	ENSG00000137601	v39
ENSG00000286302	ENSG00000286302	v39
CLCN3	ENSG00000109572	v39
HPF1	ENSG00000056050	v39
PTGES3P3	ENSG00000229204	v39
ENSG00000248625	ENSG00000248625	v39
ENSG00000287660	ENSG00000287660	v39
ENSG00000288003	ENSG00000288003	v39
LINC02275	ENSG00000248319	v39
ENSG00000287298	ENSG00000287298	v39
ENSG00000289508	ENSG00000289508	v39
ENSG00000251200	ENSG00000251200	v39
ENSG00000249955	ENSG00000249955	v39
MFAP3L	ENSG00000198948	v39
AADAT	ENSG00000109576	v39
APOBEC3AP1	ENSG00000248822	v39
ENSG00000248739	ENSG00000248739	v39
LINC01612	ENSG00000250266	v39
LINC02512	ENSG00000251061	v39
ENSG00000250082	ENSG00000250082	v39
HSP90AA6P	ENSG00000181359	v39
LINC02382	ENSG00000250968	v39
ENSG00000249943	ENSG00000249943	v39
RNU6ATAC13P	ENSG00000251961	v39
ENSG00000286580	ENSG00000286580	v39
LINC02431	ENSG00000248872	v39
ENSG00000249525	ENSG00000249525	v39
ENSG00000248755	ENSG00000248755	v39
MIR6082	ENSG00000278502	v39
LINC02504	ENSG00000248339	v39
ENSG00000287210	ENSG00000287210	v39
LINC02174	ENSG00000249297	v39
ENSG00000251176	ENSG00000251176	v39
GALNTL6	ENSG00000174473	v39
ENSG00000248637	ENSG00000248637	v39
ENSG00000245213	ENSG00000245213	v39
RN7SL253P	ENSG00000241652	v39
GALNT7	ENSG00000109586	v39
MIR548T	ENSG00000221296	v39
ENSG00000248774	ENSG00000248774	v39
HMGB2	ENSG00000164104	v39
ENSG00000288728	ENSG00000288728	v39
SAP30-DT	ENSG00000272870	v39
SAP30	ENSG00000164105	v39
SCRG1	ENSG00000164106	v39
ENSG00000288025	ENSG00000288025	v39
RPL5P11	ENSG00000242882	v39
ENSG00000286226	ENSG00000286226	v39
RNU6-1096P	ENSG00000252898	v39
ENSG00000261646	ENSG00000261646	v39
ENSG00000286039	ENSG00000286039	v39
ENSG00000288776	ENSG00000288776	v39
HAND2	ENSG00000164107	v39
HAND2-AS1	ENSG00000237125	v39
MORF4	ENSG00000234801	v39
RANP6	ENSG00000213370	v39
LINC02269	ENSG00000250708	v39
ENSG00000250043	ENSG00000250043	v39
ENSG00000251216	ENSG00000251216	v39
LINC02268	ENSG00000248174	v39
ENSG00000250957	ENSG00000250957	v39
ENSG00000251213	ENSG00000251213	v39
ENSG00000289179	ENSG00000289179	v39
ENSG00000289210	ENSG00000289210	v39
FBXO8	ENSG00000164117	v39
CEP44	ENSG00000164118	v39
ENSG00000249875	ENSG00000249875	v39
MIR4276	ENSG00000265846	v39
HPGD	ENSG00000164120	v39
ENSG00000251584	ENSG00000251584	v39
ENSG00000250596	ENSG00000250596	v39
GLRA3	ENSG00000145451	v39
ADAM29	ENSG00000168594	v39
ENSG00000250200	ENSG00000250200	v39
ENSG00000250431	ENSG00000250431	v39
ENSG00000249411	ENSG00000249411	v39
ENSG00000286494	ENSG00000286494	v39
ENSG00000249284	ENSG00000249284	v39
ENSG00000248551	ENSG00000248551	v39
ENSG00000249945	ENSG00000249945	v39
TSEN2P1	ENSG00000251174	v39
ADAM20P2	ENSG00000248574	v39
ENSG00000289392	ENSG00000289392	v39
GPM6A	ENSG00000150625	v39
GPM6A-DT	ENSG00000249106	v39
ENSG00000248249	ENSG00000248249	v39
MARK2P4	ENSG00000250372	v39
WDR17	ENSG00000150627	v39
ENSG00000201516	ENSG00000201516	v39
SPATA4	ENSG00000150628	v39
ASB5	ENSG00000164122	v39
SPCS3-AS1	ENSG00000248980	v39
ENSG00000289149	ENSG00000289149	v39
SPCS3	ENSG00000129128	v39
ENSG00000289520	ENSG00000289520	v39
ENSG00000248480	ENSG00000248480	v39
ENSG00000248388	ENSG00000248388	v39
VEGFC	ENSG00000150630	v39
ENSG00000287544	ENSG00000287544	v39
ENSG00000249458	ENSG00000249458	v39
LINC02509	ENSG00000250263	v39
RN7SKP136	ENSG00000222859	v39
ENSG00000249008	ENSG00000249008	v39
NEIL3	ENSG00000109674	v39
ENSG00000249084	ENSG00000249084	v39
AGA	ENSG00000038002	v39
AGA-DT	ENSG00000250131	v39
RNA5SP172	ENSG00000201931	v39
ENSG00000251416	ENSG00000251416	v39
LINC01098	ENSG00000231171	v39
LINC01099	ENSG00000251504	v39
RNU1-45P	ENSG00000253000	v39
ENSG00000241877	ENSG00000241877	v39
RNA5SP173	ENSG00000201727	v39
ENSG00000212191	ENSG00000212191	v39
ENSG00000250839	ENSG00000250839	v39
ENSG00000250993	ENSG00000250993	v39
ENSG00000248921	ENSG00000248921	v39
ENSG00000287083	ENSG00000287083	v39
ENSG00000287775	ENSG00000287775	v39
NDUFB5P1	ENSG00000251025	v39
ENSG00000249883	ENSG00000249883	v39
LINC00290	ENSG00000248197	v39
ENSG00000248770	ENSG00000248770	v39
LINC02500	ENSG00000249460	v39
ENSG00000225356	ENSG00000225356	v39
ENSG00000286860	ENSG00000286860	v39
ENSG00000287948	ENSG00000287948	v39
TEMN3-AS1	ENSG00000251336	v39
RN7SKP13	ENSG00000251742	v39
TENM3-AS1	ENSG00000177822	v39
CCNHP1	ENSG00000251433	v39
TENM3	ENSG00000218336	v39
ENSG00000248266	ENSG00000248266	v39
MIR1305	ENSG00000221227	v39
RNU2-34P	ENSG00000252343	v39
RN7SKP67	ENSG00000251714	v39
ENSG00000248816	ENSG00000248816	v39
ENSG00000248694	ENSG00000248694	v39
ENSG00000286119	ENSG00000286119	v39
ENSG00000272646	ENSG00000272646	v39
DCTD	ENSG00000129187	v39
ENSG00000286821	ENSG00000286821	v39
ENSG00000250636	ENSG00000250636	v39
CIBAR1P2	ENSG00000230219	v39
ENSG00000273180	ENSG00000273180	v39
ENSG00000272784	ENSG00000272784	v39
WWC2-AS2	ENSG00000251359	v39
WWC2	ENSG00000151718	v39
WWC2-AS1	ENSG00000251128	v39
CLDN22	ENSG00000177300	v39
CLDN24	ENSG00000185758	v39
ENSG00000250292	ENSG00000250292	v39
ENSG00000248376	ENSG00000248376	v39
CDKN2AIP	ENSG00000168564	v39
VTI1BP2	ENSG00000213434	v39
ENSG00000232648	ENSG00000232648	v39
ING2	ENSG00000168556	v39
ENSG00000272744	ENSG00000272744	v39
RWDD4	ENSG00000182552	v39
RNU6-479P	ENSG00000252157	v39
TRAPPC11	ENSG00000168538	v39
RNU6-335P	ENSG00000201433	v39
RNU6-1053P	ENSG00000251739	v39
ENSG00000287349	ENSG00000287349	v39
ENSG00000283383	ENSG00000283383	v39
STOX2	ENSG00000173320	v39
ENSG00000248206	ENSG00000248206	v39
ENSG00000283355	ENSG00000283355	v39
ENSG00000250726	ENSG00000250726	v39
ENPP6	ENSG00000164303	v39
ENSG00000287433	ENSG00000287433	v39
ENSG00000240159	ENSG00000240159	v39
RN7SL28P	ENSG00000244512	v39
MYL12BP2	ENSG00000227765	v39
LINC02363	ENSG00000180712	v39
LINC02362	ENSG00000249096	v39
IRF2	ENSG00000168310	v39
SNORD79	ENSG00000251878	v39
ENSG00000270426	ENSG00000270426	v39
IRF2-DT	ENSG00000271646	v39
ENSG00000286292	ENSG00000286292	v39
LINC02427	ENSG00000271538	v39
ENSG00000249056	ENSG00000249056	v39
LINC02365	ENSG00000254233	v39
CASP3	ENSG00000164305	v39
PRIMPOL	ENSG00000164306	v39
CENPU	ENSG00000151725	v39
ACSL1	ENSG00000151726	v39
SLED1	ENSG00000249138	v39
ENSG00000251139	ENSG00000251139	v39
ENSG00000286256	ENSG00000286256	v39
MIR3945HG	ENSG00000251230	v39
MIR3945	ENSG00000266698	v39
ENSG00000289139	ENSG00000289139	v39
LINC01093	ENSG00000249173	v39
ENSG00000289197	ENSG00000289197	v39
ENSG00000251147	ENSG00000251147	v39
MIR4455	ENSG00000263458	v39
ENSG00000279460	ENSG00000279460	v39
LINC02437	ENSG00000248517	v39
HELT	ENSG00000187821	v39
LINC02436	ENSG00000250754	v39
ENSG00000249520	ENSG00000249520	v39
ENSG00000287183	ENSG00000287183	v39
SLC25A4	ENSG00000151729	v39
CFAP97	ENSG00000164323	v39
SNX25	ENSG00000109762	v39
LRP2BP	ENSG00000109771	v39
ENSG00000250410	ENSG00000250410	v39
ANKRD37	ENSG00000186352	v39
UFSP2	ENSG00000109775	v39
Y_RNA	ENSG00000207231	v39
C4orf47	ENSG00000205129	v39
CCDC110	ENSG00000168491	v39
ENSG00000249679	ENSG00000249679	v39
PDLIM3	ENSG00000154553	v39
SORBS2	ENSG00000154556	v39
ENSG00000233110	ENSG00000233110	v39
ENSG00000235902	ENSG00000235902	v39
Y_RNA	ENSG00000207497	v39
ENSG00000285745	ENSG00000285745	v39
ENSG00000235149	ENSG00000235149	v39
RNU4-64P	ENSG00000222727	v39
TLR3	ENSG00000164342	v39
FAM149A	ENSG00000109794	v39
ENSG00000253013	ENSG00000253013	v39
RPSAP70	ENSG00000250327	v39
LTO1P1	ENSG00000251008	v39
FLJ38576	ENSG00000279943	v39
CYP4V2	ENSG00000145476	v39
KLKB1	ENSG00000164344	v39
F11	ENSG00000088926	v39
F11-AS1	ENSG00000251165	v39
ENSG00000287667	ENSG00000287667	v39
SLC25A5P6	ENSG00000213332	v39
ENSG00000272297	ENSG00000272297	v39
RNU6-1055P	ENSG00000212387	v39
MTNR1A	ENSG00000168412	v39
FAT1	ENSG00000083857	v39
ENSG00000287169	ENSG00000287169	v39
ENSG00000250829	ENSG00000250829	v39
ENSG00000272218	ENSG00000272218	v39
MRPS36P2	ENSG00000249539	v39
ENSG00000249742	ENSG00000249742	v39
ENSG00000250971	ENSG00000250971	v39
ENSG00000287571	ENSG00000287571	v39
LINC02374	ENSG00000249747	v39
ENSG00000250658	ENSG00000250658	v39
LINC02514	ENSG00000250042	v39
LINC02515	ENSG00000250620	v39
ENSG00000251643	ENSG00000251643	v39
ENSG00000251490	ENSG00000251490	v39
LINC02492	ENSG00000250590	v39
ENSG00000249642	ENSG00000249642	v39
ADAM20P3	ENSG00000249162	v39
ENSG00000286641	ENSG00000286641	v39
ENSG00000213331	ENSG00000213331	v39
ZFP42	ENSG00000179059	v39
TRIML2	ENSG00000179046	v39
ENSG00000241011	ENSG00000241011	v39
RNU6-173P	ENSG00000201085	v39
TRIML1	ENSG00000184108	v39
ENSG00000247130	ENSG00000247130	v39
LINC02434	ENSG00000248370	v39
ENSG00000242169	ENSG00000242169	v39
ICE2P1	ENSG00000248880	v39
LINC01060	ENSG00000249378	v39
ENSG00000250523	ENSG00000250523	v39
ENSG00000275826	ENSG00000275826	v39
RNU7-192P	ENSG00000252275	v39
ENSG00000180015	ENSG00000180015	v39
ENSG00000278974	ENSG00000278974	v39
ENSG00000249269	ENSG00000249269	v39
LINC02508	ENSG00000251619	v39
ENSG00000250626	ENSG00000250626	v39
ENSG00000250024	ENSG00000250024	v39
ENSG00000251310	ENSG00000251310	v39
ENSG00000249877	ENSG00000249877	v39
HSP90AA4P	ENSG00000205100	v39
LINC01262	ENSG00000250739	v39
ENSG00000272566	ENSG00000272566	v39
RNU1-51P	ENSG00000202215	v39
FRG1-DT	ENSG00000245685	v39
LINC01596	ENSG00000250666	v39
FRG1	ENSG00000109536	v39
MLLT10P2	ENSG00000249462	v39
ENSG00000271307	ENSG00000271307	v39
TUBB7P	ENSG00000251297	v39
RNA5SP174	ENSG00000199572	v39
RNA5SP175	ENSG00000201145	v39
DUX4L9	ENSG00000224807	v39
FRG2	ENSG00000205097	v39
RARRES2P4	ENSG00000250053	v39
AGGF1P1	ENSG00000214273	v39
CLUHP4	ENSG00000249003	v39
DBET	ENSG00000281591	v39
ENSG00000277162	ENSG00000277162	v39
DUX4L8	ENSG00000281720	v39
DUX4L7	ENSG00000281652	v39
DUX4L6	ENSG00000281058	v39
DUX4L5	ENSG00000280799	v39
DUX4L4	ENSG00000258834	v39
DUX4L1	ENSG00000280757	v39
DUX4L3	ENSG00000281627	v39
DUX4L2	ENSG00000280457	v39
DUX4	ENSG00000260596	v39
RPL23AP84	ENSG00000261914	v39
ENSG00000282994	ENSG00000282994	v39
ENSG00000250020	ENSG00000250020	v39
PLEKHG4B	ENSG00000153404	v39
Y_RNA	ENSG00000199540	v39
LRRC14B	ENSG00000185028	v39
ENSG00000261434	ENSG00000261434	v39
CCDC127	ENSG00000164366	v39
