gene_symbol	ensembl	version
RNA5SP78	ENSG00000201492	v36
HMGN2P19	ENSG00000229367	v36
TAF5L	ENSG00000135801	v36
URB2	ENSG00000135763	v36
AL354983.1	ENSG00000213028	v36
HMGB1P26	ENSG00000225984	v36
LINC01682	ENSG00000227043	v36
LINC01736	ENSG00000228058	v36
GALNT2	ENSG00000143641	v36
AL136988.2	ENSG00000227006	v36
AL136988.1	ENSG00000224407	v36
PGBD5	ENSG00000177614	v36
AL133516.1	ENSG00000282564	v36
LINC01737	ENSG00000232964	v36
AL158214.1	ENSG00000235817	v36
COG2	ENSG00000135775	v36
AL158214.2	ENSG00000286859	v36
AGT	ENSG00000135744	v36
AL512328.1	ENSG00000244137	v36
CAPN9	ENSG00000135773	v36
RNA5SP79	ENSG00000202063	v36
AL118511.2	ENSG00000225656	v36
C1orf198	ENSG00000119280	v36
AL118511.1	ENSG00000223393	v36
AL118511.4	ENSG00000288037	v36
AL118511.3	ENSG00000287395	v36
RN7SL837P	ENSG00000240502	v36
TTC13	ENSG00000143643	v36
ARV1	ENSG00000173409	v36
FAM89A	ENSG00000182118	v36
MIR1182	ENSG00000283799	v36
AL732414.1	ENSG00000227934	v36
AL109810.1	ENSG00000229595	v36
TRIM67	ENSG00000119283	v36
TRIM67-AS1	ENSG00000235710	v36
C1orf131	ENSG00000143633	v36
GNPAT	ENSG00000116906	v36
RNA5SP80	ENSG00000222407	v36
EXOC8	ENSG00000116903	v36
SPRTN	ENSG00000010072	v36
AL117352.1	ENSG00000287450	v36
EGLN1	ENSG00000135766	v36
AL445524.2	ENSG00000287856	v36
SNRPD2P2	ENSG00000223982	v36
AL445524.1	ENSG00000233461	v36
TSNAX	ENSG00000116918	v36
TSNAX-DISC1	ENSG00000270106	v36
LINC00582	ENSG00000229228	v36
DISC1	ENSG00000162946	v36
RNU5A-5P	ENSG00000222986	v36
AL136171.2	ENSG00000286071	v36
AL136171.1	ENSG00000274121	v36
DISC1-IT1	ENSG00000226758	v36
AL353052.1	ENSG00000235152	v36
AL353052.2	ENSG00000236372	v36
BX323014.1	ENSG00000224436	v36
RN7SL299P	ENSG00000242794	v36
SIPA1L2	ENSG00000116991	v36
RNU6-1211P	ENSG00000238382	v36
LINC01745	ENSG00000225919	v36
LINC01744	ENSG00000236497	v36
MAP10	ENSG00000212916	v36
RNU1-74P	ENSG00000206835	v36
AL122003.2	ENSG00000286774	v36
AL122003.1	ENSG00000232175	v36
NTPCR	ENSG00000135778	v36
PCNX2	ENSG00000135749	v36
RPS7P3	ENSG00000231940	v36
AL133380.1	ENSG00000251508	v36
MAP3K21	ENSG00000143674	v36
RNU4-77P	ENSG00000252501	v36
AL360006.1	ENSG00000287423	v36
KCNK1	ENSG00000135750	v36
MIR4427	ENSG00000265744	v36
AL357972.1	ENSG00000286109	v36
AL663058.1	ENSG00000225486	v36
AL663058.2	ENSG00000286666	v36
AL713868.1	ENSG00000287921	v36
SLC35F3	ENSG00000183780	v36
RAC1P7	ENSG00000236101	v36
AL122008.3	ENSG00000233332	v36
AL122008.1	ENSG00000231272	v36
SLC35F3-AS1	ENSG00000236244	v36
AL122008.2	ENSG00000232166	v36
MIR4671	ENSG00000264377	v36
AL355472.1	ENSG00000235605	v36
AL355472.2	ENSG00000236358	v36
AL355472.3	ENSG00000273367	v36
COA6-AS1	ENSG00000231663	v36
COA6	ENSG00000168275	v36
TARBP1	ENSG00000059588	v36
LINC01354	ENSG00000231768	v36
AL161640.2	ENSG00000286210	v36
AL161640.3	ENSG00000287633	v36
AL161640.1	ENSG00000230404	v36
U8	ENSG00000212144	v36
IRF2BP2	ENSG00000168264	v36
AL160408.2	ENSG00000228830	v36
LINC00184	ENSG00000224939	v36
AL160408.5	ENSG00000272362	v36
AL160408.1	ENSG00000228044	v36
AL160408.4	ENSG00000241475	v36
AL160408.3	ENSG00000230628	v36
AL160408.6	ENSG00000282097	v36
LINC01132	ENSG00000227630	v36
PP2672	ENSG00000279261	v36
AL391832.4	ENSG00000286263	v36
RNY4P16	ENSG00000201638	v36
RN7SL668P	ENSG00000239690	v36
AL391832.1	ENSG00000237520	v36
AL391832.2	ENSG00000238005	v36
AL391832.3	ENSG00000258082	v36
LINC01348	ENSG00000280587	v36
AL732292.1	ENSG00000233018	v36
AL732292.2	ENSG00000273416	v36
TOMM20	ENSG00000173726	v36
SNORA14B	ENSG00000207181	v36
RBM34	ENSG00000188739	v36
ARID4B	ENSG00000054267	v36
MIR4753	ENSG00000263439	v36
RPL23AP23	ENSG00000236863	v36
GGPS1	ENSG00000152904	v36
AL357556.3	ENSG00000285053	v36
AL391994.1	ENSG00000227962	v36
AL357556.1	ENSG00000230026	v36
AL357556.5	ENSG00000285177	v36
TBCE	ENSG00000284770	v36
RPS21P1	ENSG00000229795	v36
B3GALNT2	ENSG00000162885	v36
MTCYBP14	ENSG00000238236	v36
MTND6P14	ENSG00000235638	v36
MTND5P19	ENSG00000231199	v36
MTND4P10	ENSG00000226663	v36
MTND4LP21	ENSG00000231582	v36
MTND3P8	ENSG00000232714	v36
MTCO3P46	ENSG00000235761	v36
GNG4	ENSG00000168243	v36
FO393422.1	ENSG00000270710	v36
AL583844.1	ENSG00000227236	v36
LYST	ENSG00000143669	v36
LDHAP2	ENSG00000235674	v36
LYST-AS1	ENSG00000229463	v36
MIR1537	ENSG00000222831	v36
RNU6-968P	ENSG00000206803	v36
AL139161.1	ENSG00000237845	v36
LINC02768	ENSG00000229291	v36
NID1	ENSG00000116962	v36
Y_RNA	ENSG00000252822	v36
AL122018.1	ENSG00000235371	v36
AL122018.2	ENSG00000286142	v36
GPR137B	ENSG00000077585	v36
ERO1B	ENSG00000086619	v36
RNU2-70P	ENSG00000222650	v36
AL450309.1	ENSG00000237922	v36
EDARADD	ENSG00000186197	v36
ENO1P1	ENSG00000244457	v36
LGALS8	ENSG00000116977	v36
LGALS8-AS1	ENSG00000223776	v36
AL359921.2	ENSG00000273058	v36
AL359921.1	ENSG00000230325	v36
HEATR1	ENSG00000119285	v36
ACTN2	ENSG00000077522	v36
MTR	ENSG00000116984	v36
RPSAP21	ENSG00000226498	v36
RPL35P1	ENSG00000237991	v36
MT1HL1	ENSG00000244020	v36
AL359259.1	ENSG00000288099	v36
RYR2	ENSG00000198626	v36
RN7SKP195	ENSG00000252396	v36
MIR4428	ENSG00000266262	v36
AL442065.1	ENSG00000252290	v36
AL359924.1	ENSG00000237250	v36
ZP4	ENSG00000116996	v36
AL590396.1	ENSG00000243781	v36
MTCO1P38	ENSG00000283174	v36
AL590396.2	ENSG00000283166	v36
AL590396.3	ENSG00000283377	v36
MTRNR2L11	ENSG00000270188	v36
MTCYBP15	ENSG00000232154	v36
MTND6P15	ENSG00000225723	v36
MTND5P18	ENSG00000227860	v36
YWHAQP9	ENSG00000230019	v36
AL356010.2	ENSG00000234464	v36
AL356010.1	ENSG00000232989	v36
RNU6-725P	ENSG00000252371	v36
LINC01139	ENSG00000215808	v36
AL359551.1	ENSG00000231877	v36
KRT18P32	ENSG00000215149	v36
MIPEPP2	ENSG00000224783	v36
AL583825.1	ENSG00000287177	v36
AL590135.1	ENSG00000227854	v36
AC093426.2	ENSG00000287589	v36
AC093426.1	ENSG00000259776	v36
CHRM3	ENSG00000133019	v36
CHRM3-AS2	ENSG00000233355	v36
CHRM3-AS1	ENSG00000234601	v36
AL356361.2	ENSG00000231979	v36
AL356361.1	ENSG00000215805	v36
AL356361.3	ENSG00000287102	v36
RPS7P5	ENSG00000217327	v36
FMN2	ENSG00000155816	v36
AL359918.1	ENSG00000228818	v36
Y_RNA	ENSG00000202041	v36
ADH5P3	ENSG00000223694	v36
AL359918.2	ENSG00000233735	v36
Y_RNA	ENSG00000252317	v36
AL590490.1	ENSG00000233519	v36
GREM2	ENSG00000180875	v36
AL358176.1	ENSG00000224359	v36
AL358176.2	ENSG00000226014	v36
AL358176.4	ENSG00000231440	v36
AL358176.3	ENSG00000228844	v36
RNU5F-8P	ENSG00000251750	v36
AL358176.5	ENSG00000234872	v36
Y_RNA	ENSG00000199241	v36
AL365184.2	ENSG00000230015	v36
AL365184.1	ENSG00000226919	v36
THAP12P8	ENSG00000223963	v36
RGS7	ENSG00000182901	v36
RFKP1	ENSG00000215802	v36
HNRNPA1P42	ENSG00000233615	v36
AL590682.1	ENSG00000238085	v36
MIR3123	ENSG00000265831	v36
AL592076.1	ENSG00000224348	v36
AL359764.1	ENSG00000286496	v36
AL359764.2	ENSG00000287516	v36
AL359764.3	ENSG00000287738	v36
FH	ENSG00000091483	v36
KMO	ENSG00000117009	v36
OPN3	ENSG00000054277	v36
CHML	ENSG00000203668	v36
AL133390.1	ENSG00000287513	v36
WDR64	ENSG00000162843	v36
AL365366.1	ENSG00000229022	v36
EXO1	ENSG00000174371	v36
RPL23AP20	ENSG00000235990	v36
BECN2	ENSG00000196289	v36
CFL1P4	ENSG00000213026	v36
MAP1LC3C	ENSG00000197769	v36
TUBB8P6	ENSG00000224625	v36
BX571673.1	ENSG00000277099	v36
PLD5	ENSG00000180287	v36
AL591686.2	ENSG00000272865	v36
RN7SKP12	ENSG00000252084	v36
AL591686.1	ENSG00000224525	v36
AL360271.2	ENSG00000226750	v36
RPL10AP5	ENSG00000235467	v36
AL360271.1	ENSG00000213690	v36
AC099785.1	ENSG00000270859	v36
RSL24D1P4	ENSG00000215800	v36
AL445675.1	ENSG00000270818	v36
AL445675.2	ENSG00000277704	v36
AL603825.1	ENSG00000230199	v36
AL606534.3	ENSG00000234116	v36
SEPTIN14P21	ENSG00000231512	v36
CICP21	ENSG00000278455	v36
AL606534.4	ENSG00000253326	v36
LINC01347	ENSG00000214837	v36
RNU6-747P	ENSG00000212230	v36
CEP170	ENSG00000143702	v36
AL606534.1	ENSG00000227230	v36
AL606534.2	ENSG00000232085	v36
SDCCAG8	ENSG00000054282	v36
FCF1P7	ENSG00000224727	v36
MIR4677	ENSG00000265201	v36
AKT3	ENSG00000117020	v36
AL591721.1	ENSG00000236031	v36
FABP7P1	ENSG00000226766	v36
AL662889.1	ENSG00000232184	v36
AKT3-IT1	ENSG00000228939	v36
LINC02774	ENSG00000226828	v36
ZBTB18	ENSG00000179456	v36
AL590483.3	ENSG00000279774	v36
AL590483.1	ENSG00000229960	v36
AL590483.4	ENSG00000286486	v36
RN7SL148P	ENSG00000244066	v36
AL590483.2	ENSG00000237759	v36
AL358177.1	ENSG00000287531	v36
C1orf100	ENSG00000173728	v36
AL645465.1	ENSG00000240963	v36
TGIF2P1	ENSG00000225401	v36
ADSS2	ENSG00000035687	v36
CATSPERE	ENSG00000179397	v36
CYCSP5	ENSG00000227735	v36
DESI2	ENSG00000121644	v36
AL451007.1	ENSG00000232059	v36
AL451007.3	ENSG00000284188	v36
AL451007.2	ENSG00000282317	v36
BX323046.2	ENSG00000287601	v36
COX20	ENSG00000203667	v36
HNRNPU	ENSG00000153187	v36
BX323046.1	ENSG00000273175	v36
RN7SKP55	ENSG00000201758	v36
RNU6-947P	ENSG00000252073	v36
AL356512.1	ENSG00000272195	v36
EFCAB2	ENSG00000203666	v36
RNU6-1089P	ENSG00000252282	v36
RNU6-999P	ENSG00000251754	v36
AL589763.1	ENSG00000223353	v36
RNU1-132P	ENSG00000201170	v36
KIF26B	ENSG00000162849	v36
KIF26B-AS1	ENSG00000232192	v36
DNAJC19P8	ENSG00000232793	v36
AC104462.2	ENSG00000238224	v36
AC104462.1	ENSG00000231612	v36
SMYD3	ENSG00000185420	v36
AC118555.1	ENSG00000235096	v36
SMYD3-AS1	ENSG00000226876	v36
CHCHD4P5	ENSG00000225222	v36
RNU6-1283P	ENSG00000202184	v36
SMYD3-IT1	ENSG00000230184	v36
Y_RNA	ENSG00000207326	v36
AL356583.1	ENSG00000227728	v36
LINC01743	ENSG00000242042	v36
AL356583.3	ENSG00000230813	v36
AL356583.2	ENSG00000229112	v36
TFB2M	ENSG00000162851	v36
CNST	ENSG00000162852	v36
AL591623.1	ENSG00000225300	v36
AL591623.2	ENSG00000228955	v36
AL591848.2	ENSG00000260698	v36
AL591848.1	ENSG00000235021	v36
SCCPDH	ENSG00000143653	v36
RPL35AP6	ENSG00000228879	v36
KIF28P	ENSG00000223519	v36
AL591848.3	ENSG00000260855	v36
LINC01341	ENSG00000227953	v36
AC113174.1	ENSG00000235386	v36
AC113174.2	ENSG00000252011	v36
AHCTF1	ENSG00000153207	v36
ZNF695	ENSG00000197472	v36
ZNF670-ZNF695	ENSG00000135747	v36
AL512637.2	ENSG00000236775	v36
ZNF670	ENSG00000277462	v36
AL512637.1	ENSG00000215796	v36
AL627095.1	ENSG00000228982	v36
ZNF669	ENSG00000188295	v36
AL627095.2	ENSG00000286747	v36
C1orf229	ENSG00000221953	v36
FGFR3P6	ENSG00000226164	v36
ZNF124	ENSG00000196418	v36
AL390728.3	ENSG00000224014	v36
AL390728.2	ENSG00000215795	v36
AL390728.6	ENSG00000259865	v36
AL390728.4	ENSG00000227671	v36
MIR3916	ENSG00000283881	v36
RNA5SP82	ENSG00000252516	v36
AL390728.5	ENSG00000232347	v36
AL390728.1	ENSG00000214144	v36
VN1R17P	ENSG00000235818	v36
VN1R5	ENSG00000197617	v36
Y_RNA	ENSG00000202079	v36
ZNF496	ENSG00000162714	v36
AC104335.1	ENSG00000286216	v36
AC104335.2	ENSG00000287116	v36
NLRP3	ENSG00000162711	v36
OR2B11	ENSG00000177535	v36
OR2W5	ENSG00000203664	v36
GCSAML	ENSG00000169224	v36
OR2C3	ENSG00000196242	v36
GCSAML-AS1	ENSG00000284824	v36
AL606804.1	ENSG00000236817	v36
OR2G2	ENSG00000177489	v36
OR2G3	ENSG00000177476	v36
U6	ENSG00000283369	v36
OR14L1P	ENSG00000198452	v36
AL390860.1	ENSG00000235749	v36
OR3D1P	ENSG00000230411	v36
OR13G1	ENSG00000197437	v36
OR6F1	ENSG00000169214	v36
AC118470.1	ENSG00000239395	v36
OR14A2	ENSG00000241128	v36
OR14K1	ENSG00000153230	v36
OR1C1	ENSG00000221888	v36
OR9H1P	ENSG00000228336	v36
OR14A16	ENSG00000196772	v36
HSD17B7P1	ENSG00000232908	v36
OR6R1P	ENSG00000230576	v36
OR11L1	ENSG00000197591	v36
TRIM58	ENSG00000162722	v36
OR2W3	ENSG00000238243	v36
OR2T8	ENSG00000177462	v36
OR2AJ1	ENSG00000177275	v36
CLK3P2	ENSG00000226191	v36
OR2X1P	ENSG00000224830	v36
OR2L8	ENSG00000279263	v36
OR2AK2	ENSG00000187080	v36
OR2L9P	ENSG00000237492	v36
OR2L1P	ENSG00000224227	v36
Y_RNA	ENSG00000199442	v36
OR2L6P	ENSG00000232215	v36
OR2L5	ENSG00000197454	v36
Y_RNA	ENSG00000200085	v36
OR2L2	ENSG00000203663	v36
Y_RNA	ENSG00000200982	v36
OR2L3	ENSG00000198128	v36
OR2T32P	ENSG00000197067	v36
OR2L13	ENSG00000196071	v36
OR2M1P	ENSG00000177233	v36
OR2M5	ENSG00000162727	v36
OR2M2	ENSG00000198601	v36
OR2M3	ENSG00000228198	v36
OR2M4	ENSG00000171180	v36
OR2T33	ENSG00000177212	v36
OR2T12	ENSG00000177201	v36
OR2M7	ENSG00000177186	v36
OR14C36	ENSG00000177174	v36
OR2T4	ENSG00000196944	v36
OR2T6	ENSG00000198104	v36
OR2T1	ENSG00000175143	v36
OR2T7	ENSG00000227152	v36
OR2T2	ENSG00000196240	v36
OR2T3	ENSG00000196539	v36
AC138089.1	ENSG00000229255	v36
OR2T5	ENSG00000203661	v36
OR2AS2P	ENSG00000271934	v36
OR2G6	ENSG00000188558	v36
AC098483.1	ENSG00000224521	v36
OR2AS1P	ENSG00000227102	v36
OR2T29	ENSG00000182783	v36
OR2T34	ENSG00000183310	v36
OR2T10	ENSG00000184022	v36
Y_RNA	ENSG00000201602	v36
AC098483.2	ENSG00000271701	v36
OR2T11	ENSG00000279301	v36
OR2T35	ENSG00000177151	v36
OR2T27	ENSG00000187701	v36
CR589904.2	ENSG00000286015	v36
OR14I1	ENSG00000189181	v36
LYPD9P	ENSG00000229703	v36
CR589904.1	ENSG00000276520	v36
AHCYP8	ENSG00000242529	v36
LYPD8	ENSG00000259823	v36
DPY19L4P1	ENSG00000229663	v36
SH3BP5L	ENSG00000175137	v36
MIR3124	ENSG00000264500	v36
ZNF672	ENSG00000171161	v36
ZNF692	ENSG00000171163	v36
AL672291.1	ENSG00000227237	v36
PGBD2	ENSG00000185220	v36
RNU6-1205P	ENSG00000200495	v36
RPL23AP25	ENSG00000233084	v36
FAM110C	ENSG00000184731	v36
AC079779.1	ENSG00000227061	v36
SH3YL1	ENSG00000035115	v36
ACP1	ENSG00000143727	v36
ALKAL2	ENSG00000189292	v36
AC079779.2	ENSG00000228643	v36
AC079779.3	ENSG00000235779	v36
AC079779.4	ENSG00000277997	v36
LINC01865	ENSG00000233684	v36
AC105393.2	ENSG00000236856	v36
AC105393.1	ENSG00000226277	v36
LINC01874	ENSG00000223985	v36
AC093326.2	ENSG00000284452	v36
LINC01875	ENSG00000225942	v36
AC093326.1	ENSG00000233633	v36
TMEM18	ENSG00000151353	v36
TMEM18-DT	ENSG00000233296	v36
AC092159.3	ENSG00000280360	v36
AC092159.2	ENSG00000233970	v36
AC092159.1	ENSG00000227713	v36
AC116609.3	ENSG00000272342	v36
AC116609.2	ENSG00000231173	v36
AC116609.1	ENSG00000223751	v36
LINC01115	ENSG00000237667	v36
LINC01939	ENSG00000228799	v36
AC113607.1	ENSG00000234796	v36
SNTG2-AS1	ENSG00000235688	v36
SNTG2	ENSG00000172554	v36
AC114808.1	ENSG00000235403	v36
AC114808.2	ENSG00000236665	v36
AC108462.1	ENSG00000233553	v36
AC105450.1	ENSG00000231482	v36
TPO	ENSG00000115705	v36
AC141930.1	ENSG00000228613	v36
AC141930.2	ENSG00000283766	v36
AC144450.1	ENSG00000203635	v36
PXDN	ENSG00000130508	v36
MYT1L	ENSG00000186487	v36
AC093390.2	ENSG00000284600	v36
AC093390.1	ENSG00000232057	v36
MYT1L-AS1	ENSG00000225619	v36
AC018685.2	ENSG00000234929	v36
AC018685.3	ENSG00000287583	v36
AC011995.2	ENSG00000237720	v36
AC018685.1	ENSG00000227364	v36
AC011995.1	ENSG00000228391	v36
LINC01250	ENSG00000234423	v36
AC019118.2	ENSG00000236760	v36
AC019118.1	ENSG00000226649	v36
EIPR1	ENSG00000032389	v36
EIPR1-IT1	ENSG00000224885	v36
TRAPPC12	ENSG00000171853	v36
TRAPPC12-AS1	ENSG00000225234	v36
AC114810.1	ENSG00000271868	v36
ADI1	ENSG00000182551	v36
AC231981.1	ENSG00000235078	v36
AC108488.1	ENSG00000242282	v36
AC108488.2	ENSG00000286905	v36
RNASEH1	ENSG00000171865	v36
RNASEH1-AS1	ENSG00000234171	v36
AC108488.3	ENSG00000287126	v36
RPS7	ENSG00000171863	v36
COLEC11	ENSG00000118004	v36
AC010907.2	ENSG00000237370	v36
TMSB4XP2	ENSG00000188765	v36
ALLC	ENSG00000151360	v36
GAPDHP48	ENSG00000232718	v36
AC010907.1	ENSG00000224661	v36
DCDC2C	ENSG00000214866	v36
LINC01304	ENSG00000237401	v36
AC012445.1	ENSG00000229550	v36
NPM1P48	ENSG00000231821	v36
LINC01249	ENSG00000231532	v36
AC092169.1	ENSG00000252238	v36
RNU6-649P	ENSG00000207192	v36
AC073143.1	ENSG00000228585	v36
AC107057.1	ENSG00000232835	v36
LINC01248	ENSG00000224128	v36
AC108025.1	ENSG00000230090	v36
SOX11	ENSG00000176887	v36
AC010729.2	ENSG00000242540	v36
AC010729.1	ENSG00000236106	v36
LINC01810	ENSG00000237266	v36
SILC1	ENSG00000232044	v36
MIR7158	ENSG00000276733	v36
AC017053.1	ENSG00000234275	v36
LINC01247	ENSG00000227007	v36
LINC01824	ENSG00000226488	v36
PIK3CDP1	ENSG00000231610	v36
MIR7515HG	ENSG00000236172	v36
AC097517.1	ENSG00000286851	v36
MIR7515	ENSG00000283394	v36
LINC00487	ENSG00000205837	v36
NRIR	ENSG00000225964	v36
CMPK2	ENSG00000134326	v36
RSAD2	ENSG00000134321	v36
AC017076.1	ENSG00000271947	v36
GRASLND	ENSG00000228203	v36
RNF144A	ENSG00000151692	v36
AC068481.1	ENSG00000223884	v36
RN7SKP112	ENSG00000223145	v36
AC010904.2	ENSG00000272002	v36
AC010904.1	ENSG00000213774	v36
AC013460.1	ENSG00000229727	v36
RNU6ATAC37P	ENSG00000221255	v36
AC092580.4	ENSG00000287119	v36
AC092580.2	ENSG00000230515	v36
LINC01871	ENSG00000235576	v36
AC092580.3	ENSG00000232979	v36
AC092580.1	ENSG00000229405	v36
AC007463.1	ENSG00000226506	v36
LINC00298	ENSG00000235665	v36
AC007463.2	ENSG00000286857	v36
LINC00299	ENSG00000236790	v36
U91324.1	ENSG00000229740	v36
LINC01814	ENSG00000236008	v36
AC092617.1	ENSG00000285591	v36
AC011747.1	ENSG00000231083	v36
SNRPEP5	ENSG00000225642	v36
ID2-AS1	ENSG00000235092	v36
ID2	ENSG00000115738	v36
KIDINS220	ENSG00000134313	v36
MBOAT2	ENSG00000143797	v36
HMGB1P25	ENSG00000230886	v36
RPL30P3	ENSG00000223640	v36
AC093904.2	ENSG00000242136	v36
AC093904.4	ENSG00000261104	v36
AC093904.3	ENSG00000244310	v36
AC093904.1	ENSG00000240980	v36
ASAP2	ENSG00000151693	v36
EIF1P7	ENSG00000213772	v36
ITGB1BP1	ENSG00000119185	v36
CPSF3	ENSG00000119203	v36
IAH1	ENSG00000134330	v36
ADAM17	ENSG00000151694	v36
AC080162.1	ENSG00000239300	v36
AC073195.1	ENSG00000271855	v36
YWHAQ	ENSG00000134308	v36
Y_RNA	ENSG00000207086	v36
AC082651.1	ENSG00000240687	v36
AC082651.4	ENSG00000244260	v36
RNU4-73P	ENSG00000200034	v36
AC082651.2	ENSG00000240960	v36
AC082651.3	ENSG00000243491	v36
TAF1B	ENSG00000115750	v36
AC010969.2	ENSG00000269973	v36
AC010969.3	ENSG00000287305	v36
GRHL1	ENSG00000134317	v36
AC010969.1	ENSG00000188525	v36
AC104794.4	ENSG00000260476	v36
AC104794.3	ENSG00000260077	v36
KLF11	ENSG00000172059	v36
AC104794.5	ENSG00000271787	v36
CYS1	ENSG00000205795	v36
AC104794.2	ENSG00000233502	v36
AC104794.1	ENSG00000212558	v36
RRM2	ENSG00000171848	v36
AC007240.1	ENSG00000206647	v36
MIR4261	ENSG00000265418	v36
RN7SL66P	ENSG00000264030	v36
AC007240.3	ENSG00000285872	v36
AC007240.2	ENSG00000206898	v36
HPCAL1	ENSG00000115756	v36
ODC1	ENSG00000115758	v36
SNORA80B	ENSG00000206633	v36
ODC1-DT	ENSG00000257135	v36
NOL10	ENSG00000115761	v36
AC007314.1	ENSG00000234818	v36
RN7SL832P	ENSG00000243819	v36
Metazoa_SRP	ENSG00000277446	v36
AC092687.2	ENSG00000236162	v36
ATP6V1C2	ENSG00000143882	v36
RNU7-138P	ENSG00000239053	v36
AC092687.3	ENSG00000272275	v36
PDIA6	ENSG00000143870	v36
RNU7-176P	ENSG00000238962	v36
LINC01954	ENSG00000271952	v36
AC092687.1	ENSG00000232056	v36
AC079587.1	ENSG00000270488	v36
KCNF1	ENSG00000162975	v36
RPL6P4	ENSG00000226080	v36
AC062028.1	ENSG00000145063	v36
C2orf50	ENSG00000150873	v36
SLC66A3	ENSG00000162976	v36
ROCK2	ENSG00000134318	v36
RNU6-1081P	ENSG00000207267	v36
AIDAP1	ENSG00000230154	v36
PPIAP60	ENSG00000226961	v36
AC099344.1	ENSG00000230952	v36
LINC00570	ENSG00000224177	v36
AC099344.2	ENSG00000231403	v36
AC099344.3	ENSG00000285569	v36
E2F6	ENSG00000169016	v36
GREB1	ENSG00000196208	v36
RNA5SP84	ENSG00000201610	v36
MIR4429	ENSG00000264010	v36
RNU2-13P	ENSG00000251718	v36
5S_rRNA	ENSG00000285626	v36
RN7SL674P	ENSG00000239899	v36
NTSR2	ENSG00000169006	v36
CDK8P1	ENSG00000230044	v36
AC106875.2	ENSG00000276411	v36
LPIN1	ENSG00000134324	v36
AC106875.1	ENSG00000228496	v36
AC012456.1	ENSG00000203643	v36
AC012456.2	ENSG00000230790	v36
MIR548S	ENSG00000265056	v36
MIR3681HG	ENSG00000224184	v36
MIR4262	ENSG00000265172	v36
SNORD18	ENSG00000238503	v36
MIR3681	ENSG00000264089	v36
RNU6-843P	ENSG00000207183	v36
AC096559.1	ENSG00000223360	v36
AC009486.2	ENSG00000286427	v36
AC009486.1	ENSG00000261117	v36
TRIB2	ENSG00000071575	v36
MIR3125	ENSG00000264370	v36
AC064875.1	ENSG00000225649	v36
AC093912.1	ENSG00000285876	v36
AC073062.1	ENSG00000229370	v36
LINC00276	ENSG00000230448	v36
AC016730.1	ENSG00000227718	v36
RNU6-1288P	ENSG00000251859	v36
Metazoa_SRP	ENSG00000237261	v36
AC011897.1	ENSG00000228505	v36
LRATD1	ENSG00000162981	v36
AC068286.2	ENSG00000287291	v36
AC068286.1	ENSG00000235127	v36
NBAS	ENSG00000151779	v36
RPS26P18	ENSG00000229087	v36
AC008278.2	ENSG00000234022	v36
DDX1	ENSG00000079785	v36
AC008278.1	ENSG00000224194	v36
LINC01804	ENSG00000231031	v36
AC113608.1	ENSG00000237326	v36
RNU5E-7P	ENSG00000202160	v36
RPLP1P5	ENSG00000214657	v36
AC010145.2	ENSG00000238371	v36
MYCNOS	ENSG00000233718	v36
MYCNUT	ENSG00000223850	v36
MYCN	ENSG00000134323	v36
RN7SL104P	ENSG00000243541	v36
AC010145.1	ENSG00000226764	v36
GACAT3	ENSG00000236289	v36
AC130710.1	ENSG00000236989	v36
AC174048.1	ENSG00000271315	v36
AC142283.1	ENSG00000251704	v36
AC010745.1	ENSG00000226041	v36
AC010745.2	ENSG00000228876	v36
AC010745.3	ENSG00000231266	v36
AC010745.5	ENSG00000285354	v36
AC010745.4	ENSG00000232444	v36
AC010880.1	ENSG00000224400	v36
AC104623.1	ENSG00000237633	v36
AC104623.2	ENSG00000279663	v36
CYRIA	ENSG00000197872	v36
AC008164.1	ENSG00000223536	v36
AC008069.1	ENSG00000224604	v36
LINC01866	ENSG00000237670	v36
RN7SKP168	ENSG00000222842	v36
ZFYVE9P2	ENSG00000214843	v36
PSMC1P10	ENSG00000236348	v36
RAD51AP2	ENSG00000214842	v36
VSNL1	ENSG00000163032	v36
SMC6	ENSG00000163029	v36
GEN1	ENSG00000178295	v36
MSGN1	ENSG00000151379	v36
KCNS3	ENSG00000170745	v36
AC079802.1	ENSG00000212455	v36
AC079148.3	ENSG00000287881	v36
AC079148.2	ENSG00000287849	v36
AC079148.1	ENSG00000260331	v36
RDH14	ENSG00000240857	v36
NT5C1B-RDH14	ENSG00000250741	v36
NT5C1B	ENSG00000185013	v36
RNU6-1215P	ENSG00000207170	v36
AC106053.1	ENSG00000224626	v36
AC130814.1	ENSG00000287284	v36
LINC01376	ENSG00000236204	v36
MIR4757	ENSG00000266738	v36
OSR1	ENSG00000143867	v36
AC010096.1	ENSG00000234597	v36
LINC01808	ENSG00000237992	v36
AC019055.1	ENSG00000235911	v36
CISD1P1	ENSG00000213403	v36
LINC00954	ENSG00000228784	v36
TTC32	ENSG00000183891	v36
AC013400.1	ENSG00000271991	v36
WDR35	ENSG00000118965	v36
AC079145.1	ENSG00000227210	v36
MATN3	ENSG00000132031	v36
LAPTM4A	ENSG00000068697	v36
LAPTM4A-DT	ENSG00000223734	v36
AC098828.1	ENSG00000234378	v36
RPS16P2	ENSG00000213729	v36
RN7SL140P	ENSG00000266059	v36
RNU6-961P	ENSG00000200763	v36
SDC1	ENSG00000115884	v36
DRG1P1	ENSG00000235411	v36
RNU7-113P	ENSG00000238735	v36
