gene_symbol	ensembl	version
AC026477.1	ENSG00000213940	v27
AC108114.1	ENSG00000240052	v27
FST	ENSG00000134363	v27
NDUFS4	ENSG00000164258	v27
LINC02105	ENSG00000250447	v27
ASS1P9	ENSG00000217791	v27
AC025175.1	ENSG00000272416	v27
ARL15	ENSG00000185305	v27
RNU6-272P	ENSG00000222960	v27
MIR581	ENSG00000207627	v27
RN7SL801P	ENSG00000241230	v27
MIR4459	ENSG00000265421	v27
AC008873.1	ENSG00000279638	v27
LINC01033	ENSG00000249069	v27
RPL37P25	ENSG00000251597	v27
HSPB3	ENSG00000169271	v27
SNX18	ENSG00000178996	v27
AC016583.1	ENSG00000280159	v27
AC112198.2	ENSG00000232517	v27
AC112198.1	ENSG00000226810	v27
AC112198.4	ENSG00000249843	v27
AC112198.3	ENSG00000249016	v27
ESM1	ENSG00000164283	v27
AC034238.1	ENSG00000240535	v27
GZMK	ENSG00000113088	v27
Y_RNA	ENSG00000207229	v27
AC034238.3	ENSG00000251376	v27
AC034238.2	ENSG00000248029	v27
GZMAP1	ENSG00000249454	v27
GZMA	ENSG00000145649	v27
CDC20B	ENSG00000164287	v27
GPX8	ENSG00000164294	v27
MIR449A	ENSG00000198983	v27
MIR449B	ENSG00000207728	v27
MIR449C	ENSG00000251856	v27
MCIDAS	ENSG00000234602	v27
CCNO	ENSG00000152669	v27
AC026704.1	ENSG00000251307	v27
DHX29	ENSG00000067248	v27
SKIV2L2	ENSG00000039123	v27
AC020728.1	ENSG00000271410	v27
PLPP1	ENSG00000067113	v27
AC010480.1	ENSG00000279883	v27
MIR5687	ENSG00000265135	v27
RNF138P1	ENSG00000250853	v27
AK4P2	ENSG00000249410	v27
SLC38A9	ENSG00000177058	v27
DDX4	ENSG00000152670	v27
AC016632.1	ENSG00000251368	v27
RNA5SP183	ENSG00000199322	v27
HNRNPH1P3	ENSG00000248854	v27
IL31RA	ENSG00000164509	v27
IL6ST	ENSG00000134352	v27
AC008914.1	ENSG00000262211	v27
AC016596.1	ENSG00000264281	v27
FLJ31104	ENSG00000227908	v27
snoU13	ENSG00000238326	v27
AC008892.1	ENSG00000249236	v27
ANKRD55	ENSG00000164512	v27
RNU6-299P	ENSG00000253032	v27
AC016638.1	ENSG00000243592	v27
RNA5SP184	ENSG00000223003	v27
C1GALT1P2	ENSG00000251435	v27
RNA5SP185	ENSG00000212265	v27
PSMC1P4	ENSG00000248781	v27
RNU6ATAC2P	ENSG00000210678	v27
AC034245.1	ENSG00000249697	v27
HMGN1P17	ENSG00000250787	v27
LINC01948	ENSG00000248727	v27
AC022431.1	ENSG00000226221	v27
C5orf67	ENSG00000225940	v27
AC022431.2	ENSG00000234553	v27
AC008940.1	ENSG00000228650	v27
MAP3K1	ENSG00000095015	v27
AC008937.2	ENSG00000237705	v27
AC008937.1	ENSG00000225230	v27
SETD9	ENSG00000155542	v27
MIER3	ENSG00000155545	v27
AC008937.3	ENSG00000271828	v27
AC016644.1	ENSG00000235635	v27
AC114973.1	ENSG00000233943	v27
AC034244.1	ENSG00000248652	v27
AC034244.2	ENSG00000250480	v27
Y_RNA	ENSG00000207293	v27
GPBP1	ENSG00000062194	v27
AC025470.1	ENSG00000248586	v27
AC025470.2	ENSG00000250961	v27
SALL4P1	ENSG00000250308	v27
ACTBL2	ENSG00000169067	v27
AC008780.1	ENSG00000248294	v27
AC008780.2	ENSG00000249436	v27
AC106822.1	ENSG00000249198	v27
LINC02225	ENSG00000249584	v27
LINC02101	ENSG00000248132	v27
PGAM1P1	ENSG00000248271	v27
PLK2	ENSG00000145632	v27
GAPT	ENSG00000175857	v27
AC008814.1	ENSG00000271257	v27
MIR548AE2	ENSG00000265699	v27
LINC02108	ENSG00000250127	v27
RAB3C	ENSG00000152932	v27
AC016642.1	ENSG00000248475	v27
RPL5P15	ENSG00000240412	v27
AC008852.1	ENSG00000248733	v27
PDE4D	ENSG00000113448	v27
AC092343.1	ENSG00000247345	v27
AC008833.1	ENSG00000276214	v27
NDUFB4P2	ENSG00000251306	v27
MIR582	ENSG00000202601	v27
AC034234.1	ENSG00000248935	v27
RNU6-806P	ENSG00000202017	v27
AC109486.1	ENSG00000213896	v27
SETP21	ENSG00000214244	v27
PART1_1	ENSG00000273701	v27
PART1	ENSG00000152931	v27
PART1_2	ENSG00000275634	v27
PART1_3	ENSG00000276233	v27
DEPDC1B	ENSG00000035499	v27
CAB39P1	ENSG00000251303	v27
KRT8P31	ENSG00000250148	v27
ELOVL7	ENSG00000164181	v27
AC104113.1	ENSG00000272308	v27
ERCC8	ENSG00000049167	v27
GNL3LP1	ENSG00000215032	v27
AC022445.1	ENSG00000233847	v27
NDUFAF2	ENSG00000164182	v27
AC008498.2	ENSG00000279985	v27
AC008498.1	ENSG00000276945	v27
SMIM15	ENSG00000188725	v27
SMIM15-AS1	ENSG00000251279	v27
LINC02057	ENSG00000249279	v27
ZSWIM6	ENSG00000130449	v27
AC122718.2	ENSG00000251682	v27
AC122718.1	ENSG00000250461	v27
RPL3P6	ENSG00000213891	v27
C5orf64	ENSG00000178722	v27
AC026746.1	ENSG00000248529	v27
RNU6-913P	ENSG00000212215	v27
C5orf64-AS1	ENSG00000251575	v27
AC026434.2	ENSG00000249878	v27
AC026434.1	ENSG00000248199	v27
RN7SKP157	ENSG00000251983	v27
KIF2A	ENSG00000068796	v27
DIMT1	ENSG00000086189	v27
IPO11	ENSG00000086200	v27
RNU6-661P	ENSG00000199279	v27
CKS1BP3	ENSG00000268942	v27
AC114982.2	ENSG00000241991	v27
AC114982.1	ENSG00000240436	v27
LRRC70	ENSG00000186105	v27
ISCA1P1	ENSG00000217416	v27
AC113420.1	ENSG00000249579	v27
AC025445.1	ENSG00000248185	v27
AC122707.1	ENSG00000248285	v27
HTR1A	ENSG00000178394	v27
RNF180	ENSG00000164197	v27
AC091862.1	ENSG00000236068	v27
RGS7BP	ENSG00000186479	v27
RN7SL169P	ENSG00000242547	v27
RNU6-294P	ENSG00000201869	v27
MRPL49P1	ENSG00000224296	v27
FAM159B	ENSG00000145642	v27
SREK1IP1	ENSG00000153006	v27
CWC27	ENSG00000153015	v27
AC092354.2	ENSG00000272370	v27
AC092354.1	ENSG00000272354	v27
Y_RNA	ENSG00000207439	v27
ADAMTS6	ENSG00000049192	v27
AC008868.1	ENSG00000248288	v27
RPEP1	ENSG00000250732	v27
AC025186.1	ENSG00000205644	v27
AC025176.1	ENSG00000250081	v27
CENPK	ENSG00000123219	v27
PPWD1	ENSG00000113593	v27
TRIM23	ENSG00000113595	v27
RNU6-540P	ENSG00000207352	v27
TRAPPC13	ENSG00000113597	v27
AC008560.1	ENSG00000253251	v27
SGTB	ENSG00000197860	v27
NLN	ENSG00000123213	v27
AC008958.1	ENSG00000251648	v27
AC010359.1	ENSG00000269961	v27
ERBIN	ENSG00000112851	v27
SNORA76	ENSG00000252904	v27
SREK1	ENSG00000153914	v27
AC025442.1	ENSG00000253744	v27
LINC02065	ENSG00000248846	v27
AC113378.1	ENSG00000251391	v27
LINC02229	ENSG00000250313	v27
AC092373.1	ENSG00000234838	v27
MAST4	ENSG00000069020	v27
AC092349.1	ENSG00000248803	v27
MAST4-IT1	ENSG00000249057	v27
MAST4-AS1	ENSG00000229666	v27
CD180	ENSG00000134061	v27
AC010420.1	ENSG00000251206	v27
AC112206.2	ENSG00000249364	v27
AC079467.1	ENSG00000250978	v27
AC112206.1	ENSG00000239870	v27
LINC02242	ENSG00000249736	v27
BCL9P1	ENSG00000249238	v27
AC112206.4	ENSG00000250669	v27
AC112206.3	ENSG00000249721	v27
AC106798.1	ENSG00000250421	v27
AC024581.1	ENSG00000249894	v27
AC024581.2	ENSG00000273860	v27
AC010376.1	ENSG00000253801	v27
RNU6-1232P	ENSG00000252108	v27
EEF1B2P2	ENSG00000213864	v27
LINC02219	ENSG00000253787	v27
PIK3R1	ENSG00000145675	v27
AC024579.1	ENSG00000251044	v27
AC010280.2	ENSG00000248884	v27
AC010280.3	ENSG00000249588	v27
AC010280.1	ENSG00000248359	v27
AC093523.1	ENSG00000249335	v27
VWA8P1	ENSG00000250289	v27
U8	ENSG00000212249	v27
AC093248.1	ENSG00000250066	v27
RN7SKP251	ENSG00000276309	v27
LINC02198	ENSG00000249352	v27
AC010273.2	ENSG00000250237	v27
SUMO2P4	ENSG00000249183	v27
SLC30A5	ENSG00000145740	v27
AC010273.1	ENSG00000248664	v27
SNORA50D	ENSG00000220986	v27
SNORA50D	ENSG00000280894	v27
CCNB1	ENSG00000134057	v27
AC022107.1	ENSG00000280187	v27
CENPH	ENSG00000153044	v27
MRPS36	ENSG00000134056	v27
CDK7	ENSG00000134058	v27
CCDC125	ENSG00000183323	v27
CFL1P5	ENSG00000213830	v27
CHCHD2P2	ENSG00000215006	v27
NDUFB9P1	ENSG00000271045	v27
AK6	ENSG00000085231	v27
TAF9	ENSG00000273841	v27
RAD17	ENSG00000152942	v27
MARVELD2	ENSG00000152939	v27
AC145146.1	ENSG00000244717	v27
AC145146.2	ENSG00000249295	v27
RN7SL616P	ENSG00000266477	v27
OCLN	ENSG00000197822	v27
RNU6-724P	ENSG00000212260	v27
GTF2H2C	ENSG00000183474	v27
AC139495.1	ENSG00000248477	v27
AC139495.3	ENSG00000250138	v27
GUSBP3	ENSG00000253203	v27
AC139495.2	ENSG00000248769	v27
AC131392.1	ENSG00000198237	v27
AC131392.2	ENSG00000251158	v27
CDH12P2	ENSG00000249230	v27
SERF1B	ENSG00000205572	v27
SMN2	ENSG00000205571	v27
AC140134.1	ENSG00000179978	v27
CDH12P3	ENSG00000253492	v27
AC138866.2	ENSG00000254701	v27
AC138866.1	ENSG00000253816	v27
GTF2H2B	ENSG00000226259	v27
AC146944.4	ENSG00000269983	v27
AC146944.2	ENSG00000250687	v27
AC146944.3	ENSG00000253333	v27
AC146944.1	ENSG00000196302	v27
AC139272.1	ENSG00000253366	v27
CDH12P1	ENSG00000254335	v27
SERF1A	ENSG00000172058	v27
SMN1	ENSG00000172062	v27
NAIP	ENSG00000249437	v27
GTF2H2	ENSG00000145736	v27
AC044797.1	ENSG00000230847	v27
AC145138.1	ENSG00000251634	v27
CDH12P4	ENSG00000253900	v27
GUSBP9	ENSG00000215630	v27
AC146949.1	ENSG00000235558	v27
LINC02197	ENSG00000250387	v27
AC145141.2	ENSG00000253985	v27
PMCHL2	ENSG00000169040	v27
AC145141.1	ENSG00000249981	v27
BDP1	ENSG00000145734	v27
AC138832.1	ENSG00000253536	v27
HMGN1P12	ENSG00000247911	v27
MCCC2	ENSG00000131844	v27
CARTPT	ENSG00000164326	v27
AC143336.1	ENSG00000278824	v27
MAP1B	ENSG00000131711	v27
MIR4803	ENSG00000264099	v27
MRPS27	ENSG00000113048	v27
RN7SL153P	ENSG00000244748	v27
PTCD2	ENSG00000049883	v27
AC093278.1	ENSG00000244061	v27
YBX1P5	ENSG00000251108	v27
AC093278.2	ENSG00000261269	v27
ZNF366	ENSG00000178175	v27
LINC02056	ENSG00000248371	v27
AC063979.2	ENSG00000251613	v27
RPL7P22	ENSG00000226544	v27
AC063979.1	ENSG00000223497	v27
Y_RNA	ENSG00000206770	v27
AC035140.1	ENSG00000249085	v27
TNPO1	ENSG00000083312	v27
MIR4804	ENSG00000263593	v27
AC008953.1	ENSG00000242602	v27
AC008972.1	ENSG00000271926	v27
AC008972.2	ENSG00000272081	v27
FCHO2	ENSG00000157107	v27
AC020893.2	ENSG00000251467	v27
AC020893.1	ENSG00000248930	v27
TMEM171	ENSG00000157111	v27
AC116345.3	ENSG00000251599	v27
AC116345.2	ENSG00000250747	v27
TMEM174	ENSG00000164325	v27
AC116345.1	ENSG00000249743	v27
LINC02230	ENSG00000251543	v27
AC099522.1	ENSG00000249149	v27
FOXD1	ENSG00000251493	v27
FOXD1-AS1	ENSG00000247993	v27
LINC01385	ENSG00000251604	v27
LINC01386	ENSG00000251324	v27
AC099522.2	ENSG00000272525	v27
BTF3	ENSG00000145741	v27
FUNDC2P1	ENSG00000255883	v27
ANKRA2	ENSG00000164331	v27
UTP15	ENSG00000164338	v27
ARHGEF28	ENSG00000214944	v27
AC091868.2	ENSG00000249293	v27
AC091868.1	ENSG00000184084	v27
RNU7-196P	ENSG00000238913	v27
AC093283.1	ENSG00000259968	v27
LINC02122	ENSG00000248474	v27
LINC01335	ENSG00000248942	v27
RN7SL814P	ENSG00000244326	v27
AC106732.1	ENSG00000251041	v27
LINC01333	ENSG00000249343	v27
LINC01332	ENSG00000250446	v27
LINC01331	ENSG00000248673	v27
ENC1	ENSG00000171617	v27
HEXB	ENSG00000049860	v27
GFM2	ENSG00000164347	v27
RNU6-658P	ENSG00000207336	v27
NSA2	ENSG00000164346	v27
FAM169A	ENSG00000198780	v27
RNU6-1330P	ENSG00000199645	v27
AC093214.1	ENSG00000250071	v27
AC010501.1	ENSG00000271714	v27
SNORA40	ENSG00000212363	v27
AC116337.3	ENSG00000249856	v27
AC116337.1	ENSG00000196390	v27
AC116337.2	ENSG00000239517	v27
RPL27AP5	ENSG00000182383	v27
AC093259.1	ENSG00000249157	v27
GCNT4	ENSG00000176928	v27
LINC01336	ENSG00000250889	v27
ANKRD31	ENSG00000145700	v27
SUMO2P5	ENSG00000251663	v27
AC008897.2	ENSG00000247372	v27
HMGCR	ENSG00000113161	v27
AC008897.3	ENSG00000271815	v27
COL4A3BP	ENSG00000113163	v27
AC008897.1	ENSG00000242198	v27
POLK	ENSG00000122008	v27
RNU7-175P	ENSG00000251724	v27
AC010245.1	ENSG00000248881	v27
AC010245.2	ENSG00000272040	v27
ANKDD1B	ENSG00000189045	v27
POC5	ENSG00000152359	v27
RNU6-680P	ENSG00000207333	v27
SLC25A5P9	ENSG00000251078	v27
AC108120.3	ENSG00000251419	v27
AC108120.2	ENSG00000249301	v27
BIN2P2	ENSG00000248684	v27
AC108120.1	ENSG00000228367	v27
SAP18P1	ENSG00000249777	v27
AC026774.2	ENSG00000251342	v27
AC026774.1	ENSG00000248127	v27
SV2C	ENSG00000122012	v27
RNA5SP186	ENSG00000252833	v27
AC113404.2	ENSG00000251668	v27
AC113404.3	ENSG00000254893	v27
HMGN2P4	ENSG00000249014	v27
PDCD5P2	ENSG00000251107	v27
AC113404.1	ENSG00000250348	v27
SNRPCP2	ENSG00000251235	v27
IQGAP2	ENSG00000145703	v27
AC112173.1	ENSG00000250574	v27
AC026725.1	ENSG00000249713	v27
F2RL2	ENSG00000164220	v27
AC025188.1	ENSG00000225407	v27
NCRUPAR_1	ENSG00000277188	v27
NCRUPAR_2	ENSG00000278237	v27
F2R	ENSG00000181104	v27
F2RL1	ENSG00000164251	v27
RN7SL208P	ENSG00000264391	v27
S100Z	ENSG00000171643	v27
RNU6ATAC36P	ENSG00000252684	v27
CRHBP	ENSG00000145708	v27
AGGF1	ENSG00000164252	v27
ZBED3	ENSG00000132846	v27
AC008581.1	ENSG00000250615	v27
SNORA47	ENSG00000238961	v27
ZBED3-AS1	ENSG00000250802	v27
HMGB1P35	ENSG00000251566	v27
PDE8B	ENSG00000113231	v27
ALDH7A1P1	ENSG00000251400	v27
WDR41	ENSG00000164253	v27
AC010234.1	ENSG00000244019	v27
RPL7P23	ENSG00000244363	v27
OTP	ENSG00000171540	v27
TBCA	ENSG00000171530	v27
ACTBP2	ENSG00000213763	v27
AC108482.1	ENSG00000253572	v27
AP3B1	ENSG00000132842	v27
AC024568.1	ENSG00000253558	v27
ATP6V1G1P6	ENSG00000249372	v27
AC104108.1	ENSG00000251605	v27
RNU6-183P	ENSG00000200331	v27
Y_RNA	ENSG00000206714	v27
SCAMP1-AS1	ENSG00000245556	v27
SCAMP1	ENSG00000085365	v27
LHFPL2	ENSG00000145685	v27
HMGB1P21	ENSG00000248909	v27
AC008802.1	ENSG00000254170	v27
AC025755.1	ENSG00000254310	v27
ARSB	ENSG00000113273	v27
DMGDH	ENSG00000132837	v27
AC020937.1	ENSG00000214890	v27
BHMT2	ENSG00000132840	v27
BHMT	ENSG00000145692	v27
RNY3P1	ENSG00000201955	v27
AC016559.1	ENSG00000249829	v27
SNORA18	ENSG00000206592	v27
AC016559.2	ENSG00000250330	v27
JMY	ENSG00000152409	v27
AC020898.1	ENSG00000213757	v27
HOMER1	ENSG00000152413	v27
AC093270.1	ENSG00000213755	v27
AC093270.2	ENSG00000243160	v27
Y_RNA	ENSG00000207391	v27
Y_RNA	ENSG00000277818	v27
PAPD4	ENSG00000164329	v27
CMYA5	ENSG00000164309	v27
AC008496.2	ENSG00000250258	v27
AC008496.1	ENSG00000238254	v27
LINC01455	ENSG00000250888	v27
MTX3	ENSG00000177034	v27
THBS4	ENSG00000113296	v27
AC112184.1	ENSG00000251050	v27
TRMT112P2	ENSG00000249778	v27
CTD-2201I18.1	ENSG00000249825	v27
SERINC5	ENSG00000164300	v27
AC010260.1	ENSG00000251675	v27
KRT18P45	ENSG00000249438	v27
AC026410.1	ENSG00000184188	v27
SNORA31	ENSG00000251828	v27
AC026410.2	ENSG00000244076	v27
SPZ1	ENSG00000164299	v27
RBMX2P5	ENSG00000227087	v27
AC026410.3	ENSG00000248569	v27
HNRNPA1P12	ENSG00000220157	v27
RNU6-211P	ENSG00000206774	v27
ZFYVE16	ENSG00000039319	v27
AC008771.1	ENSG00000249042	v27
FAM151B	ENSG00000152380	v27
RPS27AP9	ENSG00000242706	v27
RPL7P24	ENSG00000240003	v27
ANKRD34B	ENSG00000189127	v27
DBIP2	ENSG00000251366	v27
LINC01337	ENSG00000251221	v27
DHFR	ENSG00000228716	v27
AC008434.1	ENSG00000249655	v27
MTRNR2L2	ENSG00000271043	v27
MSH3	ENSG00000113318	v27
AC022493.2	ENSG00000248967	v27
AC022493.1	ENSG00000244630	v27
RASGRF2-AS1	ENSG00000251450	v27
RASGRF2	ENSG00000113319	v27
AC026427.2	ENSG00000251001	v27
AC026427.1	ENSG00000249772	v27
CKMT2-AS1	ENSG00000247572	v27
CKMT2	ENSG00000131730	v27
AC026436.1	ENSG00000248794	v27
ZCCHC9	ENSG00000131732	v27
ACOT12	ENSG00000172497	v27
SSBP2	ENSG00000145687	v27
AC026726.1	ENSG00000249483	v27
SEM1P1	ENSG00000214857	v27
ATG10	ENSG00000152348	v27
ATG10-IT1	ENSG00000236447	v27
PPIAP11	ENSG00000251495	v27
ATG10-AS1	ENSG00000248192	v27
RN7SL378P	ENSG00000265684	v27
AC010598.1	ENSG00000251374	v27
RPS23	ENSG00000186468	v27
ATP6AP1L	ENSG00000205464	v27
AC026782.1	ENSG00000248393	v27
AC026782.2	ENSG00000248870	v27
AC008885.2	ENSG00000249100	v27
RPL5P16	ENSG00000240411	v27
AC008885.1	ENSG00000248105	v27
MIR3977	ENSG00000283359	v27
LINC01338	ENSG00000281327	v27
AC108174.1	ENSG00000248112	v27
AC027338.2	ENSG00000249857	v27
ST13P12	ENSG00000248400	v27
AC027338.1	ENSG00000249664	v27
AC104118.1	ENSG00000271862	v27
TMEM167A	ENSG00000174695	v27
SCARNA18	ENSG00000238835	v27
XRCC4	ENSG00000152422	v27
AC094085.1	ENSG00000243385	v27
COQ10BP2	ENSG00000251552	v27
FTH1P9	ENSG00000251395	v27
VCAN	ENSG00000038427	v27
VCAN-AS1	ENSG00000249835	v27
HAPLN1	ENSG00000145681	v27
RN7SKP295	ENSG00000253073	v27
RNU6-620P	ENSG00000206744	v27
AC020899.1	ENSG00000242858	v27
RNU4-11P	ENSG00000202157	v27
AC093286.1	ENSG00000250013	v27
EDIL3	ENSG00000164176	v27
RNU6-448P	ENSG00000252861	v27
AC113383.1	ENSG00000250320	v27
AC113412.1	ENSG00000214853	v27
AC114928.1	ENSG00000249349	v27
RBBP4P6	ENSG00000248674	v27
AC117522.3	ENSG00000250253	v27
AC117522.2	ENSG00000249792	v27
AC117522.1	ENSG00000248170	v27
AC010486.1	ENSG00000248667	v27
AC010486.2	ENSG00000249023	v27
AC010486.3	ENSG00000249842	v27
RPL5P17	ENSG00000243859	v27
AC026700.1	ENSG00000251066	v27
AC010595.1	ENSG00000250874	v27
RPS2P25	ENSG00000241965	v27
AC026414.1	ENSG00000249153	v27
PTP4A1P4	ENSG00000250359	v27
NBPF22P	ENSG00000205449	v27
AC020923.1	ENSG00000280009	v27
AC016550.1	ENSG00000248195	v27
AC016550.2	ENSG00000248363	v27
AC016550.3	ENSG00000250124	v27
AC026444.1	ENSG00000251585	v27
COX7C	ENSG00000127184	v27
hsa-mir-3607	ENSG00000284078	v27
RNU6-804P	ENSG00000207013	v27
LINC02059	ENSG00000250544	v27
AC008539.1	ENSG00000248701	v27
AC091429.1	ENSG00000242477	v27
AC109492.1	ENSG00000249061	v27
RN7SKP34	ENSG00000251951	v27
MIR4280	ENSG00000265919	v27
LINC01949	ENSG00000233828	v27
RASA1	ENSG00000145715	v27
RN7SL629P	ENSG00000241243	v27
RNU6-606P	ENSG00000207452	v27
AC018754.1	ENSG00000272367	v27
CCNH	ENSG00000134480	v27
RNU6-727P	ENSG00000200462	v27
LINC02488	ENSG00000249362	v27
LINC02144	ENSG00000248708	v27
TMEM161B	ENSG00000164180	v27
TMEM161B-AS1	ENSG00000247828	v27
RNA5SP187	ENSG00000207129	v27
RPS3AP22	ENSG00000240083	v27
SNORA70	ENSG00000206958	v27
AC091826.1	ENSG00000250306	v27
LINC02060	ENSG00000250156	v27
AC091826.2	ENSG00000271904	v27
LINC00461	ENSG00000245526	v27
AC008526.1	ENSG00000250705	v27
MIR9-2	ENSG00000284447	v27
MEF2C-AS2	ENSG00000245864	v27
AC008525.1	ENSG00000250377	v27
AC008525.2	ENSG00000250555	v27
MEF2C	ENSG00000081189	v27
MEF2C-AS1	ENSG00000248309	v27
AC074131.1	ENSG00000250831	v27
LINC02161	ENSG00000250437	v27
AC008448.1	ENSG00000214942	v27
AC113167.1	ENSG00000249265	v27
MIR3660	ENSG00000264342	v27
LINC01339	ENSG00000248555	v27
AC099554.1	ENSG00000253321	v27
AC093510.2	ENSG00000260871	v27
CETN3	ENSG00000153140	v27
AC093510.1	ENSG00000255647	v27
MBLAC2	ENSG00000176055	v27
POLR3G	ENSG00000113356	v27
LYSMD3	ENSG00000176018	v27
ADGRV1	ENSG00000164199	v27
TMEM251P1	ENSG00000249514	v27
AC093281.1	ENSG00000212930	v27
AC093281.2	ENSG00000251093	v27
RNU4-90P	ENSG00000199643	v27
AC123595.1	ENSG00000234292	v27
LUCAT1	ENSG00000248323	v27
AC123595.2	ENSG00000271762	v27
Metazoa_SRP	ENSG00000277001	v27
AC008799.1	ENSG00000240388	v27
AC008799.2	ENSG00000241059	v27
ARRDC3	ENSG00000113369	v27
ARRDC3-AS1	ENSG00000281357	v27
RAB5CP2	ENSG00000251356	v27
PCBP2P3	ENSG00000248826	v27
uc_338	ENSG00000276426	v27
AC114316.2	ENSG00000250049	v27
AC114316.1	ENSG00000248864	v27
AC124854.1	ENSG00000249776	v27
AC026780.1	ENSG00000249169	v27
AC026780.2	ENSG00000249984	v27
AC008517.1	ENSG00000248588	v27
LDHBP3	ENSG00000248950	v27
CCT7P2	ENSG00000249958	v27
LINC02058	ENSG00000248528	v27
AC012625.1	ENSG00000251361	v27
POLD2P1	ENSG00000213730	v27
NR2F1-AS1	ENSG00000237187	v27
NR2F1	ENSG00000175745	v27
AC106818.1	ENSG00000278905	v27
FAM172A	ENSG00000113391	v27
MIR2277	ENSG00000284336	v27
NPM1P27	ENSG00000249353	v27
POU5F2	ENSG00000248483	v27
AC108102.1	ENSG00000272406	v27
AC114980.1	ENSG00000251023	v27
KIAA0825	ENSG00000185261	v27
MTND5P12	ENSG00000251544	v27
MTND6P3	ENSG00000254132	v27
MTCYBP35	ENSG00000251340	v27
AC093311.1	ENSG00000232578	v27
AC025766.1	ENSG00000270133	v27
SLF1	ENSG00000133302	v27
MCTP1	ENSG00000175471	v27
AC008534.1	ENSG00000249175	v27
RPL7P18	ENSG00000243806	v27
uc_338	ENSG00000276514	v27
AC012312.1	ENSG00000249545	v27
FAM81B	ENSG00000153347	v27
AC090071.1	ENSG00000225165	v27
TTC37	ENSG00000198677	v27
RNU6-308P	ENSG00000212259	v27
ARSK	ENSG00000164291	v27
GPR150	ENSG00000178015	v27
RFESD	ENSG00000175449	v27
SPATA9	ENSG00000145757	v27
AC008840.1	ENSG00000250240	v27
RHOBTB3	ENSG00000164292	v27
GLRX	ENSG00000173221	v27
HSPD1P11	ENSG00000251348	v27
AC008592.3	ENSG00000251000	v27
AC008592.4	ENSG00000251409	v27
AC008592.5	ENSG00000272021	v27
LINC01554	ENSG00000236882	v27
AC008592.1	ENSG00000250362	v27
ELL2	ENSG00000118985	v27
AC104123.1	ENSG00000251314	v27
AC008592.2	ENSG00000250955	v27
FABP5P5	ENSG00000213716	v27
MIR583HG	ENSG00000250551	v27
MIR583	ENSG00000207578	v27
RNU6-524P	ENSG00000206997	v27
AC099509.1	ENSG00000249746	v27
AC099509.2	ENSG00000250158	v27
PCSK1	ENSG00000175426	v27
CAST	ENSG00000153113	v27
AC020900.1	ENSG00000249180	v27
ERAP1	ENSG00000164307	v27
AC008906.1	ENSG00000248734	v27
AC008906.2	ENSG00000272109	v27
AC009126.1	ENSG00000247121	v27
ERAP2	ENSG00000164308	v27
LNPEP	ENSG00000113441	v27
AC008850.1	ENSG00000227836	v27
Y_RNA	ENSG00000200884	v27
SETP22	ENSG00000213701	v27
LIX1-AS1	ENSG00000251513	v27
LIX1	ENSG00000145721	v27
RIOK2	ENSG00000058729	v27
RNU1-73P	ENSG00000206698	v27
AC008883.1	ENSG00000248758	v27
AC008883.2	ENSG00000251054	v27
AC074133.1	ENSG00000249761	v27
YTHDF1P1	ENSG00000251389	v27
AC106748.1	ENSG00000249977	v27
LINC01340	ENSG00000250331	v27
MTCYBP40	ENSG00000248931	v27
AC112203.1	ENSG00000251193	v27
LINC02234	ENSG00000248202	v27
AC008834.1	ENSG00000249101	v27
LINC01846	ENSG00000248901	v27
AC116347.2	ENSG00000249135	v27
AC116347.1	ENSG00000238000	v27
AC233964.1	ENSG00000176183	v27
KRT8P32	ENSG00000250221	v27
MRPS35P2	ENSG00000250830	v27
MTCO2P24	ENSG00000249990	v27
MTCO1P24	ENSG00000249448	v27
CTBP2P4	ENSG00000251102	v27
DDX18P4	ENSG00000251553	v27
RGMB	ENSG00000174136	v27
RGMB-AS1	ENSG00000246763	v27
AC008522.1	ENSG00000279232	v27
CSNK1A1P3	ENSG00000250162	v27
CHD1	ENSG00000153922	v27
RNU6-402P	ENSG00000222610	v27
LINC02062	ENSG00000248489	v27
Y_RNA	ENSG00000200351	v27
AC022121.1	ENSG00000241597	v27
AC114324.2	ENSG00000249444	v27
AC114324.1	ENSG00000206356	v27
GUSBP8	ENSG00000227762	v27
LINC02113	ENSG00000249515	v27
AC008837.1	ENSG00000248236	v27
AC008837.2	ENSG00000248928	v27
AC092284.1	ENSG00000250391	v27
EEF1A1P20	ENSG00000249963	v27
Y_RNA	ENSG00000199378	v27
MTCYBP22	ENSG00000270232	v27
MTND6P22	ENSG00000270230	v27
MTND5P10	ENSG00000271687	v27
MTND4P35	ENSG00000270906	v27
MTND4LP5	ENSG00000270350	v27
MTND3P19	ENSG00000271480	v27
MTCO3P22	ENSG00000270388	v27
MTATP6P2	ENSG00000270307	v27
MTCO2P22	ENSG00000270225	v27
MTCO1P22	ENSG00000271207	v27
AC092278.1	ENSG00000274455	v27
RNU6-1119P	ENSG00000207077	v27
AC113385.3	ENSG00000275374	v27
AC113385.2	ENSG00000273957	v27
AC113385.1	ENSG00000249787	v27
AC021086.1	ENSG00000247877	v27
FAM174A	ENSG00000174132	v27
AC027315.1	ENSG00000250806	v27
RN7SKP62	ENSG00000207269	v27
ST8SIA4	ENSG00000113532	v27
MIR548P	ENSG00000221263	v27
RN7SL802P	ENSG00000277506	v27
