Kids_First_Participant_ID	sample_id	cohort	Kids_First_Biospecimen_ID_DNA	Kids_First_Biospecimen_ID_RNA	Kids_First_Biospecimen_ID_Methyl	molecular_subtype	molecular_subtype_methyl	match_id
PAUHHW	01	TARGET	TARGET-30-PAUHHW-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUHHW_01_Solid Tissue_Primary Tumor
PAUHIK	01	TARGET	TARGET-30-PAUHIK-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUHIK_01_Solid Tissue_Primary Tumor
PAUHSJ	01	GMKF	BS_8C5QG3GE	NA	NA	NBL, MYCN amplified	NA	PAUHSJ_01_Solid Tissue_Primary Tumor
PAUHSJ	01	TARGET	TARGET-30-PAUHSJ-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAUHSJ_01_Solid Tissue_Primary Tumor
PAUHXD	01	GMKF	BS_NV9ZB445	BS_VV8GRGZ6	NA	NBL, MYCN non-amplified	NA	PAUHXD_01_Solid Tissue_Primary Tumor
PAUHYY	01	TARGET	TARGET-30-PAUHYY-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUHYY_01_Solid Tissue_Primary Tumor
PAUICI	01	TARGET	TARGET-30-PAUICI-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUICI_01_Solid Tissue_Primary Tumor
PAUIDD	01	GMKF	BS_ZQEDB5RA	NA	NA	NBL, MYCN non-amplified	NA	PAUIDD_01_Solid Tissue_Primary Tumor
PAUIFL	01	TARGET	TARGET-30-PAUIFL-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUIFL_01_Solid Tissue_Primary Tumor
PAUIHH	01	GMKF	BS_55AHFCX4	NA	NA	NBL, MYCN amplified	NA	PAUIHH_01_Solid Tissue_Primary Tumor
PAUIHH	01	TARGET	TARGET-30-PAUIHH-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAUIHH_01_Solid Tissue_Primary Tumor
PAUIJR	01	GMKF	BS_00PH2T1P	BS_P10Y42BX	NA	NBL, MYCN non-amplified	NA	PAUIJR_01_Solid Tissue_Primary Tumor
PAUILS	01	GMKF	BS_Y35YEDFF	NA	NA	NBL, MYCN non-amplified	NA	PAUILS_01_Solid Tissue_Primary Tumor
PAUIRD	01	GMKF	BS_20HSXMYQ	BS_02X4QTNE	NA	NBL, MYCN non-amplified	NA	PAUIRD_01_Solid Tissue_Primary Tumor
PAUITU	01	TARGET	TARGET-30-PAUITU-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAUITU_01_Solid Tissue_Primary Tumor
PAUIWS	01	GMKF	BS_QWC51APP	NA	NA	NBL, MYCN non-amplified	NA	PAUIWS_01_Solid Tissue_Primary Tumor
PAUIWS	01	TARGET	TARGET-30-PAUIWS-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUIWS_01_Solid Tissue_Primary Tumor
PAUJEJ	01	GMKF	BS_4J8JK335	BS_H4TFY19Z	NA	NBL, MYCN amplified	NA	PAUJEJ_01_Solid Tissue_Primary Tumor
PAUJLH	01	TARGET	TARGET-30-PAUJLH-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAUJLH_01_Solid Tissue_Primary Tumor
PAUJPC	01	TARGET	TARGET-30-PAUJPC-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUJPC_01_Solid Tissue_Primary Tumor
PAUJRW	01	TARGET	TARGET-30-PAUJRW-01A-01D	BS_ZFJS669M	NA	NBL, MYCN amplified	NA	PAUJRW_01_Solid Tissue_Primary Tumor
PAUJRW	01	GMKF	BS_FJP95JXF	BS_ZFJS669M	NA	NBL, MYCN amplified	NA	PAUJRW_01_Solid Tissue_Primary Tumor
PAUJTY	01	GMKF	BS_5DXK26YF	BS_X3F8NMS4	NA	NBL, MYCN non-amplified	NA	PAUJTY_01_Solid Tissue_Primary Tumor
PAUJTY	01	TARGET	TARGET-30-PAUJTY-01A-01D	BS_X3F8NMS4	NA	NBL, MYCN non-amplified	NA	PAUJTY_01_Solid Tissue_Primary Tumor
PAUJVX	01	TARGET	TARGET-30-PAUJVX-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAUJVX_01_Solid Tissue_Primary Tumor
PAUKAP	01	TARGET	TARGET-30-PAUKAP-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAUKAP_01_Solid Tissue_Primary Tumor
PAUKAW	01	TARGET	TARGET-30-PAUKAW-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAUKAW_01_Solid Tissue_Primary Tumor
PAUKIJ	01	TARGET	TARGET-30-PAUKIJ-01A-01D	NA	NA	NBL, To be classified	NA	PAUKIJ_01_Solid Tissue_Primary Tumor
PAUKLK	01	GMKF	BS_2R0QBATZ	BS_94JMQ7MX	NA	NBL, MYCN amplified	NA	PAUKLK_01_Solid Tissue_Primary Tumor
PAUKLK	01	TARGET	TARGET-30-PAUKLK-01A-01D	BS_94JMQ7MX	NA	NBL, MYCN amplified	NA	PAUKLK_01_Solid Tissue_Primary Tumor
PAUKNU	01	TARGET	TARGET-30-PAUKNU-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUKNU_01_Solid Tissue_Primary Tumor
PAUKRF	01	TARGET	TARGET-30-PAUKRF-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAUKRF_01_Solid Tissue_Primary Tumor
PAUKVC	01	TARGET	TARGET-30-PAUKVC-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAUKVC_01_Solid Tissue_Primary Tumor
PAUKYI	01	GMKF	BS_NV00B2Y5	BS_63ACHY8K	NA	NBL, MYCN non-amplified	NA	PAUKYI_01_Solid Tissue_Primary Tumor
PAULBY	01	GMKF	BS_B95NMCYN	NA	NA	NBL, MYCN non-amplified	NA	PAULBY_01_Solid Tissue_Primary Tumor
PAULDT	01	GMKF	BS_5ACNB1BG	BS_CN3256VE	NA	NBL, MYCN non-amplified	NA	PAULDT_01_Solid Tissue_Primary Tumor
PAULMT	01	GMKF	BS_YV3MJ2BD	BS_K59AGJKW	NA	NBL, MYCN non-amplified	NA	PAULMT_01_Solid Tissue_Primary Tumor
PAULMT	01	TARGET	TARGET-30-PAULMT-01A-01D	BS_K59AGJKW	NA	NBL, MYCN non-amplified	NA	PAULMT_01_Solid Tissue_Primary Tumor
PAULNF	01	TARGET	TARGET-30-PAULNF-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAULNF_01_Solid Tissue_Primary Tumor
PAULVH	01	TARGET	TARGET-30-PAULVH-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAULVH_01_Solid Tissue_Primary Tumor
PAULZB	01	GMKF	BS_BTRGQHM4	BS_HHNQ3N2V	NA	NBL, MYCN non-amplified	NA	PAULZB_01_Solid Tissue_Primary Tumor
PAUMBB	01	TARGET	TARGET-30-PAUMBB-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUMBB_01_Solid Tissue_Primary Tumor
PAUMFN	01	GMKF	BS_RFEDCJTP	BS_WKVJJF3F	NA	NBL, MYCN non-amplified	NA	PAUMFN_01_Solid Tissue_Primary Tumor
PAUMJN	01	GMKF	BS_P0BHM8S1	BS_CCV91DR0	NA	NBL, MYCN amplified	NA	PAUMJN_01_Solid Tissue_Primary Tumor
PAUMMZ	01	TARGET	TARGET-30-PAUMMZ-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAUMMZ_01_Solid Tissue_Primary Tumor
PAUMUC	01	TARGET	TARGET-30-PAUMUC-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAUMUC_01_Solid Tissue_Primary Tumor
PAUMXC	01	TARGET	TARGET-30-PAUMXC-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUMXC_01_Solid Tissue_Primary Tumor
PAUNBM	01	GMKF	BS_SFQWVZ4N	NA	NA	NBL, MYCN non-amplified	NA	PAUNBM_01_Solid Tissue_Primary Tumor
PAUNST	01	GMKF	BS_GZG7GH62	NA	NA	NBL, MYCN non-amplified	NA	PAUNST_01_Solid Tissue_Primary Tumor
PAUNST	01	TARGET	TARGET-30-PAUNST-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUNST_01_Solid Tissue_Primary Tumor
PAUNTY	01	GMKF	BS_9BZBCZHK	BS_VNKT3ZZS	NA	NBL, MYCN amplified	NA	PAUNTY_01_Solid Tissue_Primary Tumor
PAUNTY	01	TARGET	TARGET-30-PAUNTY-01A-01D	BS_VNKT3ZZS	NA	NBL, MYCN amplified	NA	PAUNTY_01_Solid Tissue_Primary Tumor
PAUNWR	01	TARGET	TARGET-30-PAUNWR-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUNWR_01_Solid Tissue_Primary Tumor
PAUNZM	01	GMKF	BS_E9YW2KHS	BS_VR7XMQZ3	NA	NBL, MYCN non-amplified	NA	PAUNZM_01_Solid Tissue_Primary Tumor
PAUPDY	01	TARGET	TARGET-30-PAUPDY-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUPDY_01_Solid Tissue_Primary Tumor
PAUPGV	01	TARGET	TARGET-30-PAUPGV-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUPGV_01_Solid Tissue_Primary Tumor
PAUPIC	01	TARGET	TARGET-30-PAUPIC-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUPIC_01_Solid Tissue_Primary Tumor
PAUPKS	01	GMKF	BS_TBSPYEEW	NA	NA	NBL, MYCN non-amplified	NA	PAUPKS_01_Solid Tissue_Primary Tumor
PAUPMU	01	GMKF	BS_5QFRPR61	BS_FC37XAZK	NA	NBL, MYCN non-amplified	NA	PAUPMU_01_Solid Tissue_Primary Tumor
PAUPNE	01	GMKF	BS_B5MDTA3Q	NA	NA	NBL, MYCN non-amplified	NA	PAUPNE_01_Solid Tissue_Primary Tumor
PAUPNR	01	GMKF	BS_2ABKFT99	BS_QCDCAX7G	NA	NBL, MYCN non-amplified	NA	PAUPNR_01_Solid Tissue_Primary Tumor
PAUPRN	01	TARGET	TARGET-30-PAUPRN-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUPRN_01_Solid Tissue_Primary Tumor
PAUPSP	01	GMKF	BS_J5C6FMYZ	NA	NA	NBL, MYCN non-amplified	NA	PAUPSP_01_Solid Tissue_Primary Tumor
PAUPWN	01	GMKF	BS_5BB8J64W	BS_T7MWWC0A	NA	NBL, MYCN non-amplified	NA	PAUPWN_01_Solid Tissue_Primary Tumor
PAUPWX	01	TARGET	TARGET-30-PAUPWX-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUPWX_01_Solid Tissue_Primary Tumor
PAURCG	01	TARGET	TARGET-30-PAURCG-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAURCG_01_Solid Tissue_Primary Tumor
PAURCX	01	GMKF	BS_E2EXBFN7	NA	NA	NBL, MYCN non-amplified	NA	PAURCX_01_Solid Tissue_Primary Tumor
PAURFH	01	GMKF	BS_X242DJMF	NA	NA	NBL, MYCN non-amplified	NA	PAURFH_01_Solid Tissue_Primary Tumor
PAURGD	01	TARGET	TARGET-30-PAURGD-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAURGD_01_Solid Tissue_Primary Tumor
PAURJG	01	GMKF	BS_MMBWD5VD	BS_KF4AR0FG	NA	NBL, MYCN non-amplified	NA	PAURJG_01_Solid Tissue_Primary Tumor
PAURPL	01	TARGET	TARGET-30-PAURPL-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAURPL_01_Solid Tissue_Primary Tumor
PAURUR	01	TARGET	TARGET-30-PAURUR-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAURUR_01_Solid Tissue_Primary Tumor
PAURYJ	01	TARGET	TARGET-30-PAURYJ-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAURYJ_01_Solid Tissue_Primary Tumor
PAURZH	01	TARGET	TARGET-30-PAURZH-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAURZH_01_Solid Tissue_Primary Tumor
PAUSJB	01	GMKF	BS_BJCTR4C8	BS_GB1XPW06	NA	NBL, MYCN non-amplified	NA	PAUSJB_01_Solid Tissue_Primary Tumor
PAUSJB	01	TARGET	TARGET-30-PAUSJB-01A-01D	BS_GB1XPW06	NA	NBL, MYCN non-amplified	NA	PAUSJB_01_Solid Tissue_Primary Tumor
PAUSUV	01	GMKF	BS_08127AYS	NA	NA	NBL, MYCN amplified	NA	PAUSUV_01_Solid Tissue_Primary Tumor
PAUSXH	01	TARGET	TARGET-30-PAUSXH-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAUSXH_01_Solid Tissue_Primary Tumor
PAUTFB	01	GMKF	BS_42Y9E1Q8	NA	NA	NBL, MYCN non-amplified	NA	PAUTFB_01_Solid Tissue_Primary Tumor
PAUTFT	01	GMKF	BS_ZED6T1CT	BS_896YFFGE	NA	NBL, MYCN amplified	NA	PAUTFT_01_Solid Tissue_Primary Tumor
PAUTKJ	09	TARGET	TARGET-30-PAUTKJ-09A-01D	NA	NA	NBL, MYCN amplified	NA	PAUTKJ_09_Bone Marrow_Primary Tumor
PAUTKP	01	TARGET	TARGET-30-PAUTKP-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAUTKP_01_Solid Tissue_Primary Tumor
PAUTLP	01	GMKF	BS_MA4DE9P2	NA	NA	NBL, MYCN amplified	NA	PAUTLP_01_Solid Tissue_Primary Tumor
PAUTLP	01	TARGET	TARGET-30-PAUTLP-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAUTLP_01_Solid Tissue_Primary Tumor
PAUTRA	01	GMKF	BS_DHC9SHF6	NA	NA	NBL, MYCN non-amplified	NA	PAUTRA_01_Solid Tissue_Primary Tumor
PAUTVX	01	TARGET	TARGET-30-PAUTVX-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAUTVX_01_Solid Tissue_Primary Tumor
PAUUGT	01	TARGET	TARGET-30-PAUUGT-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUUGT_01_Solid Tissue_Primary Tumor
PAUUHD	01	TARGET	TARGET-30-PAUUHD-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUUHD_01_Solid Tissue_Primary Tumor
PAUUHH	01	GMKF	BS_56CA6BFQ	NA	NA	NBL, MYCN amplified	NA	PAUUHH_01_Solid Tissue_Primary Tumor
PAUUHY	01	GMKF	BS_2FPVHEQS	NA	NA	NBL, MYCN amplified	NA	PAUUHY_01_Solid Tissue_Primary Tumor
PAUUTW	01	GMKF	NA	BS_H9BW7Y9C	NA	NBL, MYCN non-amplified	NA	PAUUTW_01_Solid Tissue_Primary Tumor
PAUUWG	01	GMKF	BS_5CR48ZM7	BS_TGDZ491N	NA	NBL, MYCN non-amplified	NA	PAUUWG_01_Solid Tissue_Primary Tumor
PAUUZU	01	TARGET	TARGET-30-PAUUZU-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUUZU_01_Solid Tissue_Primary Tumor
PAUVML	01	GMKF	BS_VE90VKZY	BS_591ZWG14	NA	NBL, MYCN non-amplified	NA	PAUVML_01_Solid Tissue_Primary Tumor
PAUVPT	01	GMKF	BS_M7D3Q30Z	BS_XME1VS17	NA	NBL, MYCN non-amplified	NA	PAUVPT_01_Solid Tissue_Primary Tumor
PAUVTG	01	GMKF	BS_P4C0QJ9K	NA	NA	NBL, MYCN non-amplified	NA	PAUVTG_01_Solid Tissue_Primary Tumor
PAUVVE	01	TARGET	TARGET-30-PAUVVE-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUVVE_01_Solid Tissue_Primary Tumor
PAUWBU	01	GMKF	BS_JTP91S1A	BS_2RFA5NWH	NA	NBL, MYCN non-amplified	NA	PAUWBU_01_Solid Tissue_Primary Tumor
PAUWDK	01	TARGET	TARGET-30-PAUWDK-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUWDK_01_Solid Tissue_Primary Tumor
PAUWED	01	TARGET	TARGET-30-PAUWED-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUWED_01_Solid Tissue_Primary Tumor
PAUWEV	01	TARGET	TARGET-30-PAUWEV-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUWEV_01_Solid Tissue_Primary Tumor
PAUWFE	01	TARGET	TARGET-30-PAUWFE-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUWFE_01_Solid Tissue_Primary Tumor
PAUWHB	01	GMKF	BS_ZPXVVM8K	BS_NC4PWRVP	NA	NBL, MYCN non-amplified	NA	PAUWHB_01_Solid Tissue_Primary Tumor
PAUWTC	01	GMKF	BS_65F8T6N7	NA	NA	NBL, MYCN non-amplified	NA	PAUWTC_01_Solid Tissue_Primary Tumor
PAUWXY	01	TARGET	TARGET-30-PAUWXY-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUWXY_01_Solid Tissue_Primary Tumor
PAUWYM	01	TARGET	TARGET-30-PAUWYM-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAUWYM_01_Solid Tissue_Primary Tumor
PAUXFZ	01	TARGET	TARGET-30-PAUXFZ-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUXFZ_01_Solid Tissue_Primary Tumor
PAUXGR	01	GMKF	BS_8MJNDM75	BS_MBNSCVMH	NA	NBL, MYCN non-amplified	NA	PAUXGR_01_Solid Tissue_Primary Tumor
PAUXIW	09	TARGET	TARGET-30-PAUXIW-09A-01D	NA	NA	NBL, MYCN amplified	NA	PAUXIW_09_Bone Marrow_Primary Tumor
PAUXPT	01	GMKF	BS_DAX3YVG0	NA	NA	NBL, MYCN non-amplified	NA	PAUXPT_01_Solid Tissue_Primary Tumor
PAUXSV	01	GMKF	BS_WZXHZN97	NA	NA	NBL, MYCN non-amplified	NA	PAUXSV_01_Solid Tissue_Primary Tumor
PAUXSZ	01	TARGET	TARGET-30-PAUXSZ-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUXSZ_01_Solid Tissue_Primary Tumor
PAUXUP	01	TARGET	TARGET-30-PAUXUP-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUXUP_01_Solid Tissue_Primary Tumor
PAUYDE	01	TARGET	TARGET-30-PAUYDE-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUYDE_01_Solid Tissue_Primary Tumor
PAUYFR	01	GMKF	BS_BVAVPKKN	BS_5Y98E084	NA	NBL, MYCN non-amplified	NA	PAUYFR_01_Solid Tissue_Primary Tumor
PAUYJS	01	GMKF	BS_CWPHVM94	BS_48YZKWC2	NA	NBL, MYCN non-amplified	NA	PAUYJS_01_Solid Tissue_Primary Tumor
PAUYKM	01	GMKF	BS_BBK329W5	NA	NA	NBL, MYCN non-amplified	NA	PAUYKM_01_Solid Tissue_Primary Tumor
PAUYXX	01	TARGET	TARGET-30-PAUYXX-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUYXX_01_Solid Tissue_Primary Tumor
PAUZAE	01	TARGET	TARGET-30-PAUZAE-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUZAE_01_Solid Tissue_Primary Tumor
PAUZMG	01	TARGET	TARGET-30-PAUZMG-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUZMG_01_Solid Tissue_Primary Tumor
PAUZRC	01	TARGET	TARGET-30-PAUZRC-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUZRC_01_Solid Tissue_Primary Tumor
PAUZSB	01	TARGET	TARGET-30-PAUZSB-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUZSB_01_Solid Tissue_Primary Tumor
PAUZTF	01	TARGET	TARGET-30-PAUZTF-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUZTF_01_Solid Tissue_Primary Tumor
PAUZZI	01	TARGET	TARGET-30-PAUZZI-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUZZI_01_Solid Tissue_Primary Tumor
PAVABN	01	TARGET	TARGET-30-PAVABN-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAVABN_01_Solid Tissue_Primary Tumor
PAVAEE	01	GMKF	BS_RR3T675W	BS_323GG6M7	NA	NBL, MYCN non-amplified	NA	PAVAEE_01_Solid Tissue_Primary Tumor
PAVAGS	01	TARGET	TARGET-30-PAVAGS-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAVAGS_01_Solid Tissue_Primary Tumor
PAVAHC	01	GMKF	BS_CQC29CK5	NA	NA	NBL, MYCN non-amplified	NA	PAVAHC_01_Solid Tissue_Primary Tumor
PAVALS	01	GMKF	BS_H0MVFRCE	BS_NZDEF29S	NA	NBL, MYCN non-amplified	NA	PAVALS_01_Solid Tissue_Primary Tumor
PAVALS	01	TARGET	TARGET-30-PAVALS-01A-01D	BS_NZDEF29S	NA	NBL, MYCN non-amplified	NA	PAVALS_01_Solid Tissue_Primary Tumor
PAVAYF	01	TARGET	TARGET-30-PAVAYF-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAVAYF_01_Solid Tissue_Primary Tumor
PAVBAI	01	GMKF	BS_THY6PFYF	NA	NA	NBL, MYCN non-amplified	NA	PAVBAI_01_Solid Tissue_Primary Tumor
PAVBLT	01	GMKF	BS_2NPW3A08	BS_PRF6XPXV	NA	NBL, MYCN non-amplified	NA	PAVBLT_01_Solid Tissue_Primary Tumor
PAVBLZ	01	GMKF	BS_PNF2SHN9	BS_8EG9GQZS	NA	NBL, MYCN non-amplified	NA	PAVBLZ_01_Solid Tissue_Primary Tumor
PAVCGD	01	TARGET	TARGET-30-PAVCGD-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAVCGD_01_Solid Tissue_Primary Tumor
PAVCHH	01	TARGET	TARGET-30-PAVCHH-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAVCHH_01_Solid Tissue_Primary Tumor
PAVCJZ	01	TARGET	TARGET-30-PAVCJZ-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAVCJZ_01_Solid Tissue_Primary Tumor
PAVCKK	01	TARGET	TARGET-30-PAVCKK-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAVCKK_01_Solid Tissue_Primary Tumor
PAVCLI	01	TARGET	TARGET-30-PAVCLI-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAVCLI_01_Solid Tissue_Primary Tumor
PAVCLX	01	GMKF	BS_NX91DYXQ	BS_MEN59ZX5	NA	NBL, MYCN non-amplified	NA	PAVCLX_01_Solid Tissue_Primary Tumor
PAVCPT	01	GMKF	BS_Q4PTDFKS	NA	NA	NBL, MYCN non-amplified	NA	PAVCPT_01_Solid Tissue_Primary Tumor
PAVDAS	01	GMKF	BS_GZ39V8AK	NA	NA	NBL, MYCN non-amplified	NA	PAVDAS_01_Solid Tissue_Primary Tumor
PAVDBS	01	TARGET	TARGET-30-PAVDBS-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAVDBS_01_Solid Tissue_Primary Tumor
PAVDFW	01	GMKF	BS_Y3KBY0FY	BS_B2BWSTJV	NA	NBL, MYCN non-amplified	NA	PAVDFW_01_Solid Tissue_Primary Tumor
PAVDGG	01	TARGET	TARGET-30-PAVDGG-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAVDGG_01_Solid Tissue_Primary Tumor
PAVDNK	01	TARGET	TARGET-30-PAVDNK-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAVDNK_01_Solid Tissue_Primary Tumor
PAVDPE	09	TARGET	TARGET-30-PAVDPE-09A-01D	NA	NA	NBL, MYCN amplified	NA	PAVDPE_09_Bone Marrow_Primary Tumor
PAVDYS	01	TARGET	TARGET-30-PAVDYS-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAVDYS_01_Solid Tissue_Primary Tumor
PAVEKN	01	TARGET	TARGET-30-PAVEKN-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAVEKN_01_Solid Tissue_Primary Tumor
PAVETV	01	TARGET	TARGET-30-PAVETV-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAVETV_01_Solid Tissue_Primary Tumor
PAVEZM	01	TARGET	TARGET-30-PAVEZM-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAVEZM_01_Solid Tissue_Primary Tumor
PAVFAP	01	GMKF	BS_0TER803R	BS_ZGKT8MMX	NA	NBL, MYCN non-amplified	NA	PAVFAP_01_Solid Tissue_Primary Tumor
PAVFNX	01	GMKF	BS_J6FPW4H0	BS_FJAQ3KAX	NA	NBL, MYCN non-amplified	NA	PAVFNX_01_Solid Tissue_Primary Tumor
PAVFZW	09	GMKF	BS_6K2SSJ77	NA	NA	NBL, MYCN amplified	NA	PAVFZW_09_Bone Marrow_Primary Tumor
PAVGYW	01	GMKF	BS_JV1GTZ1Q	BS_82Q78622	NA	NBL, MYCN non-amplified	NA	PAVGYW_01_Solid Tissue_Primary Tumor
PAVHEU	01	GMKF	BS_X8H38ZNB	BS_KV05J5BX	NA	NBL, MYCN non-amplified	NA	PAVHEU_01_Solid Tissue_Primary Tumor
PAVHGP	01	GMKF	BS_MW0JYGG1	BS_6DXDS5EE	NA	NBL, MYCN non-amplified	NA	PAVHGP_01_Solid Tissue_Primary Tumor
PAVHWG	01	GMKF	BS_0T5A16N2	BS_KHW6ASK4	NA	NBL, MYCN non-amplified	NA	PAVHWG_01_Solid Tissue_Primary Tumor
PAVIAZ	01	GMKF	BS_4GHFYCWZ	BS_QM9CBE54	NA	NBL, MYCN non-amplified	NA	PAVIAZ_01_Solid Tissue_Primary Tumor
PAVINE	01	GMKF	BS_7BJQNVK8	BS_EMBK3HHP	NA	NBL, MYCN non-amplified	NA	PAVINE_01_Solid Tissue_Primary Tumor
PAVINT	01	GMKF	BS_GNETMRJF	BS_KG9X0NFD	NA	NBL, MYCN non-amplified	NA	PAVINT_01_Solid Tissue_Primary Tumor
PAVIZV	01	GMKF	BS_3KPKZVGX	BS_ZKQXXTG9	NA	NBL, MYCN non-amplified	NA	PAVIZV_01_Solid Tissue_Primary Tumor
PAVJEG	01	GMKF	BS_S8Q6R8MX	BS_70H191SN	NA	NBL, MYCN non-amplified	NA	PAVJEG_01_Solid Tissue_Primary Tumor
PAVJEV	01	GMKF	BS_WBTZK7A2	BS_HBMHZEGZ	NA	NBL, MYCN non-amplified	NA	PAVJEV_01_Solid Tissue_Primary Tumor
PAVJMA	01	GMKF	BS_59BAHXTQ	NA	NA	NBL, MYCN non-amplified	NA	PAVJMA_01_Solid Tissue_Primary Tumor
PAVJTD	01	GMKF	BS_TKRH7YW7	NA	NA	NBL, MYCN non-amplified	NA	PAVJTD_01_Solid Tissue_Primary Tumor
PAVKRF	01	GMKF	BS_95PV1RRY	BS_SZ3EJPGV	NA	NBL, MYCN non-amplified	NA	PAVKRF_01_Solid Tissue_Primary Tumor
PAVKZC	01	GMKF	BS_QWX24M4X	BS_5Y7PNW71	NA	NBL, MYCN non-amplified	NA	PAVKZC_01_Solid Tissue_Primary Tumor
PAVLFB	01	GMKF	BS_P5VHEN5Q	BS_R232Y3SW	NA	NBL, MYCN non-amplified	NA	PAVLFB_01_Solid Tissue_Primary Tumor
PAVMHB	01	GMKF	NA	BS_YG0W2BBN	NA	NBL, MYCN non-amplified	NA	PAVMHB_01_Solid Tissue_Primary Tumor
PAVNLK	01	GMKF	BS_87J6X9KJ	BS_135GYQQD	NA	NBL, MYCN non-amplified	NA	PAVNLK_01_Solid Tissue_Primary Tumor
PPTC_P0061	CHLA-79	PPTC	NA	PPTC_VID4Q7JK	NA	NBL, MYCN non-amplified	NA	PPTC_P0061_CHLA-79_Patient Derived Xenograft_Progressive
PPTC_P0062	COG-N-415	Maris	NA	MARIS_EYOIVTPU	NA	NBL, MYCN amplified	NA	PPTC_P0062_COG-N-415_Derived Cell Line_Progressive_NA_NA
