gene_id	coeff_KF_JAX	stderr_coef	proberr_coef
AC106053.1	0.999933378576929	5.91790907736721e-07	3.99162967268418e-07
AC106706.1	0.99725381661197	2.43613667447201e-05	1.64317418693137e-05
AC106707.1	0.984309724898776	0.000138286209788714	9.32740485024873e-05
AC106707.2	0.993771362188805	5.51578444664568e-05	3.72039660926251e-05
AC106712.1	0.999912851001811	7.74127195233594e-07	5.22148793185059e-07
AC106729.1	0.999674049604379	2.89500672925979e-06	1.95268203888573e-06
AC106730.1	0.508730423762666	0.00329207993697639	0.00222050791749057
AC106730.2	0.21383328989749	0.00423850352105291	0.00285887062495019
AC106730.3	0.999861362227532	1.23146001780103e-06	8.30619782006793e-07
AC106732.1	0.977592198247207	0.000196822547211144	0.000132756808093916
AC106733.1	0.99916660585764	7.40011189669706e-06	4.99137547432217e-06
AC106734.1	0.999594200166638	3.60406476924579e-06	2.43094168685628e-06
AC106736.1	0.999995027866808	4.41682837521446e-08	2.97915073908215e-08
AC106738.1	0.911667190686206	0.000750020586096673	0.000505888885322206
AC106738.2	0.999506105450066	4.38627465899323e-06	2.95854225749093e-06
AC106739.1	0.999618786995353	3.38574129465382e-06	2.283682503244e-06
AC106744.1	0.999941045462146	5.23688801770939e-07	3.53228096794498e-07
AC106744.2	0.991830787463185	7.22722358486555e-05	4.87476230799181e-05
AC106745.1	0.999654085494521	3.07229209308041e-06	2.07226101678274e-06
AC106748.1	0.0660733690228306	0.00442220334268595	0.00298277615464167
AC106754.1	0.999794281850206	1.82724501735165e-06	1.23247676420369e-06
AC106754.2	0.999999354766386	5.73172960218843e-09	3.8660516166761e-09
AC106760.1	0.999405380143398	5.28054950696003e-06	3.56173064244454e-06
AC106760.2	0.474562686565156	0.00344130372785877	0.00232115936444074
AC106771.1	0.993012440107881	6.1854942463332e-05	4.17211586915175e-05
AC106772.1	0.979778337625519	0.000177816589957256	0.000119937289926169
AC106772.2	0.998572321597354	1.26732824073438e-05	8.54812898375341e-06
AC106774.1	0.999834590791797	1.46923955904466e-06	9.91002082575622e-07
AC106774.10	0.99964409327733	3.16102368844789e-06	2.1321104778581e-06
AC106774.2	0.999578091661781	3.74710042477752e-06	2.52741923651244e-06
AC106774.4	0.99827994985197	1.52663879377509e-05	1.0297178664013e-05
AC106774.5	0.997103442404417	2.56934002970546e-05	1.73301985003634e-05
AC106774.6	0.915549229859161	0.000718514913374666	0.000484638309071212
AC106774.7	1	0	0
AC106774.8	0.999748910892689	2.230191704074e-06	1.50426430439791e-06
AC106774.9	0.819787797442061	0.00145661171194623	0.000982484599707732
AC106779.1	0.998504340501775	1.32762885695445e-05	8.9548566401578e-06
AC106782.1	0.994624909382049	4.76196153525731e-05	3.21194305553106e-05
AC106782.2	0.998693899290864	1.159476114499e-05	7.82066639229572e-06
AC106782.3	0.840756101814046	0.00130196078482993	0.00087817254936779
AC106782.4	0.999967237198949	2.91033351271647e-07	1.96301995432726e-07
AC106782.5	0.973627746267358	0.000231180576267669	0.000155931298692543
AC106782.6	0.999185278728913	7.23437396222796e-06	4.87958523752276e-06
AC106782.7	0.999482425033781	4.59652586199497e-06	3.10035669391561e-06
AC106785.1	0.999946340224567	4.76657080500776e-07	3.21505200797773e-07
AC106785.2	0.999938809182465	5.43552901075956e-07	3.66626431775732e-07
AC106785.3	0.992835882079742	6.341224287539e-05	4.27715578194505e-05
AC106785.4	0.905622746192245	0.000798809311222147	0.000538796880419338
AC106786.1	0.999154382422467	7.50860381237591e-06	5.06455327144755e-06
AC106786.2	0.98707379446141	0.000114083781356552	7.69495105249945e-05
AC106788.1	0.979183208852035	0.00018299475291511	0.000123429960841241
AC106789.1	0.996356939670402	3.23030412113589e-05	2.17884012970616e-05
AC106791.1	0.998159995561268	1.63300676899144e-05	1.10146306568473e-05
AC106791.2	0.999791627887672	1.85081578408832e-06	1.24837524636757e-06
AC106794.1	0.999135444702877	7.67668728557489e-06	5.17792557412026e-06
AC106794.2	0.999702850243659	2.63924494544169e-06	1.78017071570042e-06
AC106795.1	0.996468236043549	3.13179213672274e-05	2.11239379621949e-05
AC106795.2	0.998899788075219	9.76801289195003e-06	6.58852469562029e-06
AC106795.3	0.994438255507398	4.92686297174389e-05	3.32316907444125e-05
AC106795.5	0.987539471354559	0.000109999594592334	7.41947265525295e-05
AC106796.1	0.999809390800674	1.69305596757855e-06	1.14196625013173e-06
AC106798.1	0.996383527396169	3.20677147386186e-05	2.16296735911982e-05
AC106799.1	0.995017382424117	4.4151259180041e-05	2.97800243169377e-05
AC106799.2	0.844082499392068	0.00127706812443298	0.000861382449930047
AC106799.3	0.999630665576221	3.28026122720815e-06	2.2125361977519e-06
AC106800.1	0.993057392649628	6.14584018972802e-05	4.14536920797155e-05
AC106800.2	0.999236396738329	6.78064142933091e-06	4.5735426440837e-06
AC106800.3	0.984538398561572	0.000136286498866916	9.19252434857347e-05
AC106800.4	1	0	0
AC106801.1	0.9983962142616	1.42353057638556e-05	9.60171373772057e-06
AC106806.1	0.86756891165584	0.00109851360107228	0.000740947423923252
AC106806.2	0.993680087859745	5.59635642585768e-05	3.774742409241e-05
AC106818.1	0.999544609442963	4.04439879988852e-06	2.72794699052481e-06
AC106820.1	0.971062986496578	0.000253333757070236	0.000170873619143874
AC106820.2	0.993311123856062	5.92198221931072e-05	3.99437700692508e-05
AC106820.3	0.998844361833596	1.02598192654753e-05	6.92024809456308e-06
AC106820.4	0.999961529899385	3.41730560153608e-07	2.30497262823609e-07
AC106820.5	0.99323208656677	5.99172012606344e-05	4.04141522502979e-05
AC106821.1	0.999754586898922	2.17978319108866e-06	1.4702637623893e-06
AC106822.1	0.999975667231907	2.16149922054724e-07	1.45793122425911e-07
AC106827.1	0.99808712947899	1.69761362062995e-05	1.1450403871149e-05
AC106858.1	0.997315193247101	2.38176271030025e-05	1.60649894809752e-05
AC106864.1	0.993825705230344	5.4678098708159e-05	3.68803775786533e-05
AC106864.2	0.999792973523275	1.83886473287675e-06	1.24031426232537e-06
AC106865.1	0.999916062944112	7.45597348884657e-07	5.02905411822701e-07
AC106868.1	0.99997128752599	2.55054640915345e-07	1.720343552974e-07
AC106869.1	0.997107117666821	2.56608467573772e-05	1.73082411378509e-05
AC106870.2	0.999969188901382	2.73696562874076e-07	1.84608331658564e-07
AC106871.1	0.999366557478865	5.62520677164279e-06	3.79420196747306e-06
AC106872.1	0.998737796430458	1.12053153550313e-05	7.5579852069686e-06
AC106872.10	0.999508057086207	4.36894645399446e-06	2.94685438321926e-06
AC106872.11	0.999913788932219	7.65796105352077e-07	5.16529473059976e-07
AC106872.12	0.999792484289021	1.84320979190798e-06	1.24324500464193e-06
AC106872.2	0.881158474807028	0.000992961602212367	0.000669752600692241
AC106872.3	0.999898806628196	8.98874256738313e-07	6.06290686169992e-07
AC106872.4	0.997526446341873	2.19458662531532e-05	1.48024867877518e-05
AC106872.5	0.999889212748999	9.84089455686043e-07	6.63768337860236e-07
AC106872.6	0.99302571854619	6.1737811033941e-05	4.16421535423932e-05
AC106872.7	0.88877531883986	0.000933083098603756	0.000629364550008234
AC106872.8	0.999272878392513	6.45680959130915e-06	4.35511806933802e-06
AC106872.9	0.999970030704672	2.66218893297508e-07	1.79564643529169e-07
AC106873.1	0.999805190073947	1.73036462142082e-06	1.16713093714834e-06
AC106874.1	0.999638279163977	3.21265301804566e-06	2.1669344606718e-06
AC106875.1	0.999964231168332	3.17735571161607e-07	2.14312642748504e-07
AC106875.2	0.999974729565822	2.24479179522159e-07	1.51411206587696e-07
AC106876.1	0.999498731435482	4.45174682239335e-06	3.00270323170432e-06
AC106881.1	0.999944194208019	4.95719505409195e-07	3.34362806398502e-07
AC106882.1	0.999301245720567	6.20499693998775e-06	4.18527043602173e-06
AC106883.1	0.999791125220996	1.85528013507176e-06	1.2513864511059e-06
AC106886.1	0.999982572483232	1.54810557624064e-07	1.04419721117431e-07
AC106886.2	0.967232170659104	0.000286313710593784	0.000193118597795507
AC106886.3	0.997405455363516	2.30179282923223e-05	1.55255926331714e-05
AC106886.4	0.997658250572029	2.07778434855277e-05	1.40146554309885e-05
AC106886.5	0.996236973821681	3.3364774134744e-05	2.25045401538848e-05
AC106892.1	0.981557815901133	0.000162314738231486	0.000109481290937137
AC106894.1	0.999828433818266	1.52392389681899e-06	1.02788666840441e-06
AC106895.1	0.998129139874906	1.66036559824426e-05	1.11991659601575e-05
AC106895.2	0.998827887102245	1.04059970691676e-05	7.01884502315353e-06
AC106897.1	0.977731450788384	0.000195613173186132	0.000131941085314046
AC106900.1	0.937061679748093	0.000541498742013979	0.000365240901488429
AC106900.2	0.99969021437988	2.75145763479631e-06	1.85585817467011e-06
AC106901.1	0.999865808865624	1.19196508438484e-06	8.03980449417571e-07
AC107015.1	0.996683921585225	2.94085063146144e-05	1.98360375092074e-05
AC107016.1	0.999980324267792	1.74781507385903e-07	1.17890126731792e-07
AC107016.2	1	0	0
AC107021.1	0.999510236144882	4.34959896771363e-06	2.93380450372284e-06
AC107021.2	0.999857052050009	1.26974274406082e-06	8.5644148086902e-07
AC107027.1	0.992682497650795	6.4764919670356e-05	4.36839383176551e-05
AC107027.3	0.999839397303285	1.42654937409408e-06	9.62207552826458e-07
AC107029.1	0.997887418069438	1.87466394640722e-05	1.26446083185167e-05
AC107029.2	0.667594165051843	0.00246205562049838	0.00166065651602616
AC107031.1	0.999920351901853	7.07500847510611e-07	4.77209321645907e-07
AC107032.1	0.856094590173051	0.00118635886533035	0.000800199054665319
AC107032.2	0.937314595798615	0.000539393160668039	0.000363820686870593
AC107057.1	0.994809509309408	4.59884424152931e-05	3.10192044091152e-05
AC107058.1	0.999205197879496	7.05757080318843e-06	4.76033150675059e-06
AC107067.1	0.997264926311003	2.42629476717364e-05	1.63653582045862e-05
AC107068.1	0.999862345993832	1.22272224413217e-06	8.24726153667151e-07
AC107068.2	0.999998799178418	1.06671173793657e-08	7.19497067238218e-09
AC107072.2	0.999446493552397	4.91554102661439e-06	3.31553242245141e-06
AC107074.1	0.996030853071652	3.51887046530506e-05	2.37347812884826e-05
AC107075.1	0.681895926595466	0.00237633247722545	0.00160283625588856
AC107079.1	0.998570894041092	1.26859455441017e-05	8.5566702694966e-06
AC107081.1	0.998058981346264	1.72256995360595e-05	1.16187343370721e-05
AC107081.2	0.998645724014393	1.20221419253575e-05	8.10893472865362e-06
AC107081.3	0.999286066258497	6.33974370939788e-06	4.27615713198887e-06
AC107083.1	0.999952714763298	4.20033713055147e-07	2.83312739455697e-07
AC107208.1	0.998022186586154	1.75519138605119e-05	1.18387658989152e-05
AC107214.1	0.845653475306695	0.00126527775993525	0.000853429849076327
AC107214.2	0.999594608161575	3.60044194354402e-06	2.42849809092044e-06
AC107220.1	0.999493683328309	4.49656751538612e-06	3.03293478912794e-06
AC107222.1	0.999314753199438	6.08509049947754e-06	4.1043935418976e-06
AC107241.1	0.994978935227844	4.44910845527798e-05	3.00092365308499e-05
AC107294.1	0.999157012196175	7.48526276187781e-06	5.04880973288658e-06
AC107294.2	0.997876362906397	1.88446365458324e-05	1.27107073501639e-05
AC107294.3	0.99966063381959	3.01414202225222e-06	2.03303879400912e-06
AC107302.1	0.991643965412239	7.39180987901428e-05	4.98577576339514e-05
AC107304.1	0.999960156556593	3.53929744569211e-07	2.38725612711933e-07
AC107308.1	0.999755202799029	2.17431337569851e-06	1.46657437190864e-06
AC107373.1	0.997704374173784	2.03690688865031e-05	1.37389369639463e-05
AC107373.2	0.999352851116293	5.74688500625537e-06	3.87627393671925e-06
AC107375.1	0.999335768742824	5.89853144178055e-06	3.97855945748098e-06
AC107385.1	0.999644941309368	3.15349313841896e-06	2.12703112186359e-06
AC107391.1	0.999664309713731	2.9814993853128e-06	2.01102133539348e-06
AC107393.1	0.990454053302293	8.43936978073724e-05	5.69235491710727e-05
AC107396.1	0.999162959780186	7.43247363625333e-06	5.01320346765287e-06
AC107398.1	0.96645887685177	0.00029295527629515	0.000197598333861079
AC107398.2	0.933827648463177	0.000568372671229456	0.000383367366744268
AC107398.3	0.999966192831648	3.00310353478968e-07	2.02559333421564e-07
AC107398.4	0.98957590812841	9.21165359919975e-05	6.21326035266023e-05
AC107399.1	0.999929670983784	6.24723899164453e-07	4.21376269986423e-07
AC107401.1	0.999138260843107	7.65169257542413e-06	5.16106664212358e-06
AC107419.1	0.992761219900807	6.40707047663588e-05	4.3215690364909e-05
AC107421.1	0.975293022448074	0.00021676542154252	0.00014620827683043
AC107463.1	0.999982186582692	1.58238524243929e-07	1.0673188460253e-07
AC107464.1	0.99894495911285	9.36718248704619e-06	6.31816458751265e-06
AC107464.2	0.999255444061284	6.61156807091913e-06	4.45950266383495e-06
AC107464.3	0.999802740696297	1.75211863801762e-06	1.18180402134288e-06
AC107613.1	0.992534813518777	6.60671288211441e-05	4.45622783898617e-05
AC107626.1	1	0	0
AC107871.1	0.997998830854785	1.77589744451033e-05	1.19784282632221e-05
AC107871.2	0.98590475046794	0.000124328312140194	8.38594465385605e-05
AC107882.1	0.99999517276585	4.28811246381145e-08	2.89233185684083e-08
AC107884.1	0.998975879590839	9.09279561428809e-06	6.13309064183732e-06
AC107884.2	0.951044425416417	0.000424236630742142	0.000286147607435575
AC107886.1	0.999704519371107	2.62442216615961e-06	1.77017275107465e-06
AC107890.1	0.84695665618171	0.00125548059344683	0.00084682166027989
AC107892.1	0.999395540442576	5.36790501403109e-06	3.62065193196397e-06
AC107896.1	0.998918946811575	9.59800785185395e-06	6.47385629607549e-06
AC107905.1	0.999927939059841	6.40107809696173e-07	4.31752717640069e-07
AC107909.1	0.983877786784876	0.000142062165169959	9.58209304071372e-05
AC107909.2	0.999820071328619	1.59819640842126e-06	1.07798347748014e-06
AC107918.1	0.998998091723923	8.89568094422341e-06	6.00013679687869e-06
AC107918.2	0.999867448621849	1.17740076440363e-06	7.94156815590249e-07
AC107918.3	0.999918206796485	7.26554683465278e-07	4.9006113399733e-07
AC107918.4	0.999168453373226	7.38371373090544e-06	4.98031491149572e-06
AC107926.1	0.998888794385791	9.86556391876964e-06	6.65432286321012e-06
AC107934.2	1	0	0
AC107952.1	0.999985318635171	1.30416365505993e-07	8.79658385337925e-08
AC107952.2	0.999763506020381	2.10057204979163e-06	1.41683584758445e-06
AC107953.1	0.999906031150416	8.34703730590119e-07	5.63007666283035e-07
AC107953.2	0.999960318755776	3.52488956037294e-07	2.37753800847155e-07
AC107954.1	0.995756949786126	3.7611848323753e-05	2.53691916943714e-05
AC107956.1	0.970243242990194	0.000260401990563446	0.000175641142635044
AC107956.2	0.999828321592697	1.5249206465466e-06	1.02855897609568e-06
AC107958.1	0.999982432218494	1.56056533851556e-07	1.05260132082874e-07
AC107958.2	0.944088518560088	0.000482787357961483	0.00032564007294502
AC107958.3	0.999949429859945	4.49212699138262e-07	3.02993965568757e-07
AC107959.1	0.999553562590658	3.96490216865296e-06	2.67432651275642e-06
AC107959.2	0.988387917061399	0.000102553408394463	6.91722739620655e-05
AC107959.3	0.998004065478782	1.77125672293535e-05	1.19471265961989e-05
AC107973.1	0.993431871154217	5.81543111220352e-05	3.92250828518127e-05
AC107976.1	0.999891040014232	9.67859298689434e-07	6.52821096966023e-07
AC107977.1	0.999953305878806	4.14782969647295e-07	2.79771113027101e-07
AC107980.1	0.999586190561621	3.67518643792782e-06	2.47891325238231e-06
AC107982.1	0.974326237280351	0.0002251372175936	0.000151855053266883
AC107982.2	0.999743217367214	2.28075551762857e-06	1.53836959664047e-06
AC107982.3	0.999825963355764	1.54586568727501e-06	1.042686406067e-06
AC107983.1	0.331586798554708	0.00395324157517853	0.00266646144245792
AC107983.2	0.999713389383665	2.54565111029781e-06	1.71704167389587e-06
AC107990.1	0.999636036082399	3.23257150336012e-06	2.1803694790164e-06
AC107993.1	0.996374441492197	3.21481342724737e-05	2.16839165667835e-05
AC108002.1	0.999805712890003	1.72572125167156e-06	1.16399898425246e-06
AC108002.3	0.993645072983303	5.62726367717822e-05	3.79558935025671e-05
AC108010.1	0.998252417642372	1.55105376837484e-05	1.04618576676883e-05
AC108019.1	1	0	0
AC108022.1	0.995488835334362	3.99831343805677e-05	2.69686241396929e-05
AC108024.1	0.999713533725956	2.54436925801077e-06	1.71617706452826e-06
AC108025.1	0.952247695236218	0.000414064607870248	0.000279286578008482
AC108025.2	0.999309980734878	6.12745604706258e-06	4.13296910374371e-06
AC108032.1	1	0	0
AC108037.1	0.999971873653539	2.49848107718394e-07	1.68522548656057e-07
AC108039.1	0.991862551713026	7.1992368655139e-05	4.85588526578913e-05
AC108039.2	0.999901765754404	8.7259040364226e-07	5.88562227256705e-07
AC108043.1	0.999966903326897	2.93999101783009e-07	1.98302394152639e-07
AC108047.1	0.89859864370048	0.00085509779126813	0.000576763460210354
AC108051.1	0.999613659841508	3.43126928652883e-06	2.31439113376369e-06
AC108058.1	0.995692137598708	3.81851256185454e-05	2.57558672297089e-05
AC108059.1	0.999218869865621	6.93621568018579e-06	4.67847747628531e-06
AC108059.3	1	0	0
AC108062.1	0.993968694420446	5.34156506362465e-05	3.60288563541483e-05
AC108063.1	0.999834240747505	1.47234855339397e-06	9.9309909926423e-07
AC108064.1	0.999674789217357	2.8884387472854e-06	1.948251935044e-06
AC108066.1	0.994975418412689	4.45221681670596e-05	3.00302024286817e-05
AC108067.1	1	0	0
AC108073.1	0.869523607034841	0.00108343222775055	0.000730775037617749
AC108073.2	1	0	0
AC108075.1	0.999992974306567	6.24103358757167e-08	4.20957715481709e-08
AC108078.1	0.999814817554461	1.64485815170476e-06	1.10945682332486e-06
AC108078.3	0.999901822503081	8.7208634398669e-07	5.88222239019022e-07
AC108082.1	0.963317108296873	0.000319884258579625	0.000215761932411957
AC108097.1	0.999816150775323	1.63301708549949e-06	1.10147002416941e-06
AC108099.1	0.983908299322013	0.000141795482336474	9.56410528359519e-05
AC108102.1	0.999534734575508	4.13207872316754e-06	2.7870870987765e-06
AC108103.1	0.999932844065275	5.96538757610186e-07	4.0236539200807e-07
AC108112.1	0.989542824246971	9.24073579269279e-05	6.23287629217128e-05
AC108114.1	0.847693591357879	0.00124993372046575	0.000843080294454148
AC108120.1	0.993457474057033	5.79283666382325e-05	3.90726832974878e-05
AC108120.2	0.999999762863396	2.10652877274546e-09	1.42085365721681e-09
AC108120.3	0.999703502260916	2.63345467281543e-06	1.77626517681401e-06
AC108125.1	0.389074614267996	0.00376922966619949	0.00254234540985155
AC108134.1	0.997408684259371	2.29893197763566e-05	1.55062961891525e-05
AC108134.2	0.992680624850279	6.47814343565365e-05	4.36950774734839e-05
AC108134.3	0.999769122255766	2.05069363400583e-06	1.38319285613693e-06
AC108134.4	0.995638693713055	3.86578198456233e-05	2.60746994858729e-05
AC108136.1	0.954014001348152	0.000399109575837923	0.000269199408902679
AC108142.1	0.999966133324073	3.0083895255909e-07	2.02915873501106e-07
AC108156.1	1	0	0
AC108157.1	0.999739432018634	2.31437278224299e-06	1.5610444416229e-06
AC108159.1	0.875282118251406	0.00103880538638047	0.000700674233113625
AC108161.1	0.130725572850873	0.00436569078714377	0.00294465843592847
AC108174.1	0.987970819371127	0.000106214768264118	7.16418611941474e-05
AC108199.1	0.999764946622484	2.08777792780729e-06	1.40820621230602e-06
AC108206.1	0.998907848762924	9.69648677986095e-06	6.54028033301621e-06
AC108210.1	0.999519430652824	4.26796205245923e-06	2.87874040438375e-06
AC108215.1	0.999174196971185	7.33273455103264e-06	4.94592945467151e-06
AC108359.1	0.999402756335154	5.30384339883573e-06	3.5774423725147e-06
AC108448.1	0.959949293442805	0.00034865337391406	0.000235166700705034
AC108448.2	0.99935790579921	5.70201225257514e-06	3.84600726436193e-06
AC108449.1	0.693930494060862	0.00230279089227327	0.00155323245683832
AC108449.2	0.999692205160754	2.73377861495897e-06	1.84393367578983e-06
AC108449.3	0.99360218952679	5.66511495497039e-05	3.82112003712753e-05
AC108451.1	0.999407297816964	5.26352456532671e-06	3.55024731931286e-06
AC108451.2	0.999557136390371	3.93316955037407e-06	2.65292286172731e-06
AC108462.1	0.983301256447583	0.000147099547431451	9.92186447425137e-05
AC108463.1	0.997965288765102	1.80563338645174e-05	1.2178997191617e-05
AC108463.2	0.999980707995709	1.71372846600202e-07	1.15590985031836e-07
AC108463.3	0.999687965629629	2.77142749512587e-06	1.8693278454624e-06
AC108467.1	0.999628700433637	3.29771149357397e-06	2.22430640241565e-06
AC108467.2	0.999978826083875	1.88089884847323e-07	1.26866627329519e-07
AC108471.1	1	0	0
AC108471.2	0.989900659834764	8.92613088642905e-05	6.02067528289639e-05
AC108472.1	0.998668899409642	1.18165469550942e-05	7.97026092121106e-06
AC108474.1	0.995762908950786	3.75591363981561e-05	2.53336375005563e-05
AC108475.1	0.989608275573532	9.18320024393557e-05	6.19406856453454e-05
AC108477.1	0.998783777368193	1.079736420954e-05	7.28282215933474e-06
AC108479.1	0.253147718484407	0.00415695989101081	0.00280386944648679
AC108479.2	0.827704028655398	0.00139868477116071	0.000943412878147896
AC108482.1	0.999495840231015	4.47741702375074e-06	3.02001778251987e-06
AC108488.1	0.99231267483586	6.80254782651314e-05	4.58831850898311e-05
AC108488.2	0.569165690638994	0.00300274145071658	0.00202534910850833
AC108515.1	0.999977581167301	1.99148471694387e-07	1.34325644157864e-07
AC108516.2	0.898701781842639	0.000854274451987435	0.000576208117865525
AC108517.1	0.999938040619144	5.50379773107759e-07	3.71231156961184e-07
AC108667.1	0.999971272711786	2.55186234494058e-07	1.72123115166242e-07
AC108673.1	0.999974924583431	2.22746845058259e-07	1.50242746991796e-07
AC108673.2	0.999712291558914	2.55540049344379e-06	1.72361763282784e-06
AC108673.3	0.999271817484942	6.46622697507646e-06	4.36147009468907e-06
AC108676.1	0.999966693810804	2.95860210816628e-07	1.99557712195816e-07
AC108681.1	0.99762623946775	2.10615336879637e-05	1.42060044725315e-05
AC108688.1	0.999168727092993	7.38128424834452e-06	4.97867622550838e-06
AC108693.1	0.999575453453501	3.770526206103e-06	2.54321992601648e-06
AC108704.1	0.99897448714517	9.10515229452767e-06	6.14142522265892e-06
AC108704.2	0.996321349737188	3.26180358895838e-05	2.20008652075243e-05
AC108706.1	0.982734588625891	0.000152047879519883	0.000102556294736161
AC108718.1	0.997207865090338	2.47684323873887e-05	1.67063076452937e-05
AC108721.1	1	0	0
AC108724.1	0.999980497268505	1.7324473964803e-07	1.16853576892596e-07
AC108724.2	0.999869807701802	1.15644736688196e-06	7.80023748961879e-07
AC108725.1	0.999928061758739	6.39017930799442e-07	4.31017594324224e-07
AC108727.1	0.977089886946092	0.000201183565782898	0.000135698315120565
AC108727.2	0.999936259119466	5.66204174917064e-07	3.8190471598156e-07
AC108729.1	0.981541988075234	0.000162452745671073	0.000109574376955139
AC108729.2	0.999073481601359	8.22662423090612e-06	5.54885804374618e-06
AC108733.1	0.999082302490263	8.14833887123011e-06	5.49605456864471e-06
AC108734.1	0.994102689273679	5.22324484979178e-05	3.52307865118455e-05
AC108734.2	0.999845866372013	1.36909246415474e-06	9.2345286707237e-07
AC108734.3	0.999425811045059	5.09916403235593e-06	3.43938613982408e-06
AC108738.1	0.999976725147177	2.06752485597916e-07	1.39454551535795e-07
AC108740.1	0.89336943750715	0.000896718061046962	0.000604836332176176
AC108747.1	0.969834494664911	0.000263924190239945	0.000178016866316843
AC108748.1	0.994208553284557	5.12975347057988e-05	3.46001871590613e-05
AC108750.1	0.99980115677704	1.7661861038172e-06	1.1912925270247e-06
AC108751.1	0.999832285001307	1.48971891764548e-06	1.00481540995188e-06
AC108751.2	1	0	0
AC108751.3	0.999877814343455	1.08533183951182e-06	7.32056325750722e-07
AC108751.4	0.998993569074941	8.93581614202122e-06	6.02720798779331e-06
AC108751.5	0.999983705183002	1.44748742357046e-07	9.76330267198274e-08
AC108752.1	0.997568907723339	2.1569598819453e-05	1.45486944037211e-05
AC108860.1	0.999951148191057	4.33949199745654e-07	2.92698735228444e-07
AC108860.2	0.999916583416874	7.40974278407935e-07	4.99787150786152e-07
AC108861.1	0.911311443056041	0.000752901050075525	0.000507831758275941
AC108863.1	0.997025776847839	2.63812928540144e-05	1.77941820300327e-05
AC108865.1	0.996344965543156	3.24090214905725e-05	2.18598849953912e-05
AC108865.2	0.996070476670025	3.48381108844728e-05	2.34983057915769e-05
AC108866.1	0.978141212374551	0.000192053495523577	0.000129540082730653
AC108868.1	0.999141672481586	7.62141241402487e-06	5.14064267325978e-06
AC108868.2	0.999003201980831	8.85033093774774e-06	5.96954821751085e-06
AC108879.1	0.985000698098511	0.000132242351999319	8.91974664235404e-05
AC108935.1	0.967472648849722	0.000284247239838644	0.000191724763271165
AC108941.1	0.974966557135951	0.000219593349342267	0.000148115714131359
AC108941.2	0.99924180391908	6.73264497483203e-06	4.54116903552421e-06
AC109309.2	0.991048981977586	7.91577115435901e-05	5.33918764361515e-05
AC109315.1	0.998426525815238	1.39664702960448e-05	9.42038421468225e-06
AC109322.1	0.998183861313893	1.61184512826501e-05	1.08718953901475e-05
AC109326.1	0.994190892333864	5.14535102702038e-05	3.47053926772524e-05
AC109327.1	0.957735865955691	0.000367506417023679	0.000247883078282472
AC109327.2	0.94383877179141	0.000484881586128935	0.000327052629843967
AC109329.1	0.99985680428723	1.2719433525015e-06	8.57925791262262e-07
AC109329.2	0.999815222391353	1.64126257474387e-06	1.10703160666474e-06
AC109347.1	0.999806047183544	1.72275223578064e-06	1.16199638303404e-06
AC109347.2	0.999245453907566	6.70024596539329e-06	4.51931590365778e-06
AC109349.1	0.986429341504552	0.000119732733504691	8.0759728748914e-05
AC109361.1	0.996762544028401	2.87123769292767e-05	1.93664982387971e-05
AC109361.2	0.91207279186719	0.00074673508977989	0.000503672818056536
AC109439.1	0.994904591104923	4.51481568438196e-05	3.04524317911564e-05
AC109439.2	0.999254062738493	6.62382947628314e-06	4.46777298175298e-06
AC109445.1	0.99999819051093	1.60740169250194e-08	1.08419244159256e-08
AC109446.1	0.940987561407112	0.000508750873834703	0.000343152464401507
AC109446.2	0.443696722937703	0.00356719165477278	0.00240607077114424
AC109446.3	0.999670284366644	2.92844307853203e-06	1.97523485646985e-06
AC109446.4	0.99646479629047	3.13483693712189e-05	2.11444751408872e-05
AC109449.1	0.999361819732886	5.66726630060835e-06	3.82257111976033e-06
AC109454.1	0.986062350177238	0.000122947947163683	8.29283903619042e-05
AC109454.2	0.982375344510871	0.000155183441340545	0.000104671231184197
AC109454.3	0.999992684239238	6.49870399912452e-08	4.38337584740949e-08
AC109454.4	0.996018584609771	3.52972544672899e-05	2.3807998138187e-05
AC109458.1	0.972486062352067	0.000241049117751645	0.000162587629923485
AC109460.1	0.9981613633682	1.63179395525182e-05	1.10064502281736e-05
AC109460.2	0.809589789349719	0.0015304150397444	0.0010322649443076
AC109460.3	0.917658539171304	0.000701340147976191	0.000473053929809941
AC109460.4	0.995442122046119	4.03962156407043e-05	2.7247247449655e-05
AC109462.1	0.999951945504865	4.26866854532071e-07	2.87921693381882e-07
AC109462.2	0.997412018371597	2.29597789299134e-05	1.54863708882266e-05
AC109462.3	0.99985234638575	1.31153797025024e-06	8.84632360933787e-07
AC109462.4	0.997927834635335	1.83883627343109e-05	1.24029506642927e-05
AC109464.1	0.99934781792371	5.79156675479974e-06	3.90641177611242e-06
AC109464.2	0.999945756044859	4.81846178658342e-07	3.25005247505052e-07
AC109464.3	0.995228247794401	4.22872381993022e-05	2.85227421654293e-05
AC109466.1	0.999181180923425	7.27074580676617e-06	4.90411804666378e-06
AC109471.1	0.999769567203709	2.04674198948703e-06	1.380527471909e-06
AC109479.1	0.997961292502584	1.80917611132104e-05	1.22028928708604e-05
AC109479.2	0.999914279529614	7.61438411138862e-07	5.13590208313162e-07
AC109479.3	1	0	0
AC109481.1	0.999996281539446	3.30317225054324e-08	2.22798968299142e-08
