"","NBL_over_GTEX_logFC","average_logCPM","LR","PValue","BH FDR"
"LSM4",0.0342689542728571,5.48728154037762,0.895421525608981,0.344012342238801,0.356577452468648
"G3BP1",-0.034902972858206,6.58914796796368,0.951871428280356,0.32924339840302,0.341437598343873
"RPL8",-0.0422583296867181,9.50880861336218,0.954505485524351,0.328575110122887,0.340912910700624
"THRAP3",-0.0340745369947898,6.88309047012899,0.972370445491833,0.324089707354023,0.336425301751581
"TSPAN3",-0.0454576840720793,7.17395252747376,0.99531057479544,0.318447878286457,0.330732217804926
"LRRC42",-0.0359309915181638,4.09610870945849,1.02295857746685,0.31181825278395,0.324007090967983
"SSBP1",-0.0323515857878262,5.05064912060195,1.07428129677464,0.299980400749367,0.311860812660233
"TOP1",0.0364970990519229,5.98678788659638,1.08173614847874,0.298309492188711,0.31027733214279
"CDC42BPB",0.0388926689801703,7.06948003597164,1.09976659126733,0.29431733346575,0.306276709751277
"SUB1",-0.0381474602030439,6.38830266507509,1.11022543881336,0.29203294839674,0.304050169376873
"RPL37A",0.0407720873972225,9.02825490514732,1.12896117285709,0.287997031079539,0.29999690737452
"FARSA",-0.03622392695157,5.20878984758287,1.13639074277125,0.286416275534257,0.298498351673419
"PSMB2",0.0344316692929147,5.83359888777347,1.15077799352184,0.28338634755575,0.295487254154456
"METTL9",-0.0604689541208769,6.2904620406432,1.15083830525327,0.283373731732859,0.295487254154456
"BRAT1",0.0324012585827353,5.71867204958617,1.18066948134583,0.277219744608384,0.289344663855669
"DDX50",0.0320661636759215,4.91834515095899,1.20655524759059,0.272015420935854,0.284053895557083
"TMEM101",-0.0382017153539773,4.28026193052215,1.21511755059873,0.2703209672628,0.28242489117009
"AAR2",0.0373937955002881,4.9015568813749,1.21748477499568,0.269854831300773,0.282078220871889
"MRPL38",-0.0341952944439378,5.57597047711037,1.23593565420015,0.266255792543296,0.278454763117989
"SERINC1",0.0492025659038474,7.99811500561981,1.25960301487066,0.261726247828479,0.273854070971503
"TRMT112",0.0336121136637758,5.85125452465467,1.2604465592558,0.261566579944832,0.273823438626195
"IER3IP1",-0.0390264230680292,4.58163327677379,1.29417988887144,0.255279076959366,0.267374594321531
"PHB",-0.0421326149554754,6.24402501655784,1.2960294210352,0.254939771235226,0.267152454887213
"RRN3",-0.0380726937469023,5.33214243622523,1.30434870429053,0.253420408026617,0.265692889094306
"MAD2L2",0.0470304815782998,4.29241487655671,1.32032435041583,0.25053384822981,0.262797742898402
"RNF139",-0.0377111371569488,4.67104826315692,1.32783615698281,0.249190532775244,0.261519299764124
"NSA2",-0.0368560213425423,5.89401227125835,1.3362193304929,0.247701798905368,0.260086888850637
"ERH",0.035223094400589,5.3647201396422,1.34146880369735,0.246775107758197,0.259243484888551
"RPL26",-0.0516365216620911,8.8014027115117,1.37083333665032,0.241668756546864,0.254006200574782
"TSPYL1",-0.0568027295030554,6.43973063233508,1.38254292963393,0.239668468431979,0.252029936758716
"BFAR",0.0398227307428442,5.22764571932238,1.38480378005079,0.23928458059907,0.251752314257539
"PRMT1",0.0418112466754959,6.32332119308314,1.39781544403013,0.237089679162707,0.249568083329165
"SCAF1",-0.031090181819522,6.22166897768258,1.44731982954363,0.228958495852909,0.241129810075781
"WDR75",-0.0376972816595619,4.88839378231082,1.46831646976352,0.225611504788158,0.237724114428064
"DYNLT1",0.0528447770398184,5.44949025033944,1.46895014692745,0.225511409929309,0.237724114428064
"ARFGEF2",-0.0430894186719491,5.80175523329522,1.50117472233796,0.220490700146674,0.232561763087903
"TAF9B",-0.0457101692758339,4.32571357203394,1.51404846276637,0.218522364687718,0.230601490373974
"C22orf39",-0.058687154432293,5.22193670351886,1.53873979436321,0.214805481743619,0.226793117979688
"DCAF15",0.04599752956663,4.84036886627854,1.57461592427535,0.209537933884988,0.221342887906677
"RMND5A",-0.0644819340415292,6.01520884080757,1.66837756595851,0.196475987103673,0.207649508262563
"MRPL12",-0.0692623869931273,5.12234712311407,1.75260306759628,0.185549824893802,0.1962007211868
"BAG6",-0.0507583336883082,7.60367955465929,1.84814953747082,0.173998767572575,0.184079300706502
"BLOC1S2",-0.0591627852112,4.68504907542263,1.8773953347827,0.170630480454341,0.180606859351873
"RPL21",-0.0536082552744154,8.68044523804864,1.88440431297386,0.169834412060894,0.179854899308057
"TATDN2",-0.034922829979161,5.6540357933367,1.90396522852643,0.167635154554817,0.17761545134466
"COQ4",-0.0513618909363544,5.4138794701347,1.93927255384733,0.163747540837346,0.173583965551957
"DYNC1LI2",0.0616942475962798,7.45630978855936,1.99656545420476,0.157656093021086,0.167211007749637
"RPL23A",-0.0577301139936422,8.43987823282327,2.04155546089532,0.153053071340161,0.162411040835947
"COX6A1",-0.0716822024261614,6.67843025232615,2.04541292641443,0.152665555281736,0.162081732098911
"UBE2I",0.0339424482124044,6.34998890496215,2.0620505742063,0.151006842035978,0.160401804894059
"HNRNPUL2",0.0401439901196053,6.83869104833314,2.07314672747816,0.149911934267692,0.15931936334117
"MFAP1",-0.0424967825914333,4.63266166365446,2.08512669599622,0.148739881558584,0.158153798112924
"SP2",-0.0447783550022368,4.66223099180587,2.10557211091509,0.146763442561192,0.156131321873609
"VARS",0.0577085370388375,6.02273477346203,2.11304182128697,0.146048757985531,0.155449767749424
"GDI2",0.0495165910759443,6.98545243480804,2.15435597200485,0.142166042672136,0.151393858829354
"POLR2K",0.0508333709006898,4.57816452828396,2.1957947600913,0.138387814520713,0.147445160067731
"MZT2B",-0.055623393428829,6.13501033049624,2.2148522430598,0.136688148132425,0.145708178212229
"PPP2CA",-0.0497351060677067,6.73526416084977,2.23264112994548,0.135122697730518,0.144112577569369
"KCTD5",-0.0538774401280808,4.44512890615811,2.26987165898936,0.131910825708903,0.140758503043037
"ABCE1",-0.0636183541223998,5.41445126947098,2.34045386525213,0.126052822830615,0.134575967434821
"MTDH",-0.0590057918842209,6.35508992178733,2.37956956544076,0.122931414547357,0.131310259689445
"CUL3",-0.0626033311788453,6.11717323572438,2.38131507339858,0.122794137914425,0.131230376397095
"NGRN",0.0871868389929186,7.34148426039638,2.56613898510659,0.109173901874698,0.116733805466836
"YWHAZ",0.0703987848541009,8.76352742781793,2.57722243025455,0.108411745321048,0.115977924184514
"WDR59",-0.043132469895973,5.55115445179825,2.6414219225062,0.104110325336553,0.11143306993209
"KDM4B",-0.0757317022305669,6.12216548840676,2.74140848619572,0.0977785493531297,0.104709308333285
"SMAP1",0.0526499872598084,5.01594771519004,2.77849978199447,0.0955376213741675,0.102361737186608
"SNRPA",-0.0552242060204343,5.44886305061901,2.86647575667848,0.0904427209728254,0.0969523808284498
"PPP1CC",-0.0576937887682904,6.58813012803967,2.92395200392821,0.0872738755439643,0.0936032373045583
"DDX49",-0.053325859290859,4.94891594198927,3.00257127377517,0.0831324832396013,0.0892070591738185
"ZRANB1",-0.0803380634661032,5.62543409547171,3.02169255989429,0.0821576791646259,0.0882060972626352
"ATP6V1G1",0.0489522053174842,5.7296890698568,3.07060973916668,0.0797195659831857,0.0856322703655703
"DPY30",0.0517111899054008,4.11444959406353,3.09776876870637,0.0783996777122887,0.08425758607769
"PHF5A",0.0470969353672037,3.83305580626016,3.13069597110734,0.0768309340041944,0.0826139075313918
"G3BP2",-0.0723746215400787,6.47950625369178,3.22295971508902,0.0726122295526417,0.0781176649900346
"IPO5",0.0795504951361846,7.1225510658805,3.23794025836469,0.0719510418730353,0.0774460214932722
"HNRNPDL",-0.0535156266243597,8.20934215402096,3.25678579233318,0.0711284200543073,0.0765998369815617
"COA3",0.0700914141543308,4.90854623578397,3.3062224247733,0.0690179763058419,0.0743651873998297
"ZNF777",-0.0508987037006056,4.08789406693571,3.34649402475407,0.0673483139031144,0.0726034184787167
"PSMD3",0.0700409561729177,6.60549674614964,3.44085929952053,0.0636026048641285,0.0686006523958243
"B4GALT5",-0.108931756634543,6.17704328037806,3.51836342072784,0.0606923500729047,0.0654953418052929
"WBP11",-0.0534179138431341,6.0229254744061,3.5346879892295,0.0600976402625392,0.0648869123657235
"FAM220A",-0.104031953223899,4.24594768968713,3.5561641317945,0.0593246813622108,0.0640853039406598
"NUS1",0.0619199340608458,5.3032125754385,3.59545138435169,0.0579378923854763,0.0626194410753989
"COPZ1",-0.0578842394746669,6.25822034288201,3.61781407233502,0.0571639354380325,0.0618147602573987
"KPNA6",0.0566219402906871,6.32491481805626,3.68130290116096,0.0550258355199975,0.059533361459039
"PSMC5",-0.0571798640054934,6.86339200641364,3.70700873095302,0.0541844140093431,0.0586532316595982
"USP48",-0.0559805566272982,5.90106332314192,3.82620381878769,0.0504570900368421,0.0546466679099373
"ERP29",-0.0802994150567373,6.23073953653758,3.85576862665403,0.0495752069601178,0.0537192645078676
"AP1G1",0.0566309303247681,6.35679859541439,3.89241656325612,0.048504584120634,0.0525862811839605
"HNRNPD",0.057020899466691,7.28157810738854,3.95405281163585,0.0467586259779618,0.0507195839636982
"PPP5C",0.0542923888822718,5.77353512619325,4.01361977056877,0.0451341517036286,0.0489828002985117
"C12orf57",0.0736799697952081,5.93700294259989,4.04207430805945,0.0443792413196738,0.048188421288167
"FAM8A1",0.0681429907899611,5.54645097941379,4.082009180971,0.0433420924398851,0.047086598098168
"RPS15A",-0.0933817593942331,8.50953283795888,4.12740096033485,0.0421941068521312,0.0458631596218817
"SLC35E1",-0.0653844970146929,5.3978628455466,4.15480644208765,0.0415165186378907,0.0451500202690681
"ARPP19",-0.105590736790648,7.21958456746569,4.23710429261155,0.0395495679941547,0.043033208698303
"CMTR1",0.0584597697340557,5.89588627623407,4.3039653706328,0.0380236174036343,0.0413942957737854
"WNK1",-0.0982873599681321,7.88199383102213,4.32799393236928,0.037490406136804,0.0408349859373903
"PRPS1",-0.0768908339623048,4.81758449826324,4.41743090821365,0.0355735580711091,0.0387672402435542
"PTMA",0.0927635588693619,9.27683907951316,4.42218217728077,0.035474641414494,0.0386795155609748
"MRPS26",-0.0674885297795295,4.80711396637141,4.44384243470995,0.0350273287194573,0.0382116313303171
"PWP1",0.0595369619177956,5.00883716477586,4.45757854099793,0.0347467201694102,0.0379252143221213
"RAB35",-0.0795286736044165,5.56309458712912,4.49578405944885,0.0339785284464132,0.0371060373049754
"UBE3C",-0.0748691294251483,6.07017769537022,4.54737312417819,0.0329692906777504,0.036022638097438
"MAU2",-0.0709078724143064,6.37409655003506,4.60662262684673,0.0318486998739361,0.0348163819548495
"RPL19",-0.0872952970108146,9.42939694986724,4.64199514167012,0.0311987115243651,0.0341235907297743
"NPM1",-0.101257275779117,8.30054833270269,4.64305957244869,0.0311793678819456,0.0341202045607534
"PPIH",0.0692958115400581,3.20705935970811,4.73841924596309,0.0294961616380853,0.0322950674869547
"KHSRP",0.0603304506652149,6.56882482044993,4.78422147373931,0.0287216282931042,0.0314634425746056
"MRPL44",0.0855358175190311,4.16802602572871,5.03311897028652,0.0248670775070231,0.0272551475807664
"COPS2",-0.0845266130185373,5.75777707883897,5.10099956425984,0.0239120601247333,0.0262221024866527
"LEMD2",-0.0604536777844989,5.71990263994271,5.10479445792043,0.0238598059051096,0.0261784704288037
"SECISBP2L",-0.120508634828736,6.23247496764736,5.2461573973178,0.0219952919948433,0.0241453806529905
"ARHGDIA",0.0902911507572078,8.03034506526314,5.26384637741285,0.0217728486750871,0.0239136936284953
"SRP9",0.083597110550095,6.68468197645729,5.26574344217261,0.0217491313433129,0.0239001443333109
"MSL1",0.0874566258611734,7.07943907971805,5.37360607322262,0.0204436705370523,0.0224773340983297
"MCTS1",-0.0766768322951909,4.01480340724334,5.50529177147291,0.0189590169063775,0.0208559117356693
"DKC1",-0.0879250500700721,5.19051149644748,5.55449112699716,0.0184333308100077,0.0202882571808261
"RP9",0.0741491516964673,3.24835239700994,5.62722068060793,0.0176836477622985,0.0194733404828667
"RPL9",-0.108604319914309,8.76726320743258,5.65320503040493,0.0174234988955073,0.0191969295281035
"ZC3H18",-0.0627710523602324,5.5017805157117,5.65930453125293,0.0173630066085222,0.0191403222456151
"EEF2",-0.102767585129752,10.8105944998899,5.6747626161341,0.0172106684437528,0.0189823549011979
"LDB1",0.091848600102612,6.04286380318991,5.6936717394783,0.0170261939237716,0.0187887584024804
"LARP4B",0.0755621790364501,6.04607852445009,5.74661659438607,0.016520444851256,0.0182402387947622
"MLEC",-0.109283436033293,6.99369189135567,5.83435082372853,0.0157162077352878,0.0173614078085767
"TMEM131",-0.0720408293464468,6.0216896074224,5.86328450837209,0.015459918382997,0.0170872782127862
"DHX30",0.0576978377338535,6.28812113748616,5.87611913781438,0.0153476139529433,0.0169720849400637
"XPOT",-0.0994669844405116,6.08098334615812,6.07907348863409,0.0136792495791866,0.0151351022741263
"MRPL9",-0.0652504011013879,4.74648244665774,6.16264427315946,0.0130476014825077,0.0144438392795288
"B4GAT1",0.177192235119657,5.46495037999471,6.17965950584221,0.0129227142414592,0.0143131328623756
"IFRD1",-0.118252928260929,5.99174271746532,6.18042446924301,0.0129171285628021,0.0143131328623756
"RPIA",-0.109174141496124,3.83398671898169,6.19909995944545,0.0127815292409914,0.0141717061278152
"VBP1",0.108148997353535,4.91018853074246,6.2221870482208,0.0126159178472307,0.013995471462855
"STRAP",-0.0854137736343746,6.27755757300274,6.37035188005211,0.0116042583308125,0.0128799907477306
"UBE2J1",0.11465086653954,5.77819918747529,6.38788223812116,0.0114902032001317,0.0127601410472113
"POP7",-0.0981253521569371,3.99615130038643,6.39799291824602,0.0114249454511644,0.0126943838346271
"MPZL1",-0.115514847234062,6.32201446528426,6.47128802827319,0.0109631048433009,0.0121876761095457
"EXOSC10",-0.0685708436442821,6.07203684300179,6.49080742202023,0.0108433716604373,0.0120609536477322
"HTATSF1",0.115718739309118,6.03771585840791,6.69953486043596,0.00964380664674794,0.0107323762364444
"STIP1",0.113358868670334,6.72891051002343,6.74977901415332,0.00937592965751932,0.0104397944224764
"PI4K2A",-0.0846725793781369,5.13782208649792,6.76692359030676,0.00928627746618603,0.0103454550021171
"IRF2BP1",0.079044060985855,4.57706585816201,6.77808677422399,0.00922837548482437,0.0102864057951864
"LONP2",0.0766325835306083,6.37820568598813,6.87015238153253,0.00876471777252256,0.0097747781849694
"CUEDC2",-0.0874640583750957,5.35848898834389,7.05817813719295,0.00789042004730522,0.00880440069040434
"SDHAF2",-0.0805501783196346,4.04172459384344,7.14634333609865,0.00751169869982684,0.00838626649103475
"PRDX2",-0.135339679638952,7.1188856916673,7.18515822307381,0.00735090699240742,0.00821111951279552
"VPS54",-0.0690465951092739,4.87312240642583,7.22990247952293,0.0071699101973712,0.00801320458460858
"TBC1D22B",0.0933102824324545,4.19581050145766,7.32943204332332,0.00678344854761973,0.00758532585197095
"MED9",-0.107726298075529,4.18708409269949,7.33365062561825,0.00676754642558382,0.00757157564929464
"NUMA1",0.0876151449505466,8.44860627925263,7.35515491344631,0.00668707478276654,0.00748553147324612
"OTUD4",0.100848376414248,5.79056762965091,7.3811909272481,0.00659095112199551,0.00738186525663497
"FAM32A",-0.0849171182625758,5.68191497848876,7.39719882319514,0.00653255230964054,0.00732036278028022
"SNRPB",-0.119259482444851,6.07058513419101,7.52916289000495,0.00607081095247375,0.00680656860661766
"TOMM5",-0.0999784346469913,4.84332903584761,7.53967929632017,0.00603547845100602,0.00677056877516701
"POLR2F",-0.087751507709114,4.66247125138112,7.59246180067021,0.00586128568480651,0.00657867447252468
"ATP6V1B2",0.151975810179259,7.1299841632702,7.63162712341909,0.00573535377597205,0.00644077162007557
"BSDC1",0.0638290806836637,6.33766616741081,7.66181574096481,0.00564017138543811,0.00633727121959338
"PPP1R15B",0.10821869821108,5.83119178296302,7.67875128184824,0.00558748186701178,0.00628143036441367
"PPIA",-0.107847403734656,8.79853792358269,7.69073832057802,0.00555049164221025,0.00624318824244324
"KIF1BP",-0.119461950553439,4.78105548866766,7.70810357811024,0.00549734742266573,0.00618672539528298
"POLE3",-0.0954185840570334,5.24313302767304,7.7363727815482,0.00541194030617602,0.00609387380320088
"TMEM30A",-0.100897034921145,7.06735367596901,7.79210157232228,0.00524751222991934,0.0059118968255529
"SNRPC",-0.0938439616835186,5.15850697914404,7.8249081090471,0.00515310666765963,0.00580865485887559
"EEF1G",-0.133107928333506,10.1371029425429,7.90403572572723,0.00493246278505476,0.00556292795306927
"RPL27",0.11590873759272,8.35803435901547,7.91082470893161,0.00491398624139329,0.00554506776299082
"HNRNPA2B1",-0.0793491294951693,9.20203449255116,7.93020941214672,0.00486161700528649,0.00548892242532346
"PGAM5",0.111292667166569,4.51093751104767,7.93370259314725,0.00485224054934417,0.00548128303045872
"TMEM167A",-0.0894608991265223,5.96957608210165,7.98240435164553,0.00472341682157172,0.0053386304226591
"PNN",-0.0856503296445009,7.0855315495579,8.12132298485267,0.00437476221666055,0.00494722706245942
"RSL24D1",-0.109550658793883,5.80348538563254,8.15693459163413,0.00428968158188375,0.00485362678984691
"UBAP2L",0.0743287745390263,6.783512612029,8.3091254517567,0.00394463804100642,0.00446562797095066
"NOC2L",-0.0911405600221272,6.15909320159071,8.31253131696394,0.00393724808286627,0.00445966611327894
"RRP7A",0.0877009551998231,5.26249837282396,8.31679944037933,0.00392800710125335,0.00445160006078361
"MEA1",-0.104489962101714,5.12540421290438,8.35258791199522,0.0038513839348273,0.00436712001249316
"DNAJC5",-0.144560504864622,6.77256050608899,8.50597130467031,0.00353982907047979,0.00401601353214887
"ARMC1",-0.103489489057615,4.54494577767913,8.52747147353148,0.00349825372816241,0.00397099071845463
"DDX23",-0.0786509841437029,6.29292917894695,8.53453381943473,0.00348470571490567,0.0039577512175781
"AGAP3",0.139858921459931,6.72841563278215,8.53993204790095,0.003474386032008,0.00394816594546363
"NDST1",-0.118805597212269,6.78348779401098,8.6715521009537,0.00323215790405093,0.00367489528885054
"MAP3K3",-0.154995424414243,6.19491764041128,8.69292640658205,0.00319447325006139,0.00363401615662455
"DNAJC13",0.0993985145155769,5.73781018202029,8.6967647859874,0.00318775331026775,0.00362833710111777
"PWP2",-0.242367495770105,3.00396981289616,8.70044840337687,0.00318131782365513,0.00362297582954217
"DUSP11",-0.0944275912011671,3.92182771933071,8.70255545659893,0.00317764262050369,0.0036207539354627
"PAPOLA",-0.0757559814142116,6.94347108806966,8.72696739908861,0.00313537559612784,0.00357453243858223
"MRPS14",0.0756707956527517,4.29479442963431,8.73332954545367,0.00312445426724755,0.00356401627442686
"ANP32A",0.132860645383123,6.29054773484486,8.88445696874987,0.00287608573319883,0.00328248915202041
"PIAS4",-0.10363040768975,4.54231710763772,8.93104736026544,0.00280363530553476,0.00320154113193202
"FAM89B",-0.134764976435982,5.23147319367684,8.93376642381918,0.00279946471353315,0.00319851789903134
"PIN1",-0.122067612052079,5.67996049832621,9.15272783053479,0.00248347563790691,0.00283903039717175
"CSNK2A2",-0.115434911228587,5.95787416817609,9.24377215760251,0.00236297683704449,0.00270275128420121
"MED19",0.0915492019195374,3.15434615111092,9.30323165828668,0.00228749993109011,0.00261784733258269
"PRKAR1A",-0.126519335746377,7.96760701117407,9.3455509614214,0.00223527443178601,0.00255947454021299
"GRB2",0.144358125124063,6.84678722059502,9.34994997031208,0.00222991556160001,0.00255473141263504
"EIF4A1",-0.149307786534902,8.55501731936599,9.41085326034045,0.00215704825726638,0.00247259898485775
"ACBD3",-0.106572186230845,5.20861308184885,9.4752276015297,0.00208265045417465,0.00238862149304575
"TSR1",-0.136782697796815,5.47728433879535,9.48674109113563,0.00206962114234393,0.00237497508137828
"EIF3B",-0.114439260926701,7.1765290429538,9.49248065881511,0.00206315682883062,0.00236885147104664
"SETD1A",0.0907741442268306,5.38622794618629,9.61936269004036,0.00192536535851191,0.0022118529829732
"SMU1",-0.0737275870019797,5.6067184164515,9.72054108323573,0.00182219862276508,0.00209448117559205
"PCID2",-0.0875202207247187,5.26364819300155,9.94760409818628,0.00161058875772825,0.00185226527449579
"TECPR1",0.159148373831747,5.60299769404521,10.1668495452959,0.00142988399731547,0.0016453459695137
"RTF1",0.0893045113501874,5.85067158573244,10.1805376592838,0.00141930788888426,0.00163407158259701
"ZFAND3",0.118593750184101,6.30138866312045,10.2092277638912,0.00139739674807807,0.00160972746624462
"ANKRD10",-0.121185298988416,6.53368584289617,10.2310196946055,0.00138098296615761,0.00159169277109274
"RPS3A",-0.144419046304687,9.73812821962692,10.2988318848566,0.00133114445440491,0.00153509245153779
"ACTR1A",-0.116194136406424,7.0578403483373,10.5484602263859,0.00116284919739812,0.0013417490739209
"TMEM258",-0.111243276701039,5.15387377554087,10.5601390601223,0.0011555250254016,0.00133403109034819
