"","NBL_over_GTEX_logFC","average_logCPM","LR","PValue","BH FDR"
"RPL34",-0.263753033996474,8.23383311420304,34.5113071081541,4.23782387635701e-09,5.62898807106244e-09
"ZC3H15",0.168058152089911,5.46000473810547,34.9683773472334,3.35103629286863e-09,4.45390899685071e-09
"WDR55",-0.181685947944292,5.15858021774009,35.4960111184591,2.55573405557583e-09,3.39901299348274e-09
"USP4",-0.209461843815622,5.8556421970897,35.5565085271101,2.47757841605975e-09,3.29715758791222e-09
"RPL36",-0.270544573386873,7.78285557963173,35.579510877893,2.44849403226825e-09,3.26051836890509e-09
"NUTF2",0.165610185296884,5.73897293889459,35.73742645944,2.25784481847289e-09,3.0085495677621e-09
"RABGAP1",-0.225680873171659,6.23316629715524,35.9337149971834,2.04145493501799e-09,2.72193991335732e-09
"TOR1B",-0.215109411115333,4.20895559002643,36.0006709903137,1.97249593078536e-09,2.63166547309356e-09
"INO80B",-0.178600157778499,4.19970151932101,36.1704348544226,1.80792683767642e-09,2.41363404902764e-09
"PRKRA",-0.227269548123845,5.19254937258886,36.1780533221699,1.80087274847471e-09,2.40574603803873e-09
"CHTOP",0.151451035254792,6.18840187911511,36.3468870602665,1.65142767310152e-09,2.20750993858255e-09
"POLR3C",0.192715957523255,3.99977059531008,36.397915997175,1.60875140706183e-09,2.15183309224831e-09
"TMEM183A",-0.198938811271288,5.71923335364565,36.7099981762294,1.37074616986889e-09,1.83465070536945e-09
"RPL27A",-0.259925586715331,8.92962441175538,36.735186641703,1.35314917446209e-09,1.81225335865458e-09
"RBSN",0.170093172944104,5.21857980881325,36.8908613594231,1.24930153220204e-09,1.6742394496645e-09
"NDUFC2",-0.23044268315457,5.67823339285391,37.1998819100027,1.06620235793747e-09,1.42977327692765e-09
"COX7A2L",0.198285899158255,5.77901440526816,37.3429666945503,9.90775441050069e-10,1.32947503271894e-09
"PRKAR2A",-0.307952571436795,5.66044670637575,37.4792972401046,9.23884473288536e-10,1.24050984265085e-09
"GIGYF1",0.199609723366515,6.77713718527775,37.726443457088,8.13936923267195e-10,1.09358127886187e-09
"MARCH5",-0.188550629995227,4.99852608331933,37.8118017026572,7.79090266943817e-10,1.04743249717158e-09
"CCT4",0.19826658015137,6.64066119499522,38.1068639032455,6.69741139338435e-10,9.00997048437356e-10
"PTDSS2",-0.198017021679016,4.88067287666334,38.1926950823727,6.40919086390096e-10,8.62775693217438e-10
"YME1L1",-0.204961005553165,6.55596499770622,38.2080880599606,6.35883033380817e-10,8.56545458691286e-10
"RPL17",-0.280143257118861,9.08919048187114,38.4640347537679,5.57720566714705e-10,7.51741457060900e-10
"RPS18",-0.326098117333948,9.63726541203932,38.6838570458567,4.98313351680142e-10,6.72098932901926e-10
"WTAP",-0.225670817879695,6.30198536959576,38.8744973874836,4.51946517038728e-10,6.09953525566407e-10
"NOP58",0.217077156941468,5.33273493052034,38.8834299274331,4.49883188505432e-10,6.07559289943028e-10
"IP6K2",0.232032045150049,6.2248788736779,38.8872725426863,4.48998485930365e-10,6.0675471071671e-10
"NOMO1",-0.291617691401837,6.44720343844051,38.9126127883956,4.43207743556439e-10,5.99315042800079e-10
"EXOC2",0.131160239592478,4.67347628516424,39.7030629338788,2.95661455329804e-10,4.0005738156739e-10
"DLGAP4",0.233395446753922,6.82966787598194,39.7265226204181,2.92131241079884e-10,3.95535529508547e-10
"POMGNT1",-0.252481954553226,5.96613490936215,40.01549412231,2.51956381654322e-10,3.41360259015533e-10
"RPL35",-0.277974332591913,8.15822829636857,40.1353987171842,2.36955993629504e-10,3.21244407115532e-10
"SENP2",0.160876739968625,5.19384847978331,40.4313260556592,2.03649586012993e-10,2.7626881823468e-10
"SARNP",-0.183053786923284,5.09093692917032,40.5722642446763,1.89477198971628e-10,2.572088673823e-10
"ZNF32",-0.231722967129236,4.60154001965758,40.6276952774169,1.84177622667244e-10,2.50176589651496e-10
"SPPL3",0.225121377565349,5.70913571895461,40.6812982600968,1.79193983584452e-10,2.43564637881779e-10
"FAM168B",0.212794108358856,6.97309335805669,41.1157042065115,1.43478869772107e-10,1.95146131166726e-10
"KCTD10",-0.335920019223243,6.43585514343105,41.4372260081291,1.21717322708064e-10,1.6565546188395e-10
"OTUB1",-0.211001803179083,6.23482347779246,41.8221407102865,9.99650058069772e-11,1.36139112966701e-10
"MRPL3",-0.250019921117104,5.25200419977421,42.0791853719766,8.76512050480937e-11,1.19446807658012e-10
"MRGBP",-0.24397629708688,3.91372109980409,42.1303274853199,8.53886253733346e-11,1.16439034600002e-10
"PTEN",-0.317918714337779,6.96230310569114,42.5001014331319,7.06785574494949e-11,9.64424760519423e-11
"C16orf70",-0.273044852565601,4.48805654964724,42.550555961905,6.88786894300611e-11,9.40476253596413e-11
"DHX38",-0.177927970442089,6.13417817150479,42.5759777780277,6.79892707201662e-11,9.28936034563104e-11
"SRP19",-0.19404992931128,4.3759299789423,42.8499264688962,5.91043061358105e-11,8.08066685450534e-11
"UFM1",-0.222142843132856,5.70784275814787,43.2097256509514,4.91756361562848e-11,6.7276114611204e-11
"CHMP6",-0.236893915667716,4.28115345459151,43.5861094774082,4.05708567985217e-11,5.55402863604273e-11
"INTS10",-0.178266684842881,5.41595881860727,43.7277455499006,3.77383494278086e-11,5.16963690791899e-11
"SURF2",-0.274300172369789,3.29146402148109,44.0263450112216,3.23985694064492e-11,4.4410571640694e-11
"LSM2",-0.207409369460616,4.13788355097596,44.2806812240251,2.84510126580512e-11,3.90249030580716e-11
"TMED4",0.167717054236273,6.12972708937672,44.4671291283557,2.58663894109837e-11,3.55028874268404e-11
"ZNHIT1",-0.202122177933662,5.44289931951137,44.8738409920352,2.10146590415705e-11,2.88625140531708e-11
"DUS1L",-0.234138608716976,6.38736857655134,44.8910343332282,2.08309476772146e-11,2.86289202370095e-11
"LSG1",-0.210731089686125,5.03660161345029,45.0990689118844,1.87314438987259e-11,2.57603354206447e-11
"CHCHD2",-0.259848821113864,7.16726799032654,45.1194809823046,1.85372160161561e-11,2.55099302974625e-11
"CDC42",-0.289954413745217,7.26255910917019,45.4036601110092,1.60334472296218e-11,2.20788453653808e-11
"FAM20B",0.246847260989274,5.77963899820347,45.4987635025227,1.52735219855819e-11,2.1046191712416e-11
"GTF2F2",-0.226585429223768,4.23102849184542,45.6743819382937,1.39637097382686e-11,1.925396615257e-11
"JOSD1",-0.230942297416494,5.96564501222562,45.7048854375807,1.37479465279343e-11,1.89689143946531e-11
"TMCO1",0.193511095687398,5.35251211282835,45.9695793661322,1.20103557921564e-11,1.65823452751666e-11
"SUPT4H1",0.260018003219,5.4892724415697,46.5089524415962,9.12008279231279e-12,1.26001143841164e-11
"IPO8",-0.174077229152643,5.48490799935624,46.5758886482381,8.81380913897183e-12,1.21849895930486e-11
"R3HCC1",0.208259990375542,4.69461923067823,46.5848575528744,8.77356071589657e-12,1.21373369587502e-11
"KAT8",-0.224345670371009,5.5524934637747,46.6449385301257,8.50864651428681e-12,1.17786141595269e-11
"GSK3A",-0.261474501206521,6.11012658990417,46.7482763380231,8.07158997431591e-12,1.11809623654772e-11
"RARS2",0.201293817426902,4.37862250445329,46.8542322257454,7.64677853726262e-12,1.05994950021462e-11
"WDFY1",-0.24790367127706,5.28011197439126,46.9285195999655,7.36235093120476e-12,1.02119794950661e-11
"SAFB",-0.189101645695259,6.79685757121847,47.0479869631181,6.9269768837603e-12,9.61444246919804e-12
"MTPN",0.287627651584843,6.92236603838152,47.4052927077428,5.7726611229013e-12,8.01758489291847e-12
"ZBTB38",0.354524918999895,6.33011146137982,47.6388983993438,5.12415911598136e-12,7.12159771248236e-12
"SLC35A1",-0.191439140304944,4.23614391032427,47.6713037470527,5.04015447211051e-12,7.00948635194176e-12
"SRSF10",0.216547397605564,6.49991360653389,47.7770257639277,4.77555535997923e-12,6.64590209142239e-12
"KPNA3",-0.392979041651137,5.63196707101839,47.8023201572014,4.71433798638201e-12,6.56505953010757e-12
"PCGF3",-0.233999843091917,6.44357949970984,47.9127047774236,4.45624614334921e-12,6.20976569411635e-12
"NGDN",-0.185276254056055,4.59614104776534,47.943504764813,4.38678942859793e-12,6.11703705182979e-12
"FAM160B1",-0.250183014989959,5.26568110601835,48.1120329618443,4.025485292852e-12,5.61695622258419e-12
"RPL24",-0.257887721923371,8.28932421036558,48.2531644146839,3.74593216144428e-12,5.23035740627194e-12
"UQCRH",-0.360992966778602,6.28955861828486,48.3151216973583,3.62942575012514e-12,5.07105394229061e-12
"DNAJB6",-0.297719716224935,7.17626485881751,48.4382230085466,3.40859207729047e-12,4.76567467530625e-12
"RNF19A",-0.21453476137916,6.01735886936737,48.4833956637722,3.33097291778445e-12,4.66025524806619e-12
"SNAP29",-0.214125226423882,4.98643218011787,48.6169863506402,3.11162429429139e-12,4.35627401200795e-12
"GTPBP1",-0.412241628176877,6.51261377742225,48.6615707862948,3.0416845552086e-12,4.2611991767432e-12
"MIF",-0.341741869423864,7.14310744958547,48.6808531287497,3.01192570550104e-12,4.22232575537529e-12
"MRPL57",-0.240991148766318,4.52993697073287,48.930096244123,2.6524929433816e-12,3.72093198470365e-12
"MGRN1",-0.28142038674853,6.48230888572191,49.3881560582122,2.10009746210266e-12,2.94799777434196e-12
"USP12",-0.277349643515699,5.48440919611621,49.6504245519427,1.83730325107556e-12,2.58082730920312e-12
"RPL31",-0.29823811671378,8.71149647689506,49.7783348189841,1.7213424638049e-12,2.41955768004704e-12
"STX12",-0.269105825686633,5.93558808145544,49.845190008311,1.66367730186402e-12,2.34006854247451e-12
"ICMT",-0.305595532440247,5.9765774981988,49.8649334680777,1.64702050735161e-12,2.31819240310883e-12
"POLD2",-0.274217527017649,5.82201905410261,49.8995916238964,1.61818335193887e-12,2.27913148160404e-12
"YARS",-0.312232509292657,6.17415846441739,50.0125965518364,1.52762148591784e-12,2.15302357075669e-12
"SON",0.211267934944145,7.95409758658484,50.1433080329643,1.42917690438025e-12,2.01562894506281e-12
"RPS11",-0.298802830617038,9.46813757703365,50.4020393730843,1.2526398310117e-12,1.76783847118587e-12
"PCBP2",0.230825653163313,8.53883213508416,50.4615212036533,1.21524281457207e-12,1.71621379327596e-12
"U2AF2",-0.191925481350889,6.80407018903201,50.6139243768775,1.12444434576573e-12,1.58905324771738e-12
"SSB",-0.264272920523746,6.00952112463517,50.7597638398147,1.04391961721276e-12,1.47624996373521e-12
"CALM3",-0.456757095565302,8.3668683240972,51.3726970348616,7.63936450116293e-13,1.08104214639098e-12
"FAM192A",0.197844804331981,5.97732682719005,51.6773322287427,6.54136327603536e-13,9.26288798359693e-13
"DHPS",0.19587799444322,5.73717340265384,52.2275493344023,4.94278142590487e-13,7.00394129176803e-13
"CUL4B",-0.277751187014211,5.90831116958092,52.3468153399062,4.65152291940793e-13,6.59567733339409e-13
"GPBP1",0.185347348113169,6.18389011766477,52.518171089514,4.26285804593213e-13,6.04864993003884e-13
"RAD21",0.227038432632205,6.96119096975412,52.5763032057657,4.13852700321818e-13,5.87620466988383e-13
"EXOSC8",0.213688208135729,4.36221505669672,52.8384671414951,3.62138832177597e-13,5.14540965881566e-13
"BMI1",0.259799839260712,5.45490171146436,53.0906322957981,3.18507803883131e-13,4.52854697464167e-13
"ADSS",-0.246341723229865,5.1268390690445,53.1376631425119,3.1097238297312e-13,4.42440382278829e-13
"CFL1",-0.391702676625383,8.91446946541874,53.1537848745375,3.08430582334783e-13,4.39121507052912e-13
"SEC62",-0.27601054521574,6.76091869411131,53.1882098510432,3.03072412099581e-13,4.31785661742957e-13
"EIF3A",-0.330839096457596,7.73877089053309,53.2638559969309,2.91623202302907e-13,4.15756092896201e-13
"SND1",0.296452890349804,6.91716685217982,53.6835215307674,2.35530497054265e-13,3.3601497541709e-13
"ARNT",-0.243622841011642,5.88982352038718,53.8760209330867,2.13548099090091e-13,3.04861324329838e-13
"BCL7C",-0.235632134529887,4.61818302309089,54.2861192563905,1.73321832599621e-13,2.47602617999459e-13
"RPL7",-0.330172695465262,9.42405554571924,54.3653812078555,1.66469874781943e-13,2.37975995263499e-13
"DYNLRB1",-0.268492326187518,6.16621389837228,54.7789396597673,1.34878400932136e-13,1.92945941387933e-13
"EIF2S1",-0.27961517899353,5.55188852758093,54.8011376054892,1.33363554390899e-13,1.90908973565705e-13
"SRSF9",0.223743245279168,6.1805640693621,55.0013883155734,1.20444718860908e-13,1.72533362624765e-13
"RNF187",-0.316273598249508,6.62824735812903,55.0480804842082,1.17617131018256e-13,1.68597935248012e-13
"PDZD11",-0.274144979961667,4.09443703757674,55.2377968984674,1.0679527119766e-13,1.53189938193364e-13
"ZNF622",-0.298557542878548,4.53001868302793,55.3866792488607,9.90051040937914e-14,1.42112589608313e-13
"TMEM245",-0.335369077662688,6.39763585647478,55.5096494733625,9.30013695831529e-14,1.33586098580452e-13
"ARF5",-0.264611700541321,6.56313139333429,55.5116454730924,9.29069855624781e-14,1.33541868364958e-13
"ADO",0.308321937316166,4.34661101933202,55.6557141675512,8.63415931859634e-14,1.24189962801728e-13
"SAR1A",-0.220998664434759,6.38838830849039,55.9147888510415,7.5681115399603e-14,1.08931009142677e-13
"STRN4",-0.235896576625171,6.50912031388588,55.9285706732026,7.51524400947836e-14,1.08244255280552e-13
"PRPF38A",0.172002580674465,5.2625256906224,56.0755369907547,6.97394689221618e-14,1.00516736263926e-13
"DCAF5",-0.22585425404333,6.3115851868769,56.3864002508963,5.95407639180551e-14,8.58761018048871e-14
"TSNAX",-0.26817843344651,4.94511979935961,56.8074874340437,4.80632895869055e-14,6.93696963109976e-14
"SERBP1",-0.310388450704534,7.55192605487142,56.8725431506136,4.64992930798198e-14,6.71585388360533e-14
"MTCH2",-0.336420289677315,5.40783934189615,56.9370068796961,4.49997611378026e-14,6.50375074944154e-14
"UTP3",-0.290310196076341,4.27358715586368,56.9491295152329,4.47232216076515e-14,6.46823453003224e-14
"DYNLL1",-0.38954179588477,6.95520615436613,57.255611813358,3.82695587767262e-14,5.53866805176603e-14
"RBPJ",-0.285259860347603,6.52525942072663,57.2724077781149,3.79441316649161e-14,5.49535699974647e-14
"TRAPPC1",-0.356592701007151,5.68238588110537,57.5290875489081,3.33017844661119e-14,4.82634557479882e-14
"TTC37",0.249868268511906,6.14083599638649,58.0763491337675,2.52139515280486e-14,3.65671948956506e-14
"HAT1",-0.298904514904717,4.71570844465164,58.1612900801429,2.41484324378941e-14,3.50461009810488e-14
"TBCB",0.301918657204635,5.76878314564716,58.2246343933657,2.33832586844776e-14,3.39590893757973e-14
"CAMLG",0.250189558373109,5.15690347187826,58.243919787421,2.31551518059661e-14,3.36510856695702e-14
"USP7",-0.223098661318154,6.81908998947473,58.314637204443,2.23375943906134e-14,3.24854212051857e-14
"VPS25",-0.298467266080333,4.65509558939802,58.6532582612108,1.88056440578621e-14,2.73678811652879e-14
"NFX1",-0.234911019908971,5.58667724938736,58.759980374849,1.78127706899422e-14,2.59409281892363e-14
"EEF1A1",-0.390633194357863,12.7188932619034,58.8218809733044,1.72611007809174e-14,2.51549699097339e-14
"TMED2",-0.309902318248745,6.81647947262077,58.8272419425102,1.72141348491194e-14,2.51039466549658e-14
"ERAL1",0.208938136044928,5.03626887001737,58.8890032439322,1.66821953614282e-14,2.43451078936756e-14
"SUMO1",0.211003959874078,5.73920108682808,58.9453495177022,1.62112539604497e-14,2.36742929881393e-14
"ATL2",-0.380333295724485,5.55712101260759,59.5193867069702,1.21095296647161e-14,1.76965986749504e-14
"CLN5",-0.305922466121868,4.46248943208279,59.6293615337017,1.14513882322317e-14,1.67464591139878e-14
"YWHAB",-0.297412349879581,7.76108541181654,59.7543597801978,1.07466843101019e-14,1.5726855087954e-14
"YIPF3",-0.258229459240833,6.33177082451166,59.7825963611358,1.05936003468196e-14,1.55136406752589e-14
"TAF7",-0.261366043290995,6.42222245220882,59.8438598630673,1.02689219691975e-14,1.50486644349719e-14
"SRSF6",0.256192245876439,7.18469748454713,59.9869018210338,9.5490745765214e-15,1.40035311527199e-14
"SLC4A1AP",0.204431161528484,4.79423648252059,60.2233897691276,8.46799346695335e-15,1.24268247942712e-14
"PPIB",-0.418565280582997,7.45340584466327,60.2595464251863,8.31386314789849e-15,1.2209169657753e-14
"RERE",-0.346528321633354,7.67930749978538,60.2927452649965,8.17481454638852e-15,1.20133733711798e-14
"RPL32",-0.326266390611999,9.05899587808732,60.3456975454374,7.95783066093822e-15,1.17026921484386e-14
"SPG7",-0.220666439377419,6.45995429445389,60.3495825071059,7.94213992912977e-15,1.16878022783269e-14
"DERL1",0.239503221752043,5.64883998253901,60.3721804079123,7.85148239629726e-15,1.15624916074504e-14
"RTCB",-0.247308463682868,5.82165041358138,60.3853793388425,7.79901107395787e-15,1.14932794774116e-14
"ECSIT",-0.37573042961887,5.27942559360076,60.6209591723655,6.91933580498344e-15,1.02040766786975e-14
"SEC24B",-0.249814328998501,5.52816940674273,60.6519229073892,6.81135037362027e-15,1.00518874101213e-14
"PDIA6",-0.406532265805184,7.03945651177092,60.9099927492061,5.97448102235543e-15,8.82307323976541e-15
"ZBTB18",-0.636455246946837,5.59500957667445,60.9300585892979,5.91389481541225e-15,8.73974603262893e-15
"CUL1",-0.273496380314204,5.97307463902657,60.9660512630162,5.8067556302219e-15,8.5874555094831e-15
"NAPG",-0.253961030328254,4.96674360083034,61.0311406955898,5.61791144236268e-15,8.31403384704836e-15
"ARL8A",0.318719123278226,5.63036239510756,61.1720538307927,5.22986399059247e-15,7.74521465461508e-15
"APH1A",-0.296442048503197,6.54118874461039,61.2832926363808,4.94256768369177e-15,7.32490623553473e-15
"CDC16",-0.17259144849926,5.7304927011844,61.7430359746322,3.91333124269588e-15,5.80366921586254e-15
"MRPL17",-0.299671450272291,4.34354501677558,61.847301687907,3.71150635615118e-15,5.50824264870493e-15
"RING1",-0.200028642824787,5.41855030076087,61.9448814794468,3.53206715548994e-15,5.24564429033159e-15
"HMGB1",0.22039797006326,7.87363075901421,62.4238101142146,2.7695448968607e-15,4.11609644968681e-15
"NDUFB11",-0.372474045689441,5.83607011754964,62.4609302965855,2.71783204290081e-15,4.04210148023492e-15
"FCF1",-0.233617907512699,4.5161443377391,62.8295624747916,2.25390306635147e-15,3.3544978308562e-15
"CCAR2",0.184176154159008,6.42691914864488,62.8697814375391,2.20834512195537e-15,3.28902464972077e-15
"PSMD1",-0.333736123992428,6.34182700296544,63.1608413705144,1.90498110532449e-15,2.83921953242117e-15
"GTF3A",-0.367701151910487,6.01233752031247,63.17459872361,1.89172236980903e-15,2.82146092087995e-15
"RPS8",-0.364400791808491,9.41586853391942,63.2026209731339,1.8650006109468e-15,2.78358300141313e-15
"HSPE1",-0.458479191374564,5.8707047732325,63.4460505012721,1.64819529809074e-15,2.4617426216149e-15
"MRPS34",-0.296265916067566,4.97923044718975,63.4609164950525,1.63580366802721e-15,2.44497345399085e-15
"VPS39",-0.187489313754407,6.6319640151708,63.7742100627438,1.39528271672122e-15,2.08696132842917e-15
"PPP2R1A",-0.289978541030324,7.81145688117862,63.8119553130073,1.36880379260424e-15,2.04881537025581e-15
"TXNDC9",-0.283182326289556,3.69244307398825,63.8596838773792,1.33603995574197e-15,2.00120107493447e-15
"KDM2A",-0.291196245051396,7.08002273061905,63.9057707337652,1.30514786052867e-15,1.95632441620999e-15
"UQCC2",0.339387699436093,4.87232374877506,63.9569557327613,1.27167530447095e-15,1.90751295670643e-15
"PMPCB",-0.216914421399186,5.68765482057703,64.1646592678244,1.1444329989698e-15,1.71787655313551e-15
"TMEM9",0.289437974058795,5.52540297734278,64.4114400868293,1.00970186311289e-15,1.51671953686486e-15
"SNX19",-0.227781049271147,6.17748932139061,64.4245246404134,1.00301874590199e-15,1.5077590310624e-15
"C7orf26",0.21277794905395,4.59211459542545,64.4896499663755,9.7040762202988e-16,1.45978223944323e-15
"MAGED2",0.323887494057224,6.94086139313877,64.5640006180129,9.34471731030058e-16,1.40673163810977e-15
"GBF1",-0.225985771080094,6.57682844022053,64.8559914348843,8.05767062809266e-16,1.21385282058785e-15
"SLC38A10",-0.341066817675182,6.68371939149101,64.887598036561,7.92945725326032e-16,1.19539556581814e-15
"PSMA2",-0.32138954626691,5.71298489079905,64.9728823801961,7.5935902823553e-16,1.14558474087257e-15
"STRN3",-0.317394695132913,4.86519910828787,65.000807820441,7.48673723936507e-16,1.13027665008387e-15
"RPL11",-0.360550127317764,8.95844878808378,65.2119880200298,6.72591215237655e-16,1.01614500143818e-15
"SAMD4B",-0.232946809659446,6.49098245772282,65.6460138553066,5.39640104809849e-16,8.15870568826985e-16
"PCMT1",-0.398112838988587,6.03748658739351,65.8697933564636,4.81718229310944e-16,7.28824410340765e-16
"RPS4X",-0.39525896801185,9.5551991272461,66.0920607353164,4.30345726898439e-16,6.51568872737362e-16
"HERPUD2",-0.234086872135123,4.74438024196759,66.1331643388748,4.21464268631498e-16,6.38582225199239e-16
"YTHDC1",-0.204696019495266,6.26954174129289,66.1462018041639,4.18685686282237e-16,6.34830282449602e-16
"ULK1",-0.403321589290017,6.92678924011153,66.166077284719,4.14484989880792e-16,6.2891508580178e-16
"PPA1",-0.372219170626208,6.40504993189351,66.1975412878546,4.07921088401538e-16,6.19402954188887e-16
"DDX27",-0.227724631006587,5.62674824532066,66.2381477838717,3.99603383499959e-16,6.07212087807463e-16
"SMURF1",-0.320015451033804,5.64602209906336,66.4078874080478,3.6663214716886e-16,5.5751448881579e-16
"EMC8",-0.205758996330169,4.1752546069933,66.720273078894,3.12900548352143e-16,4.76153008361957e-16
"FNBP4",-0.278841658824935,6.74690522335602,66.7371599382295,3.10231556712608e-16,4.72433842709555e-16
"TNKS2",-0.265564157698102,5.97444987037324,67.4340500930266,2.1785381052066e-16,3.31997824450933e-16
"TRIM28",0.26210295787916,7.41387153182039,68.0183126600605,1.61984134629119e-16,2.47034627974691e-16
"GPKOW",-0.242619099654966,4.24194387380718,68.0461066006501,1.59716882152467e-16,2.43753962587341e-16
"NPEPPS",0.313070517425871,7.00226717205251,68.0911961508245,1.56106093844993e-16,2.38416579690535e-16
"LSM3",-0.288046470323966,4.64782163858325,69.797002542804,6.57326955914694e-17,1.00464818589582e-16
"YIPF6",-0.217828056090345,5.31917340457823,69.912983565453,6.19791482662465e-17,9.47969492783086e-17
"PTGES3",-0.279693912131952,7.3682988632458,69.955172341035,6.06676166277266e-17,9.28585968791733e-17
"DVL3",-0.234601954136106,6.82760629461452,69.9969484241101,5.93962736726572e-17,9.0978974990941e-17
"FDX1",-0.682929270094691,4.66925013266327,70.4019847785457,4.83712337434277e-17,7.41456867599987e-17
"LRRC47",-0.327788832165411,5.8371787132489,70.6332660049575,4.30201372292956e-17,6.59914449828493e-17
"CTDNEP1",-0.371798355944768,6.66898572953358,70.6498284501959,4.26604801446605e-17,6.5487579169435e-17
"GATAD1",-0.277719326827961,5.49651111401216,70.8283187150646,3.89702917639863e-17,5.98665784230952e-17
"NCBP2",0.246779995198037,5.64722209084654,71.013862212727,3.54723771988676e-17,5.45329371285665e-17
"CSNK1A1",-0.294280768041723,7.20845790932649,71.4530992246673,2.83927473232493e-17,4.36811497280758e-17
"RPN2",-0.348936103738069,7.08315326778115,72.0231642305498,2.12685984463137e-17,3.27449096314214e-17
"DNAJC11",-0.236881643054083,5.57222155856439,72.385593963967,1.77001347751739e-17,2.72709339896296e-17
"APPL1",-0.291801053288908,5.50032350621738,72.4321112258822,1.72877943826089e-17,2.66551895767098e-17
"RPL18A",-0.440018686371924,9.21283319873249,72.6559738340147,1.54338993824037e-17,2.38142459243554e-17
"CDK4",0.314423206394736,5.79527873853085,72.7132977233759,1.49920527291534e-17,2.31494931847222e-17
"HP1BP3",-0.253420096630638,7.56986621329021,72.7615105600362,1.46302448346437e-17,2.26074423493391e-17
"RBM5",-0.265501519430944,7.60559455922067,72.8129343360742,1.42539621592378e-17,2.20422095245945e-17
"HINT1",-0.311734157698696,6.84199597478798,73.0820341288072,1.24371499260272e-17,1.92468790306979e-17
"ARL5A",-0.342696518553854,5.072823411675,73.1874174232398,1.1790502221948e-17,1.82596273348752e-17
"KARS",-0.339104395260905,6.46285262752313,73.5439614795323,9.841956266796e-18,1.5253216354444e-17
"CTNNB1",-0.271770928084529,7.69690599827066,74.0045449009285,7.79373812085747e-18,1.20877769968986e-17
"VDAC3",-0.44896551238931,6.32453364770901,74.0403266479443,7.65373807576768e-18,1.18794160821228e-17
"WSB1",-0.395539283809304,8.01595698652552,74.4020659569942,6.37222843127184e-18,9.89769208999324e-18
"PPP2R5C",0.251601249301539,6.55082106485012,74.6364688159047,5.65881593716533e-18,8.79608694896166e-18
"RBM25",-0.272481894229799,7.25199503194901,74.9705419395123,4.77790022159488e-18,7.43228923359203e-18
"OS9",-0.376150486055359,7.75813859473429,75.2343843382496,4.18023452463848e-18,6.5074073400599e-18
"MPHOSPH8",-0.225866274652603,6.10754405933789,75.3733421782545,3.89614967824094e-18,6.06966938004894e-18
"GET4",-0.307595284218871,5.63123202005022,75.4462751761603,3.7548591557207e-18,5.853900688206e-18
"EXOSC4",-0.511075490459165,3.62607657800707,75.9436987107565,2.91868994598991e-18,4.55367673594266e-18
"LONP1",-0.371723094717762,6.19457237699493,76.236070036859,2.5170194568113e-18,3.92991885450092e-18
"ST13",-0.317295252510837,7.75301191364319,76.5644572693163,2.13141397778383e-18,3.33033434028724e-18
"ATP6V0C",-0.480155934446407,7.45266099086207,76.8780708521444,1.81845103763501e-18,2.84344540508824e-18
"LMAN1",-0.4376125745545,6.33812707432361,77.1730169574057,1.56618726040313e-18,2.4508146399751e-18
"SS18L2",-0.323100956878416,3.15996678434812,77.5932016151892,1.2660513616398e-18,1.98263076766859e-18
"TRIP4",-0.267151100013618,4.17800301751614,77.6775065165311,1.21315044684181e-18,1.90120592415508e-18
"CFAP36",-0.439671919563414,5.00199559240645,77.7992199861565,1.14065200221343e-18,1.78892397658567e-18
"PSMB6",-0.351500879620466,5.72730811626775,78.0135888359637,1.02334128150354e-18,1.60614102478135e-18
"DNLZ",-0.355402199710321,2.67190772972256,78.1530233543217,9.53595646446237e-19,1.49779420907786e-18
"CTBP1",-0.249182671941478,6.87785629603595,78.1548286840825,9.5272451875713e-19,1.49754602499249e-18
"KIF5B",-0.404132012580954,7.37537316883535,78.4439131503968,8.23021179679819e-19,1.29464005792331e-18
"TRIAP1",-0.43452762235194,3.80274148286332,78.7442207259737,7.06952466962896e-19,1.11289368862225e-18
"MED4",-0.209242340175611,4.94770393371339,78.7736156604788,6.96511158750787e-19,1.09727939488121e-18
"DDA1",-0.250733058738063,5.09146058902852,78.990694277265,6.24031843354908e-19,9.83833987271251e-19
"EPRS",0.349391985783519,6.37630327851797,79.066286434565,6.00605589675978e-19,9.47612124958342e-19
"BCAS2",-0.297596045326438,4.48402215774217,79.1341551741734,5.80323267825391e-19,9.16299896566407e-19
"ARL2BP",-0.260274355001129,5.40358470406306,79.1587242382466,5.73151028467866e-19,9.05656252658027e-19
"RPS19",-0.461623224738155,8.83852875957742,79.1976452882391,5.61970186534247e-19,8.88657674489397e-19
"RPS15",-0.364839332996988,8.2803913543905,79.4511541959018,4.94295926939772e-19,7.82231685435961e-19
"PCIF1",-0.317655812701283,5.6425901813745,80.4390637788347,2.99809282607977e-19,4.74811081053357e-19
"CCZ1",0.226875970635646,5.29489470796211,80.6532447653262,2.69012442274795e-19,4.26359342473261e-19
"CCT6A",0.309608989258745,6.7037862187011,81.1959248849744,2.04413055516996e-19,3.24220103161399e-19
"UBP1",-0.250110699908192,6.10836122488622,81.5673218331503,1.69391963573028e-19,2.688761326556e-19
"RPS5",-0.435467427474948,8.66307328834116,81.7317743201238,1.55867348267421e-19,2.4759563643085e-19
"MED10",-0.251665231540167,4.25969368499294,82.0763990616615,1.30926696814037e-19,2.08134794329657e-19
