Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples	n_samples	altered_sample_percentage
KRBA2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
KRI1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
KRT10	0	0	0	2	0	0	0	0	0	2	2	2	27	7.4074074074074066
KRT13	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
KRT6C	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
KRT71	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
KRT73	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
KRT75	1	0	0	0	1	0	0	0	0	2	2	2	27	7.4074074074074066
KRTAP10-9	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
KRTAP13-2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
KY	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
L34079.1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
LAG3	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
LARP4	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
LARP7	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
LBX1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
LCA5	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
LDB3	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
LDHB	0	0	0	0	1	0	0	1	0	2	2	2	27	7.4074074074074066
LFNG	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
LGI2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
LHX9	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
LIG4	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
LILRA5	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
LIMA1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
LIMK2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
LIPH	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
LMAN2	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
LMX1B	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
LNPEP	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
LPCAT3	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
LRFN2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
LRFN5	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
LRIG3	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
LRIT1	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
LRP2BP	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
LRPPRC	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
LRRC19	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
LRRC27	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
LRRC8E	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
LRRN3	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
LTK	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
LUC7L2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MAB21L1	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
MACO1	1	0	0	0	0	1	0	0	0	2	2	2	27	7.4074074074074066
MAD1L1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MAGEA4	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MAGEB6	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MAGEC1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MAGI2	0	0	0	0	0	1	0	1	0	2	2	2	27	7.4074074074074066
MAMLD1	0	0	0	1	1	0	0	0	0	2	2	2	27	7.4074074074074066
MAN2A2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MANBA	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MANEAL	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MAP2K4	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MAPK14	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MAPK7	0	1	0	0	0	0	0	1	0	2	2	2	27	7.4074074074074066
MAPKAPK3	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MAPKAPK5	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MARCKS	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MARCKSL1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MAT2A	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MAT2B	0	0	0	0	1	0	0	1	0	2	2	2	27	7.4074074074074066
MATN4	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MCAT	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MCM10	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MCM7	0	0	0	0	1	0	0	1	0	2	2	2	27	7.4074074074074066
MCPH1	0	0	0	0	1	0	0	1	0	2	2	2	27	7.4074074074074066
MCU	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
MED16	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MED20	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MELTF	0	0	0	0	1	0	0	1	0	2	2	2	27	7.4074074074074066
MEN1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MEPCE	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MESD	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MET	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
METTL22	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
METTL9	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MEX3B	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MEX3C	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MFSD13A	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MFSD5	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MFSD6L	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MGAT4B	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MIA3	0	1	0	0	1	0	0	0	0	2	2	2	27	7.4074074074074066
MIGA2	0	0	0	0	1	0	0	1	0	2	2	2	27	7.4074074074074066
MINDY4B	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MKKS	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MKNK2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MKRN3	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MMP1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MMP14	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
MMP9	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MMRN2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MNT	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MOCOS	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MOCS1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MON1B	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MRGPRG	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MRGPRX1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MROH2B	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MROH9	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MS4A6A	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MSL2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MT-ND2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MTA1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MTDH	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MTMR11	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MTMR12	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MTOR	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MTSS1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MTTP	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MTUS1	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
MTX1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MUC19	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MUTYH	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MX1	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
MYADML2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MYBBP1A	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MYCN	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MYD88	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MYH11	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MYLIP	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MYO1A	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MYO1G	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MYOM1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
MYORG	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NAA16	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NAA35	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NADK2	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
NARS2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NAT10	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
NAXE	0	1	0	0	1	0	0	0	0	2	2	2	27	7.4074074074074066
NBPF10	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NBPF11	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NCAM2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NCAPH2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NCK2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NCOA6	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NCOA7	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NDRG4	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
NDST1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NECAB2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NECTIN3	0	1	0	0	0	1	0	0	0	2	2	2	27	7.4074074074074066
NEDD1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NEFL	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NEIL1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NEIL2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NEK2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NEU3	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NFATC3	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NFE2L1	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
NFE2L3	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NFIC	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NFKB2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NFKBIB	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NIPAL4	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NKAP	0	1	0	0	1	0	0	0	0	2	2	2	27	7.4074074074074066
NKTR	0	0	0	0	0	2	0	0	0	2	2	2	27	7.4074074074074066
NKX6-1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NLRC4	1	0	0	0	1	0	0	0	0	2	2	2	27	7.4074074074074066
NLRP1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NLRP12	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NLRP13	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NLRP5	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NMT1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NOB1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NOL4	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
NOS1	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
NOS2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NOTCH4	0	0	1	0	1	0	0	0	0	2	2	2	27	7.4074074074074066
NOVA2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NPAS1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NPAS4	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NPIPB11	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NPY4R	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NR0B1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NR4A1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NR4A3	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
NRDE2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NRG1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NRM	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NRXN2	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
NRXN3	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NT5C1A	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NUAK1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NUBP2	0	0	0	0	1	0	0	1	0	2	2	2	27	7.4074074074074066
NUDT18	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
NUFIP1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NUP155	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NUP205	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NUPL2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NXF1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
NXN	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
NYNRIN	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
OCA2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
OCRL	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
OLFM3	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
OLFML3	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
OLIG1	1	0	0	0	1	0	0	0	0	2	2	2	27	7.4074074074074066
OPA1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
OR10H1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
OR11H6	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
OR13C3	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
OR13D1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
OR1A1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
OR1I1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
OR2AK2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
OR2M7	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
OR4K2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
OR4S2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
OR52B6	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
OR52M1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
OR5L2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
OR6K6	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
OR6X1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
ORC1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
OSBP	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
OSCAR	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
OSR2	0	0	0	0	1	0	0	0	1	2	2	2	27	7.4074074074074066
OTUD3	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
OXNAD1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
OXSM	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
P2RX4	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
P3H3	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
P3H4	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
P4HA3	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PABPC4	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PABPC4L	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PABPN1L	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PACSIN1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PAFAH2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PAM	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PAMR1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PAN3	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PANK4	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PAPOLA	0	0	0	0	1	0	0	1	0	2	2	2	27	7.4074074074074066
PARG	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PASK	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PCBP4	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PCDH11X	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
PCDHA11	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PCDHA4	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PCDHA5	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PCDHB10	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PCDHB16	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PCDHB9	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PCDHGA1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PCDHGB2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PCSK6	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PCYOX1L	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PDCD1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PDCD4	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PDE6C	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PDGFRL	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PDIA2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PDIA4	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PDILT	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PDK1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PDLIM1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PDLIM4	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PGBD2	0	1	0	0	1	0	0	0	0	2	2	2	27	7.4074074074074066
PGK1	0	0	0	0	1	0	0	1	0	2	2	2	27	7.4074074074074066
PGR	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PGRMC1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PHC2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PHF12	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PHF21A	1	0	0	0	1	0	0	0	0	2	2	2	27	7.4074074074074066
PHYKPL	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PI4KB	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PIF1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PIGN	0	0	0	0	1	0	0	1	0	2	2	2	27	7.4074074074074066
PIK3C2G	1	0	0	0	0	0	0	1	0	2	2	2	27	7.4074074074074066
PIK3C3	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PIK3CG	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PIK3R2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PIKFYVE	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PIP4K2C	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PITPNA	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
PITPNM1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PITPNM2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PKDREJ	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PKP1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PLA2G4A	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PLA2G4D	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PLA2G6	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PLCD1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PLCE1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PLCZ1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PLD4	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PLEKHG3	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PLEKHG4	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PLEKHS1	0	0	0	0	1	0	0	1	0	2	2	2	27	7.4074074074074066
PLIN5	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PLK2	0	1	0	0	1	0	0	0	0	2	2	2	27	7.4074074074074066
PLK3	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PLPP7	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PLSCR3	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PM20D1	0	0	0	0	1	0	0	1	0	2	2	2	27	7.4074074074074066
PMFBP1	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
PMS1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PNMA2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PNMA8B	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PODXL2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
POLDIP2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
POLL	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
POLR1C	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
POLR2B	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
POLR2G	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
POLR3H	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
POM121L12	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
POMT1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
POU3F2	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PPARGC1A	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PPARGC1B	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PPM1D	0	1	0	0	1	0	0	0	0	2	2	2	27	7.4074074074074066
PPM1H	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PPP1R12A	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
PPP1R12C	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PPP1R16A	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PPP1R18	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PPP1R37	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PPP1R9A	0	1	0	0	1	0	0	0	0	2	2	2	27	7.4074074074074066
PPP2R3A	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PPP2R3B	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
PPP4C	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PPP4R1	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
PPP4R3C	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PRDM13	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PRDM16	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PRDM9	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PRF1	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PRKCG	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PRKCSH	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PRKX	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PRM2	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
PRMT5	0	0	0	0	2	0	0	0	0	2	2	2	27	7.4074074074074066
PROB1	0	0	0	0	1	1	0	0	0	2	2	2	27	7.4074074074074066
