Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples	n_samples	altered_sample_percentage
ARPP21	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ARTN	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ARVCF	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
AS3MT	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ASIC3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ASIC4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ASIP	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ASL	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ATAD3C	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ATAD5	1	0	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
ATCAY	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ATF7IP	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
ATM	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ATP10A	1	0	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
ATP11B	0	0	0	0	0	0	0	0	1	1	1	1	97	1.0309278350515463
ATP2A2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ATP6V1C2	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
ATP8A1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ATP8A2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ATXN1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ATXN7L1	0	0	1	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
AURKAIP1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
AXIN1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
B3GALT6	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
B4GALNT3	1	0	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
BACH2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
BAP1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
BARX2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
BBS12	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
BCAM	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
BCAN	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
BCAS3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
BCL11A	1	0	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
BCL11B	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
BCL2L13	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
BCL9	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
BCL9L	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
BCR	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
BDNF	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
BECN1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
BEND3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
BIK	0	0	1	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
BMPR1A	1	0	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
BNIP1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
BPGM	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
BPIFC	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
BPTF	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
BRF1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
BRI3BP	0	0	0	1	0	0	0	0	0	1	1	1	97	1.0309278350515463
BRINP2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
BRPF1	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
BRWD1	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
BRWD3	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
BSN	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
BSPRY	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
BTBD17	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
BTBD6	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
BTBD8	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
BTN2A1	0	0	1	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
BTNL8	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
C10orf142	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
C16orf71	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
C16orf87	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
C17orf97	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
C19orf24	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
C1GALT1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
C1QTNF2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
C1QTNF6	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
C1orf123	0	0	0	0	0	0	0	0	1	1	1	1	97	1.0309278350515463
C1orf127	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
C1orf159	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
C1orf167	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
C21orf58	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
C2CD2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
C2CD6	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
C9orf3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CA2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CACNA1A	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CACNA1E	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CACNA2D1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CALB2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CALCR	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CAND2	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
CAPN5	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CAPN8	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CAPZA2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CARD11	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CARD14	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CASKIN2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CASP6	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CASP8	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
CASS4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CAST	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CATSPER2	1	0	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
CBFA2T2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CBX4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CCDC105	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CCDC177	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CCDC27	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CCDC57	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CCDC71L	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CCDC88B	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CCL28	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CCNB1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CD151	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CD207	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CD33	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CD59	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CDC25B	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CDC42BPA	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CDC5L	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CDCP2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CDH1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CDH20	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CDH4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CDH5	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CDHR5	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CDK11B	0	0	1	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
CDK17	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CDK18	1	0	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
CDK2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CDK5RAP2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CDK8	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CDKL3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CEACAM8	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CEBPA	0	0	1	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
CEL	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
CELA1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CELSR1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CENPE	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CENPVL3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CEP162	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
CEP250	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
CEP295	0	0	0	1	0	0	0	0	0	1	1	1	97	1.0309278350515463
CEP97	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CES5A	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CFAP100	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CFAP43	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CFAP44	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CFAP46	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CFAP65	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CFAP97	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CFL2	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
CGRRF1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CHAF1B	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CHAT	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CHD7	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
CHERP	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CHGA	0	0	1	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
CHKA	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
CHN1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CHPF	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CHRNA10	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CHRNB4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CHRNE	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CIITA	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CILP2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CKAP2	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
CKAP5	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
CKMT2	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
CLCA1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CLDN19	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CLEC14A	0	0	0	0	0	0	0	0	1	1	1	1	97	1.0309278350515463
CLEC16A	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CLIC2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CLN6	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CLSTN2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CLSTN3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CLTA	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CLTCL1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CLU	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
CNEP1R1	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
CNOT7	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
CNR1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CNTN6	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CNTNAP3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CNTNAP3B	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
COG6	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
COL14A1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
COL4A2	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
COL5A3	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
COL6A2	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
COL6A5	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
COL8A2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
COL9A2	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
COPA	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
COPZ1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
COQ2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
COX7A2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CPAMD8	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CPED1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CPT1A	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CPXCR1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CPZ	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CRACR2A	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CRB2	0	0	1	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
CRCP	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
CREB3L1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CREBBP	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
CROCC	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CRTAC1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CRYBB2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CRYBG1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CRYBG2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CSNK1A1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CSNK2A1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CSRNP1	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
CSTF2T	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CT45A9	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CTAGE1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CTBP1	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
CTC1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CTNNA2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CTR9	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CTU1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CUL1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CUL4B	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
CUX1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CUX2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CXCL6	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CYB5R2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CYC1	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
CYP1A2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CYP2W1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CYP3A7	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
CYP4A11	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DAB2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DCDC1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DCHS1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DCHS2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DCN	0	0	1	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
DCST2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DCTN4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DCUN1D2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DDB2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DDR1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DDX1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DDX10	0	0	1	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
DDX54	0	0	0	0	0	0	0	0	1	1	1	1	97	1.0309278350515463
DDX58	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DEAF1	0	0	1	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
DEGS1	1	0	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
DENND3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DGAT1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DGCR8	0	0	1	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
DGKI	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DGLUCY	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DHX58	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DIP2C	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DIRC2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DLG5	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DMBT1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DMD	1	0	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
DMRT2	0	0	0	0	0	0	0	0	1	1	1	1	97	1.0309278350515463
DMXL2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DNAH10	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
DNAH11	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DNAH2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DNAH9	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DNAJC22	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DNER	0	0	1	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
DNM1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DOCK11	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DOCK3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DOCK5	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DOCK8	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
DOK7	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
DPP10	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DPYD	1	0	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
DPYSL2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DQX1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DRD2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DSG1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DTNA	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DTNBP1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DTX3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DUT	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DYDC2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DYNC2H1	1	0	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
DYRK1A	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
DYRK4	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
DYSF	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
EBF4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ECT2L	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
EEF1AKMT2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
EFCAB13	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
EFS	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
EFTUD2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
EIF2AK2	1	0	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
EIF2B3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
EIF2B4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
EIF2B5	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
EIF2D	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
EIF3A	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
EIF3E	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
EIF3J	1	0	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
ELFN2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ELMSAN1	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
ELOA2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ELP4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
EMP2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
EP300	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
EPB41L4B	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
EPG5	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
EPHA2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
EPHA8	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
EPHB4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
EPN3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ERBIN	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ERC2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ERF	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ERI1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ERICH6	0	0	1	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
ESPL1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ESR2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ESRP2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ESYT2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ETV6	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
EVPL	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
EVPLL	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
EXOC5	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
EXOC6	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
EXOSC3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
EYA1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
EYA4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
EYS	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
F9	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FAAP100	0	0	0	0	0	0	0	0	1	1	1	1	97	1.0309278350515463
FABP2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FAF1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FAM110B	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
FAM117A	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
FAM117B	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FAM120B	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FAM133A	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FAM151A	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FAM161B	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FAM189A1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FAM189B	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
