Kids_First_Biospecimen_ID	FOXG1_expression_zscore	OLIG2_expression_zscore	TP73_AS1_expression_zscore	EGFR_expression_zscore	EZHIP_expression_zscore
BS_00FD2KMP	1.138228071748142	-1.1316693117074554	-0.9319892199058191	1.1358263667152602	0.12533744691296086
BS_028YFYJ6	-0.8238295393887706	0.14219063662451384	0.15907938329891136	-1.1834471666632542	-0.0583125209315181
BS_052PZFMK	1.3812364880598138	-1.7357112862553274	0.12735937200854913	-0.4786446794267905	-0.35704141311423016
BS_056Q8577	3.214317191899018	-1.0757611178013669	0.5058944377385894	2.3872111820198727	-0.08610397653760905
BS_08ST21QE	-0.8238295393887706	-1.2349487499011582	-1.1669475379452754	-1.2467692109294761	-0.5090253933581063
BS_08TWG4K0	1.1277613379501243	-0.037563406577162034	0.3091698135052412	-1.7667641434658874	-0.5625971724472577
BS_0BBCFXDQ	0.34875107582228	-0.25047542615164914	-0.3568074264817188	-0.837773113767051	-0.5991943479690811
BS_0C00AYTE	0.10520189341392976	-0.27328718194993346	-1.7971140658024056	1.1087586997643084	-0.5267106667941782
BS_0C7VZC0A	1.0114510035722928	0.47208716199020945	-0.18710925586033494	0.1573894310822774	0.29237595712961517
BS_0D5XCM8E	1.5446091655973315	-1.5212493778468925	-1.7578316603951847	0.7130782970086675	-0.544566815083212
BS_0R12SD1M	1.2629239787635818	0.8015369642232711	0.9219948309044376	0.25538973224670786	-0.4063269197658398
BS_0RQ4P069	-0.8238295393887706	-1.7615293014693525	-0.5352265699796639	0.004168149564569811	-0.5991943479690811
BS_0S8E7590	-0.8109885721340735	0.7024903049212909	-0.13003360148065954	0.7213179920084946	1.8036859242783199
BS_0VXZCRJS	-0.7921916717926945	1.0023465452656461	1.348976364146698	-1.4747735873130665	-0.15746793821694774
BS_0XHT9W4Q	-0.08808609203992013	0.16682577699205797	0.17816929848676807	1.5810150593955685	-0.3897519479377474
BS_0Z1XRQ8F	0.1906282660886766	0.1115139219679464	-0.7502176672595344	-0.5710506152996684	-0.5991943479690811
BS_0ZA67BBC	-0.8109885721340735	0.9719405898703055	1.4287849040818987	0.4734051169683068	-0.08610397653760905
BS_12G04QJM	-0.8238295393887706	1.0480737281137689	0.20045037250820355	-1.8814748931314758	-0.5991943479690811
BS_17ZSMXFH	-0.7503418190333078	0.8902186095754665	-0.4701907388402737	0.6014170161933537	2.8910913820171773
BS_1A521KDP	-0.8238295393887706	-1.1350424676846598	-0.9694835460101316	-0.09977555442608035	-0.4063269197658398
BS_1A6MQ9ZA	-0.7860452024926619	0.0805094766926595	-0.8887438105198743	-1.4988085910359574	-0.3897519479377474
BS_1BJNPHMD	1.0709901053288888	0.5052701018635448	0.48881410333653946	-1.5944546805367008	-0.29330761557936663
BS_1D6PZNKN	-0.6102932964114066	0.5675501982412714	-1.342951428648424	-0.9063812003180752	-0.544566815083212
BS_1D93Z575	-0.4721606241605971	1.035191587674396	0.7913783517963138	-1.0127618758963828	-0.5991943479690811
BS_1DNQ1R02	1.6267689879415883	1.0391950502089602	-0.12174257852334626	1.325126976629611	1.579074380499634
BS_1E684SD5	-0.8238295393887706	0.5622482542455223	0.5914445822212199	1.3821431179686814	-0.5090253933581063
BS_1EBQ3T20	-0.694885166123326	0.6837473002171814	-0.5141362871135765	-0.7602431638413746	-0.30903619537485205
BS_1EN5V3XW	1.9248607780426892	-1.7357112862553274	0.42314863714218937	0.8888262064666386	-0.29330761557936663
BS_1N7MQZGR	0.5980671746520454	1.2301255610487924	1.440915178636366	2.527486726465117	-0.4063269197658398
BS_1ZZW5HMJ	-0.35519253879653095	1.0563085538156987	-2.56290127248079	0.026368589809841855	-0.5267106667941782
BS_21ET39G7	-0.8238295393887706	0.7932809106585627	1.124022351529331	-0.17314467711413045	-0.47415460466980514
BS_223BM91B	-0.8238295393887706	0.15561758777414564	0.10406713081792263	-0.35431751738582595	-0.35704141311423016
BS_23QW0BBA	-0.8238295393887706	1.335377276150443	-2.0023897777438413	-0.42855908961047884	-0.21661208859765815
BS_24AK5EEP	-0.8238295393887706	-1.7615293014693525	1.1578151016843057	-0.6691552604614862	3.1803651461503266
BS_25HNKZ79	1.1546925374282124	0.07285347569895571	0.6868223328358478	-0.8764259740040546	-0.5267106667941782
BS_25KYGJ71	-0.8238295393887706	1.042525261682147	0.4628591208570997	0.10046447201086971	-0.47415460466980514
BS_2853394H	-0.8238295393887706	-0.9747576875829304	-1.8490272106433485	1.2141559599522596	0.03579274394477141
BS_297H8BT4	-0.8238295393887706	0.3231741785940676	0.4081963163801228	-0.451246402512906	-0.5991943479690811
BS_29X4ZX6Q	0.2921354455598148	0.171403055700894	-0.21312078745914192	-0.552044403822054	-0.47415460466980514
BS_2A162JH9	-0.8173772706696808	0.28655920911221416	-0.2731829276645812	-0.6969157720784017	-0.29330761557936663
BS_2A5R9D97	0.7328461162156472	0.0589524557569852	-0.14254838644539816	-1.1913995997337925	-0.5991943479690811
BS_2A5R9MEJ	-0.8238295393887706	0.5333995188036498	-2.9809190664443745	0.27680900195579144	-0.1001580136262994
BS_2ARXK0TD	-0.8238295393887706	0.308305031910268	0.4945271189338608	1.4174899495748752	1.9674265383164697
BS_2AV1H5TV	0.2816103652527819	0.3307547925979385	-1.4545818012920042	-0.9432843084350725	-0.5991943479690811
BS_2DMBCHNF	0.44168620417049215	-1.6692726503619013	-0.8659166890534711	-1.3720784432939939	-0.5808051716599426
BS_2EN3X6HB	-0.8238295393887706	-6.725758027756599e-4	-0.6763763873678909	-1.2297098463010712	-0.5991943479690811
BS_2FEZWH1F	-0.8238295393887706	0.25561942459754466	-1.655673520825827	0.2571990407618537	-0.47415460466980514
BS_2GM2G2JS	1.0321579131181566	0.6432962054881118	-1.0579891372422563	-0.1950654079102924	-0.5267106667941782
BS_2GSAPE1R	1.4087620684607454	-1.2949109716487646	0.4541163881076679	-1.1325498130588647	-0.5991943479690811
BS_2HNXVFAS	-0.7860452024926619	0.5920040853990032	1.0532803048929662	0.1890392157772787	0.7001980331169853
