fpr	tpr	threshold	gene	shuffled	auroc
0.0	0.0	1.869504939419628	TP53	True	0.5832967595640407
0.000576036866359447	0.0	0.869504939419628	TP53	True	0.5832967595640407
0.001152073732718894	0.0	0.8254935228882383	TP53	True	0.5832967595640407
0.0017281105990783411	0.0	0.8254453753007547	TP53	True	0.5832967595640407
0.002304147465437788	0.0	0.8247514963114905	TP53	True	0.5832967595640407
0.002880184331797235	0.0	0.82183809365397	TP53	True	0.5832967595640407
0.0034562211981566822	0.0	0.8164837812052155	TP53	True	0.5832967595640407
0.004032258064516129	0.0	0.8135003791511511	TP53	True	0.5832967595640407
0.004608294930875576	0.0	0.8116627295281995	TP53	True	0.5832967595640407
0.005184331797235023	0.0	0.8016440379799311	TP53	True	0.5832967595640407
0.00576036866359447	0.0	0.7982015457490423	TP53	True	0.5832967595640407
0.006336405529953917	0.0	0.7981399629585071	TP53	True	0.5832967595640407
0.0069124423963133645	0.0	0.79742458238131	TP53	True	0.5832967595640407
0.007488479262672811	0.0	0.7964304485086262	TP53	True	0.5832967595640407
0.008064516129032258	0.0	0.787770998638846	TP53	True	0.5832967595640407
0.008640552995391706	0.0	0.7876585639171243	TP53	True	0.5832967595640407
0.009216589861751152	0.0	0.7868600290869581	TP53	True	0.5832967595640407
0.009792626728110598	0.0	0.7838964710880144	TP53	True	0.5832967595640407
0.010368663594470046	0.0	0.7836533015456673	TP53	True	0.5832967595640407
0.010944700460829493	0.0	0.7824677540749675	TP53	True	0.5832967595640407
0.01152073732718894	0.0	0.7790337494214195	TP53	True	0.5832967595640407
0.012096774193548387	0.0	0.7749012255659462	TP53	True	0.5832967595640407
0.012672811059907835	0.0	0.774352771915124	TP53	True	0.5832967595640407
0.013248847926267281	0.0	0.7697675837782109	TP53	True	0.5832967595640407
0.013248847926267281	0.015873015873015872	0.7695804745628099	TP53	True	0.5832967595640407
0.013824884792626729	0.015873015873015872	0.7681670258824512	TP53	True	0.5832967595640407
0.014400921658986175	0.015873015873015872	0.7676815991923098	TP53	True	0.5832967595640407
0.014976958525345621	0.015873015873015872	0.766428852016282	TP53	True	0.5832967595640407
0.01555299539170507	0.015873015873015872	0.7657098562024087	TP53	True	0.5832967595640407
0.016129032258064516	0.015873015873015872	0.7654940178109192	TP53	True	0.5832967595640407
0.016705069124423964	0.015873015873015872	0.7646270075274525	TP53	True	0.5832967595640407
0.01728110599078341	0.015873015873015872	0.7639754264992594	TP53	True	0.5832967595640407
0.017857142857142856	0.015873015873015872	0.763120087744805	TP53	True	0.5832967595640407
0.018433179723502304	0.015873015873015872	0.7623419144465726	TP53	True	0.5832967595640407
0.019009216589861752	0.015873015873015872	0.7601693048597313	TP53	True	0.5832967595640407
0.019585253456221197	0.015873015873015872	0.7595995760286907	TP53	True	0.5832967595640407
0.020161290322580645	0.015873015873015872	0.7593062920640693	TP53	True	0.5832967595640407
0.020737327188940093	0.015873015873015872	0.7589538232956422	TP53	True	0.5832967595640407
0.02131336405529954	0.015873015873015872	0.7587672458169251	TP53	True	0.5832967595640407
0.021889400921658985	0.015873015873015872	0.7542279299371792	TP53	True	0.5832967595640407
0.022465437788018433	0.015873015873015872	0.7516556427721647	TP53	True	0.5832967595640407
0.02304147465437788	0.015873015873015872	0.75148207425349	TP53	True	0.5832967595640407
0.023617511520737326	0.015873015873015872	0.7504947725172361	TP53	True	0.5832967595640407
0.023617511520737326	0.031746031746031744	0.7499871076149554	TP53	True	0.5832967595640407
0.024193548387096774	0.031746031746031744	0.7493878400985974	TP53	True	0.5832967595640407
0.02476958525345622	0.031746031746031744	0.7493117056813456	TP53	True	0.5832967595640407
0.02534562211981567	0.031746031746031744	0.7489979602962222	TP53	True	0.5832967595640407
0.025921658986175114	0.031746031746031744	0.7479460666726271	TP53	True	0.5832967595640407
0.026497695852534562	0.031746031746031744	0.7471484195442306	TP53	True	0.5832967595640407
0.02707373271889401	0.031746031746031744	0.7470617541768374	TP53	True	0.5832967595640407
0.02707373271889401	0.047619047619047616	0.7455906725017911	TP53	True	0.5832967595640407
0.027649769585253458	0.047619047619047616	0.7441842759014192	TP53	True	0.5832967595640407
0.028225806451612902	0.047619047619047616	0.743526530389146	TP53	True	0.5832967595640407
0.02880184331797235	0.047619047619047616	0.7431617981200241	TP53	True	0.5832967595640407
0.0293778801843318	0.047619047619047616	0.7429165654136285	TP53	True	0.5832967595640407
0.029953917050691243	0.047619047619047616	0.7429141661645625	TP53	True	0.5832967595640407
0.03052995391705069	0.047619047619047616	0.7422241698617074	TP53	True	0.5832967595640407
0.03110599078341014	0.047619047619047616	0.7420801381759637	TP53	True	0.5832967595640407
0.03168202764976959	0.047619047619047616	0.7412798706138425	TP53	True	0.5832967595640407
0.03225806451612903	0.047619047619047616	0.7406629642164203	TP53	True	0.5832967595640407
0.032834101382488476	0.047619047619047616	0.7384768658726075	TP53	True	0.5832967595640407
0.03341013824884793	0.047619047619047616	0.7381369262272705	TP53	True	0.5832967595640407
0.03398617511520737	0.047619047619047616	0.737826106114123	TP53	True	0.5832967595640407
0.03456221198156682	0.047619047619047616	0.7376254191840258	TP53	True	0.5832967595640407
0.03513824884792627	0.047619047619047616	0.7375518757791117	TP53	True	0.5832967595640407
