fpr	tpr	threshold	gene	shuffled	auroc
0.0	0.0	1.8581670440022782	TP53	True	0.5074960127591707
0.004784688995215311	0.0	0.8581670440022782	TP53	True	0.5074960127591707
0.009569377990430622	0.0	0.8457530755526558	TP53	True	0.5074960127591707
0.014354066985645933	0.0	0.8028376341355605	TP53	True	0.5074960127591707
0.019138755980861243	0.0	0.7844913735167186	TP53	True	0.5074960127591707
0.023923444976076555	0.0	0.7729373049577583	TP53	True	0.5074960127591707
0.028708133971291867	0.0	0.7628749806538395	TP53	True	0.5074960127591707
0.03349282296650718	0.0	0.7508997969892339	TP53	True	0.5074960127591707
0.03827751196172249	0.0	0.7439001564569467	TP53	True	0.5074960127591707
0.0430622009569378	0.0	0.7417767946668313	TP53	True	0.5074960127591707
0.04784688995215311	0.0	0.7282655091069328	TP53	True	0.5074960127591707
0.04784688995215311	0.06666666666666667	0.7281450641638123	TP53	True	0.5074960127591707
0.05263157894736842	0.06666666666666667	0.7271186398058974	TP53	True	0.5074960127591707
0.05741626794258373	0.06666666666666667	0.7251180309036457	TP53	True	0.5074960127591707
0.06220095693779904	0.06666666666666667	0.7229619651467215	TP53	True	0.5074960127591707
0.06698564593301436	0.06666666666666667	0.7182748855083076	TP53	True	0.5074960127591707
0.07177033492822966	0.06666666666666667	0.7143534619737056	TP53	True	0.5074960127591707
0.07655502392344497	0.06666666666666667	0.7102941180531162	TP53	True	0.5074960127591707
0.08133971291866028	0.06666666666666667	0.7059212425433772	TP53	True	0.5074960127591707
0.0861244019138756	0.06666666666666667	0.7049747550041662	TP53	True	0.5074960127591707
0.09090909090909091	0.06666666666666667	0.6945131493301038	TP53	True	0.5074960127591707
0.09569377990430622	0.06666666666666667	0.6831561616255313	TP53	True	0.5074960127591707
0.10047846889952153	0.06666666666666667	0.679591231472955	TP53	True	0.5074960127591707
0.10526315789473684	0.06666666666666667	0.6761071731067939	TP53	True	0.5074960127591707
0.11004784688995216	0.06666666666666667	0.6751901668420146	TP53	True	0.5074960127591707
0.11483253588516747	0.06666666666666667	0.6749407590393651	TP53	True	0.5074960127591707
0.11961722488038277	0.06666666666666667	0.6715494266472086	TP53	True	0.5074960127591707
0.12440191387559808	0.06666666666666667	0.669309638507551	TP53	True	0.5074960127591707
0.1291866028708134	0.06666666666666667	0.6686498772543839	TP53	True	0.5074960127591707
0.1339712918660287	0.06666666666666667	0.6617778458291104	TP53	True	0.5074960127591707
