sample_id	ras_score	tp53_score	nf1_score	ras_shuffle	tp53_shuffle	nf1_shuffle
BS_0VXZCRJS	0.746705753001473	0.2318906448814872	0.7712504858913495	0.3692532759263123	0.5045468975352546	0.43641955691744483
BS_0ZA67BBC	0.4675742862866166	0.5809141737444081	0.43477196679476965	0.47525239668390806	0.20411076198261938	0.508431767062307
BS_1N7MQZGR	0.4093582328972885	0.4032081435348096	0.5077255702268794	0.4921489230782549	0.5448256100927515	0.6199695661616312
BS_21ET39G7	0.4833373442575966	0.17557676284013293	0.515079156574195	0.6123307659742674	0.5347632561497287	0.5012590115273243
BS_2JP7RBMB	0.46943334199947073	0.6837259949564118	0.446809696659494	0.49357299882703637	0.461732124154422	0.36051807041471595
BS_3AC3SRWH	0.25396118543562857	0.49819177422217037	0.4697854084756421	0.3820148374517724	0.4534273980304556	0.41495483037632835
BS_49CJNZ06	0.7536040847691204	0.9206065084800293	0.5063019066344562	0.6036719435486134	0.14453610060916003	0.590377087968724
BS_4PPHAQXF	0.5147480802259998	0.14252492057983943	0.7261909936986897	0.6081691676598137	0.5734187291938826	0.4204958646297211
BS_4PWDGEB0	0.2211721530499389	0.008936094063989725	0.5468378739019603	0.43674595650234527	0.6125542694430383	0.5403356752362055
BS_58YXHGAJ	0.295713981198701	0.5857608617792404	0.4401933653491801	0.4251910998934657	0.5180081831785945	0.531643025591235
BS_5VPM0F36	0.6174815496447491	0.2050744921261306	0.5360561033486014	0.612368372172103	0.7258367032728942	0.4366407111359903
BS_685DACMS	0.5334905816309352	0.17731913640834499	0.445536796462048	0.6550988710758489	0.4672737513494819	0.4265617596887797
BS_68KX6A42	0.4666269612416012	0.8550879149594933	0.4938903919068854	0.5582118482530891	0.4514270154175099	0.52481996981526
BS_6M2053M0	0.3926252615638045	0.6982241491759684	0.4604930254786372	0.5065867107902621	0.3480977445406739	0.4553307936561936
BS_7WM3MNZ0	0.4595875086561708	0.8112145580623343	0.43911637498806166	0.45992279246169765	0.1768584399870544	0.5275886810638737
BS_8ZY4GST0	0.42560278652238753	0.7861850918761776	0.4195672620705275	0.2708516662994888	0.4654029992382128	0.5609443793145374
BS_BMMY0H73	0.44573882825530325	0.6289113341569682	0.5602246777512094	0.3455633797752535	0.5629510830179215	0.4874450260244583
