sample_id	ras_score	tp53_score	nf1_score	ras_shuffle	tp53_shuffle	nf1_shuffle
BS_00W5QB9S	0.2855919807970199	0.6156693820613189	0.500159848303504	0.5642269527389535	0.39610158738961093	0.4692300656064934
BS_028YFYJ6	0.35210993884943503	0.5919852612535933	0.48765015855821786	0.3948894609157545	0.6083985074271024	0.4205191976770765
BS_06D4QTM6	0.3470893938669031	0.22046332393225437	0.4097279087261885	0.465814454962443	0.41948910008127505	0.3880563311741861
BS_08B376A6	0.4497459672831519	0.3987076431158535	0.37666297937570503	0.3330112845698598	0.3965764373848859	0.4753343152068632
BS_08ST21QE	0.3330647291149811	0.6309688497243823	0.4733367950154476	0.5748381714183598	0.7266355578341024	0.3981821393153169
BS_08TWG4K0	0.4834242456466676	0.22386490397960535	0.5494271686026314	0.37468779200818775	0.4949818876426149	0.5362766088494456
BS_0BBCFXDQ	0.3545379397824626	0.40181166374032995	0.5531012067966293	0.3480008727036583	0.6298232898888491	0.554888913946617
BS_0BTXD5M6	0.4447319294945903	0.5894529911117162	0.40629402679590687	0.28953743190424897	0.5194666570964441	0.5083901144502561
BS_0CNMRHGW	0.5625881198697147	0.5552320885116155	0.5197771254220075	0.4063345678987733	0.5423234350035224	0.5364212645366614
BS_0D5VRAKC	0.3966368235517444	0.31983104501798	0.6637483911573652	0.5148498832716102	0.6274790360487652	0.5446930219873679
BS_0EB67GB4	0.42894615800383623	0.5352428618318936	0.4217981838048362	0.4590566148140425	0.6808118305219026	0.6139358514927002
BS_0HKNEFQC	0.5554180128042266	0.4033736818095345	0.33906226774385534	0.42720714672056337	0.6838498300872211	0.5261323918537971
BS_0JAKSXQP	0.2892071748174687	0.3998795343191387	0.5148827426032182	0.45541570627934397	0.48272521310457595	0.5443927395946253
BS_0K69QMK6	0.3364010485194316	0.23811274926895923	0.6916405560381956	0.5027184235505975	0.6037761779058602	0.5822957239454429
BS_0QNRXSFG	0.5078661720244553	0.43870504300250346	0.6197909998984285	0.3364296826703533	0.4257668404101764	0.5421160405576823
BS_0R12SD1M	0.6037362967252511	0.7044662771613717	0.777942037001682	0.5087181682749111	0.44439167205209806	0.5055322374452391
BS_0TDWG2CV	0.45526085580324893	0.1068056217529412	0.5442030263994596	0.47067541819226094	0.7939926693682741	0.5033804996258986
BS_0VXZCRJS	0.7597382930893427	0.2952263063681773	0.8503442948069985	0.38905816257679976	0.5710164044853346	0.5074733226845727
BS_0WZKC4JH	0.40065507623198715	0.14554200587932475	0.5377028160756536	0.37439272002764845	0.6551535687641369	0.401907066091616
BS_0XEBS3PG	0.3097246487200186	0.573225594313938	0.6159799909022008	0.49166487915936014	0.266799231439277	0.3729216190926881
BS_0Y5J2AQ4	0.5862604699496919	0.1188964347309158	0.571019063647595	0.5969861850785048	0.6497521208839304	0.4221166490813698
BS_0Z1XRQ8F	0.7145839178567578	0.6352401786989775	0.4739253159919838	0.429580659755366	0.4713454490472784	0.5409877168271346
BS_10Z9BMZ7	0.4749394794503955	0.6324045820869401	0.43807891726787773	0.6594648611876933	0.6737310741895701	0.5043618780833227
BS_123NZXAQ	0.5761232336331943	0.8089789754028446	0.6122464168163089	0.49538626576035183	0.4140956530356247	0.45947822320779247
BS_12G04QJM	0.7365333486302602	0.5764890340687288	0.6036411126304335	0.6637614566250796	0.4653874406068622	0.548101835680561
BS_13AFE9QC	0.6734539415718079	0.0462837636939283	0.6068632719150261	0.6726388484637159	0.7292458231518584	0.509853968513144
BS_166N7SZQ	0.4013949136685153	0.2956726953959748	0.5521127859088005	0.4242021384048091	0.4203914628049932	0.5071900441679527
BS_1719EQ53	0.2996562420852758	0.593956901108029	0.4449124751644213	0.6551104073951385	0.4560968593748045	0.5128287004057643
BS_18M3RHYN	0.3205264457410765	0.6267354203314464	0.4342764718855686	0.5023295969692685	0.45960586239976253	0.5622712129905353
BS_19Z0ERYF	0.5118405331406481	0.50519849998273	0.4414695051091987	0.8658378569644756	0.6473802813487198	0.4903980096792934
BS_1A521KDP	0.850738670214523	0.07609108089819788	0.6640705625010533	0.4298555902938789	0.5947986808184242	0.5060706179748354
BS_1BHA8RJ6	0.3249651723860123	0.6127990468663955	0.5134118025409351	0.527091972600216	0.7829063790781693	0.5876964967868891
BS_1D93Z575	0.658858549280921	0.30437116087428095	0.5792091017696231	0.5675652524185482	0.5958809890514436	0.623852973421624
BS_1DECYC4K	0.6722430937831284	0.23898024926803096	0.5580740464143074	0.5715334368183628	0.6287594154285422	0.37341518077152985
BS_1DMAMKFZ	0.35783799136066036	0.5457328651434815	0.5715426066045444	0.3392387133959934	0.6829925434196524	0.5367536471640127
